Depth,Gamma,K,U,Th,MagSusc
2.65,19.66747,0.1346227,0.3801138,0.999,0.053066
2.65,19.58035,0.1333116,0.3944338,0.999,0.04172311
2.66,19.49324,0.1320005,0.4087538,0.999,0.02816995
2.66,19.40612,0.1306894,0.4230737,0.999,0.01296059
2.66,19.319,0.1293782,0.4373936,0.999,-0.003351002
2.66,19.22847,0.1281182,0.4503868,0.999,-0.02017642
2.66,19.13451,0.1269093,0.4620534,0.999,-0.03697746
2.66,19.04056,0.1257005,0.4737201,0.999,-0.05326619
2.67,18.94662,0.1244917,0.4853851,0.999,-0.06849645
2.67,18.85266,0.1232828,0.4970517,0.999,-0.08212226
2.67,18.7587,0.1220739,0.5087184,0.999,-0.09359735
2.67,18.65351,0.1208906,0.5197221,0.999,-0.1026387
2.67,18.5146,0.1197839,0.5287355,0.999,-0.1091447
2.67,18.37568,0.1186772,0.5377488,0.999,-0.1132951
2.68,18.23677,0.1175705,0.5467622,0.999,-0.1152052
2.68,18.09785,0.1164639,0.5557756,0.999,-0.1149689
2.68,17.95894,0.1153572,0.5647889,0.999,-0.1126801
2.68,17.82001,0.1142504,0.5738037,0.999,-0.1084075
2.68,17.66765,0.1130595,0.5800914,0.999,-0.1021948
2.68,17.51526,0.1118682,0.5863809,0.999,-0.094202
2.68,17.36286,0.110677,0.5926704,0.999,-0.08461563
2.69,17.21047,0.1094858,0.59896,0.999,-0.07364853
2.69,17.05807,0.1082946,0.6052495,0.999,-0.06151362
2.69,16.90567,0.1071033,0.6115391,0.999,-0.04837674
2.69,16.78204,0.1058522,0.6157808,0.999,-0.034263
2.69,16.66799,0.104581,0.6193408,0.999,-0.01932662
2.69,16.55395,0.1033101,0.6229004,0.999,-0.003847089
2.7,16.43989,0.102039,0.6264604,0.999,0.01164943
2.7,16.32584,0.1007679,0.6300205,0.999,0.02663661
2.7,16.21178,0.09949677,0.6335806,0.999,0.04058817
2.7,16.09353,0.09845457,0.6357782,0.999,0.05303613
2.7,15.97108,0.09764123,0.6366138,0.999,0.06356531
2.7,15.84863,0.09682789,0.6374495,0.999,0.07181361
2.71,15.72617,0.09601455,0.6382852,0.999,0.07751907
2.71,15.60372,0.09520121,0.6391208,0.999,0.08041991
2.71,15.48129,0.09438799,0.6399563,0.999,0.08025423
2.71,15.3503,0.09363018,0.6404254,0.999,0.07682475
2.71,15.19366,0.09303907,0.6397943,0.999,0.07012058
2.71,15.03701,0.09244796,0.6391633,0.999,0.06062425
2.72,14.88037,0.09185685,0.6385322,0.999,0.04900308
2.72,14.72373,0.09126575,0.6379011,0.999,0.03598564
2.72,14.56709,0.09067464,0.63727,0.999,0.02230038
2.72,14.41043,0.09008344,0.6366389,0.999,0.008649491
2.72,14.28696,0.08947469,0.6357991,0.999,-0.004291798
2.72,14.16346,0.08886575,0.634959,0.999,-0.0160486
2.72,14.03996,0.08825681,0.6341189,0.999,-0.02613162
2.73,13.91646,0.08764787,0.6332788,0.999,-0.03403699
2.73,13.79295,0.08703893,0.6324388,0.999,-0.03926088
2.73,13.66945,0.08642999,0.6315987,0.999,-0.04138201
2.73,13.58513,0.08580776,0.6306019,0.999,-0.04022576
2.73,13.51385,0.0851811,0.6295531,0.999,-0.03598684
2.73,13.44257,0.08455444,0.6285042,0.999,-0.02902902
2.74,13.37131,0.08392788,0.6274555,0.999,-0.01985464
2.74,13.30003,0.08330122,0.6264066,0.999,-0.008966186
2.74,13.22875,0.08267456,0.6253577,0.999,0.003134135
2.74,13.16421,0.0822257,0.6242755,0.999,0.01604433
2.74,13.1064,0.08195458,0.6231599,0.999,0.02933325
2.74,13.04859,0.08168347,0.6220444,0.999,0.0425407
2.75,12.99078,0.08141236,0.6209288,0.999,0.0548425
2.75,12.93297,0.08114125,0.6198133,0.999,0.06541499
2.75,12.87516,0.08087014,0.6186977,0.999,0.07343429
2.75,12.81793,0.08080786,0.6180388,0.999814,0.07826132
2.75,12.7624,0.08137228,0.6187498,1.003072,0.07941104
2.75,12.70687,0.08193672,0.6194608,1.006329,0.07667582
2.76,12.65134,0.08250114,0.6201718,1.009587,0.07020839
2.76,12.59581,0.08306558,0.6208829,1.012844,0.06028113
2.76,12.54028,0.08363,0.6215939,1.016102,0.04716628
2.76,12.48474,0.08419452,0.622305,1.01936,0.03115083
2.76,12.52493,0.08554108,0.6249092,1.033848,0.01253617
2.76,12.56514,0.08688784,0.6275138,1.048338,-0.007648247
2.76,12.60533,0.0882344,0.6301181,1.062825,-0.02835995
2.77,12.64554,0.08958117,0.6327227,1.077315,-0.04854244
2.77,12.68574,0.09092793,0.6353273,1.091805,-0.06713921
2.77,12.72594,0.09227469,0.6379319,1.106295,-0.08314037
2.77,12.79179,0.09420823,0.6419568,1.12921,-0.09567437
2.77,12.86617,0.09633707,0.6464545,1.154929,-0.1045906
2.77,12.94056,0.09846592,0.6509521,1.180649,-0.1100134
2.78,13.01494,0.1005948,0.6554498,1.206368,-0.1121741
2.78,13.08932,0.1027233,0.6599468,1.232084,-0.111304
2.78,13.1637,0.1048522,0.6644444,1.257804,-0.1076343
2.78,13.20835,0.1073722,0.6698889,1.289139,-0.1017605
2.78,13.22327,0.1102832,0.6762799,1.32609,-0.09430525
2.78,13.23818,0.1131943,0.6826709,1.36304,-0.08591907
2.79,13.2531,0.1161054,0.6890619,1.399991,-0.07756627
2.79,13.26801,0.1190165,0.6954528,1.436942,-0.07021063
2.79,13.28293,0.1219275,0.7018438,1.473892,-0.06481618
2.79,13.30479,0.1250342,0.7087082,1.513651,-0.06198644
2.79,13.34745,0.1287269,0.7169912,1.561825,-0.06213371
2.79,13.39012,0.1324202,0.7252756,1.610007,-0.06545641
2.8,13.4328,0.1361135,0.7335599,1.658188,-0.07174888
2.8,13.47547,0.1398068,0.7418442,1.70637,-0.08067139
2.8,13.51814,0.1435001,0.7501285,1.754552,-0.09188422
2.8,13.56082,0.1471939,0.7584141,1.80274,-0.1050336
2.8,13.65062,0.1513003,0.7685201,1.862248,-0.1197522
2.8,13.74043,0.1554073,0.7786276,1.921764,-0.1350448
2.8,13.83024,0.1595143,0.788735,1.98128,-0.1500437
2.81,13.92004,0.1636207,0.798841,2.040787,-0.1640071
2.81,14.00986,0.1677278,0.8089485,2.100303,-0.1761932
2.81,14.09967,0.1718348,0.819056,2.159819,-0.1858964
2.81,14.14758,0.1756247,0.8278591,2.222986,-0.1925174
2.81,14.18154,0.1793092,0.836228,2.287368,-0.1962653
2.81,14.2155,0.1829936,0.844597,2.35175,-0.1975774
2.82,14.24946,0.186678,0.8529659,2.416131,-0.1967708
2.82,14.28342,0.1903624,0.8613348,2.480513,-0.1941628
2.82,14.31739,0.1940468,0.8697038,2.544895,-0.1900709
2.82,14.30005,0.1970462,0.8772358,2.603729,-0.1851259
2.82,14.23144,0.1993617,0.8839335,2.657035,-0.1797055
2.82,14.16284,0.2016773,0.8906314,2.710342,-0.1739355
2.83,14.09423,0.2039929,0.8973292,2.763649,-0.1678713
2.83,14.02563,0.2063084,0.904027,2.816956,-0.1615683
2.83,13.95702,0.208624,0.9107248,2.870262,-0.155082
2.83,13.89341,0.2105973,0.9170048,2.920799,-0.148064
2.83,13.84481,0.211544,0.9220315,2.963031,-0.140112
2.83,13.7962,0.2124907,0.9270582,3.005262,-0.1310633
2.84,13.7476,0.2134372,0.9320842,3.047487,-0.1208645
2.84,13.69899,0.2143839,0.9371109,3.089718,-0.1094984
2.84,13.65039,0.2153306,0.9421376,3.131949,-0.0969478
2.84,13.60177,0.2162774,0.9471651,3.174187,-0.08332203
2.84,13.61316,0.2158552,0.9505205,3.205341,-0.06885621
2.84,13.62454,0.215433,0.9538764,3.2365,-0.05392621
2.84,13.63592,0.2150108,0.9572324,3.267658,-0.03890155
2.85,13.64731,0.2145885,0.9605883,3.298817,-0.02414588
2.85,13.65869,0.2141664,0.9639438,3.329971,-0.01002285
2.85,13.67008,0.2137441,0.9672998,3.36113,0.003144078
2.85,13.59558,0.2122949,0.9694017,3.383977,0.01515133
2.85,13.4925,0.2105038,0.9710862,3.404057,0.02601362
2.85,13.38943,0.2087127,0.9727708,3.424137,0.03573636
2.86,13.28635,0.2069217,0.9744552,3.444217,0.04408018
2.86,13.18327,0.2051306,0.9761398,3.464298,0.05080571
2.86,13.08019,0.2033395,0.9778243,3.484378,0.05567348
2.86,12.93379,0.201046,0.9786729,3.49882,0.05851443
2.86,12.74413,0.1982509,0.9786863,3.507628,0.05914742
2.86,12.55445,0.1954554,0.9786997,3.516437,0.05737964
2.87,12.36477,0.1926598,0.9787131,3.525246,0.05301643
2.87,12.17508,0.1898643,0.9787265,3.534055,0.04586342
2.87,11.9854,0.1870688,0.9787399,3.542865,0.03572616
2.87,11.81453,0.1842622,0.9787667,3.549641,0.02230105
2.87,11.70006,0.1814222,0.9788333,3.550321,0.005411997
2.87,11.58559,0.1785822,0.9789,3.551002,-0.01462767
2.88,11.47113,0.1757423,0.9789667,3.551682,-0.03703882
2.88,11.35668,0.1729027,0.9790334,3.552362,-0.06088796
2.88,11.24221,0.1700627,0.9791,3.553042,-0.08524168
2.88,11.12773,0.1672223,0.9791667,3.553723,-0.1091605
2.88,11.06736,0.1649871,0.97922,3.554247,-0.1316997
2.88,11.00697,0.1627516,0.9792734,3.554771,-0.1519104
2.88,10.94659,0.160516,0.9793267,3.555296,-0.1690321
2.89,10.88621,0.1582805,0.97938,3.55582,-0.1824908
2.89,10.82583,0.1560449,0.9794334,3.556345,-0.1917126
2.89,10.76545,0.1538094,0.9794867,3.556869,-0.1962054
2.89,10.70025,0.1520272,0.97953,3.557277,-0.195722
2.89,10.63344,0.1503959,0.97957,3.557646,-0.1909463
2.89,10.56663,0.1487647,0.97961,3.558015,-0.1829038
2.9,10.49981,0.1471334,0.97965,3.558384,-0.1727169
2.9,10.433,0.1455022,0.97969,3.558753,-0.1615083
2.9,10.36618,0.1438709,0.97973,3.559122,-0.1504002
2.9,10.31015,0.1425421,0.9797633,3.559413,-0.1405169
2.9,10.26489,0.1415154,0.97979,3.559626,-0.1326074
2.9,10.21963,0.1404887,0.9798167,3.559839,-0.1270472
2.91,10.17437,0.1394622,0.9798433,3.560053,-0.1237238
2.91,10.12911,0.1384356,0.97987,3.560266,-0.122525
2.91,10.08385,0.1374089,0.9798967,3.560479,-0.1233384
2.91,10.06579,0.1365334,0.97992,3.560654,-0.1255858
2.91,10.1293,0.1361111,0.9799333,3.560712,-0.12847
2.91,10.19281,0.1356889,0.9799467,3.560769,-0.1309993
2.92,10.25632,0.1352667,0.97996,3.560827,-0.1323903
2.92,10.31983,0.1348445,0.9799733,3.560885,-0.1319292
2.92,10.38334,0.1344223,0.9799866,3.560943,-0.1289018
2.92,10.44686,0.134,0.98,3.561,-0.1227816
2.92,10.54288,0.134,0.98,3.561,-0.1132288
2.92,10.63893,0.134,0.98,3.561,-0.1008797
2.92,10.73497,0.134,0.98,3.561,-0.08648533
2.93,10.83101,0.134,0.98,3.561,-0.07091197
2.93,10.92705,0.134,0.98,3.561,-0.05502564
2.93,11.02309,0.134,0.98,3.561,-0.03972494
2.93,11.08838,0.134,0.98,3.561,-0.02600536
2.93,11.14339,0.134,0.98,3.561,-0.0144457
2.93,11.19841,0.134,0.98,3.561,-0.005469752
2.94,11.25343,0.134,0.98,3.561,0.000548257
2.94,11.30845,0.134,0.98,3.561,0.003234068
2.94,11.36347,0.134,0.98,3.561,0.002213445
2.94,11.41911,0.134,0.98,3.561,-0.002399812
2.94,11.47536,0.134,0.98,3.561,-0.01026163
2.94,11.53161,0.134,0.98,3.561,-0.02079801
2.95,11.58786,0.134,0.98,3.561,-0.03335317
2.95,11.64411,0.134,0.98,3.561,-0.04727125
2.95,11.70036,0.134,0.98,3.561,-0.06189656
2.95,11.7684,0.134,0.98,3.561,-0.07678169
2.95,11.87179,0.134,0.98,3.561,-0.09158161
2.95,11.97518,0.134,0.98,3.561,-0.1060504
2.96,12.07857,0.134,0.98,3.561,-0.1198456
2.96,12.18196,0.134,0.98,3.561,-0.1325932
2.96,12.28535,0.134,0.98,3.561,-0.1439187
2.96,12.38874,0.134,0.98,3.561,-0.1535633
2.96,12.48331,0.134,0.98,3.561,-0.1613829
2.96,12.57789,0.134,0.98,3.561,-0.1673973
2.96,12.67247,0.134,0.98,3.561,-0.1716906
2.97,12.76706,0.134,0.98,3.561,-0.1744107
2.97,12.86164,0.134,0.98,3.561,-0.1757059
2.97,12.95622,0.134,0.98,3.561,-0.1757075
2.97,13.02478,0.134,0.98,3.561,-0.1744976
2.97,13.08467,0.134,0.98,3.561,-0.1723508
2.97,13.14455,0.134,0.98,3.561,-0.1695617
2.98,13.20442,0.134,0.98,3.561,-0.1662945
2.98,13.2643,0.134,0.98,3.561,-0.162713
2.98,13.32418,0.134,0.98,3.561,-0.158981
2.98,13.40116,0.1339222,0.9800311,3.557012,-0.1551806
2.98,13.49523,0.1337666,0.9800933,3.549039,-0.1512653
2.98,13.58929,0.1336111,0.9801555,3.541065,-0.1470607
2.99,13.68336,0.1334555,0.9802178,3.533092,-0.1425482
2.99,13.77742,0.1333,0.98028,3.525118,-0.1377094
2.99,13.87147,0.1331445,0.9803422,3.517146,-0.1325258
2.99,13.96204,0.1329333,0.9802589,3.506327,-0.1268825
2.99,14.04212,0.1325556,0.9797388,3.486972,-0.1207204
2.99,14.1222,0.1321778,0.9792188,3.467616,-0.1142416
3,14.20227,0.1318,0.9786988,3.448261,-0.1076763
3,14.28235,0.1314222,0.9781789,3.428905,-0.1012639
3,14.36243,0.1310444,0.9776588,3.40955,-0.0952437
3,14.44251,0.1306667,0.9771388,3.390195,-0.08991925
3,14.48747,0.1300667,0.9760366,3.359457,-0.08565798
3,14.53242,0.1294668,0.9749346,3.328724,-0.08251539
3,14.57738,0.1288668,0.9738324,3.297986,-0.08054769
3.01,14.62234,0.1282668,0.9727302,3.267249,-0.07981174
3.01,14.6673,0.1276668,0.971628,3.236511,-0.08036441
3.01,14.71226,0.1270668,0.9705257,3.205773,-0.0822188
3.01,14.66128,0.1263001,0.9689869,3.166498,-0.08525725
3.01,14.57828,0.1254778,0.9673023,3.124375,-0.0893065
3.01,14.49529,0.1246555,0.9656177,3.082251,-0.09411376
3.02,14.41229,0.1238332,0.9639331,3.040127,-0.09924411
3.02,14.32931,0.123011,0.9622487,2.99801,-0.1042625
3.02,14.24632,0.1221887,0.9605641,2.955886,-0.108734
3.02,14.14426,0.1212642,0.9586239,2.908071,-0.1123797
3.02,14.02315,0.1202376,0.9564284,2.854569,-0.1149191
3.02,13.90204,0.1192109,0.9542329,2.801067,-0.1160707
3.03,13.78094,0.1181842,0.9520373,2.747565,-0.1159101
3.03,13.65983,0.1171576,0.9498418,2.694063,-0.1145125
3.03,13.53872,0.1161309,0.9476462,2.640561,-0.1119533
3.03,13.42104,0.1150576,0.9453406,2.58421,-0.1083357
3.03,13.31362,0.1138444,0.9427055,2.519331,-0.103894
3.03,13.20619,0.1126311,0.9400699,2.454443,-0.09922715
3.04,13.09876,0.1114178,0.9374344,2.389554,-0.09493011
3.04,12.99133,0.1102044,0.9347989,2.324666,-0.0915967
3.04,12.8839,0.1089911,0.9321634,2.259777,-0.08982059
3.04,12.77646,0.1077778,0.9295278,2.194889,-0.09019608
3.04,12.60065,0.1067156,0.9250701,2.13456,-0.09331808
3.04,12.42484,0.1056533,0.9206125,2.074232,-0.09906733
3.04,12.24906,0.1045913,0.9161554,2.013912,-0.1070958
3.05,12.07325,0.1035291,0.9116977,1.953584,-0.116827
3.05,11.89744,0.1024668,0.90724,1.893255,-0.1276845
3.05,11.72163,0.1014046,0.9027823,1.832927,-0.1390307
3.05,11.56678,0.1003357,0.8969812,1.781126,-0.150046
3.05,11.41893,0.09926447,0.8907318,1.73217,-0.1599184
3.05,11.27108,0.09819327,0.8844824,1.683215,-0.1679157
3.06,11.12323,0.09712207,0.8782331,1.634259,-0.1735353
3.06,10.97538,0.09605087,0.8719837,1.585304,-0.1762747
3.06,10.82755,0.09497983,0.8657353,1.536356,-0.1756316
3.06,10.71713,0.09402207,0.8579611,1.493096,-0.1714606
3.06,10.64409,0.09317763,0.8486635,1.455528,-0.1640744
3.06,10.57106,0.0923332,0.8393659,1.417959,-0.1542425
3.07,10.49803,0.09148876,0.8300682,1.38039,-0.1426458
3.07,10.425,0.09064433,0.8207706,1.342822,-0.1299653
3.07,10.35196,0.0897999,0.811473,1.305253,-0.1168817
3.07,10.30926,0.08901218,0.8014126,1.270532,-0.1040723
3.07,10.35744,0.0883944,0.7890661,1.244345,-0.09205865
3.07,10.40562,0.08777673,0.7767215,1.218163,-0.08090317
3.08,10.4538,0.08715896,0.764375,1.191976,-0.07073938
3.08,10.50199,0.0865412,0.7520285,1.16579,-0.06172474
3.08,10.55017,0.08592343,0.739682,1.139603,-0.05401656
3.08,10.59835,0.08530566,0.7273355,1.113417,-0.04754315
3.08,10.63141,0.084879,0.7117978,1.098612,-0.0420044
3.08,10.66446,0.08445234,0.6962602,1.083808,-0.03727743
3.08,10.69752,0.08402568,0.6807227,1.069004,-0.03331079
3.09,10.73058,0.08359902,0.665185,1.054199,-0.03012434
3.09,10.76363,0.08317243,0.6496497,1.039397,-0.02773791
3.09,10.79668,0.08274577,0.6341121,1.024593,-0.02624827
3.09,10.79898,0.08243573,0.6160738,1.018329,-0.02598193
3.09,10.79101,0.0821646,0.5972011,1.014916,-0.02712257
3.09,10.78303,0.08189347,0.5783284,1.011502,-0.02966776
3.1,10.77506,0.08162234,0.5594557,1.008088,-0.03320101
3.1,10.76709,0.08135121,0.540583,1.004675,-0.03730588
3.1,10.75912,0.08108009,0.5217103,1.001261,-0.04156582
3.1,10.79221,0.08078228,0.5024604,0.9995578,-0.04547573
3.1,10.86628,0.0804579,0.4828367,0.9995623,-0.04838754
3.1,10.94036,0.08013346,0.4632101,0.9995667,-0.04951076
3.11,11.01444,0.07980902,0.4435835,0.9995711,-0.04869077
3.11,11.08852,0.07948459,0.423957,0.9995756,-0.0457729
3.11,11.1626,0.07916016,0.4043304,0.99958,-0.04060245
3.11,11.25001,0.07895248,0.3849829,0.9995867,-0.03309618
3.11,11.37734,0.07909469,0.3664718,0.9996,-0.02347181
3.11,11.50467,0.0792369,0.3479607,0.9996133,-0.01277518
3.12,11.63199,0.0793791,0.3294524,0.9996266,-0.001955732
3.12,11.75932,0.07952131,0.3109413,0.99964,0.008068847
3.12,11.88666,0.07966353,0.2924302,0.9996533,0.0163809
3.12,12.01399,0.07980575,0.2739191,0.9996666,0.02199149
3.12,12.10092,0.07994352,0.2590391,0.99968,0.02384042
3.12,12.18784,0.08008128,0.2441591,0.9996933,0.02213949
3.12,12.27477,0.08021906,0.2292791,0.9997067,0.01719961
3.13,12.36169,0.08035683,0.2143991,0.99972,0.009430617
3.13,12.44862,0.0804946,0.1995191,0.9997333,-0.000757562
3.13,12.53553,0.08063235,0.1846413,0.9997467,-0.01281641
3.13,12.59814,0.08076679,0.1724839,0.99976,-0.02578345
3.13,12.65263,0.08090012,0.161235,0.9997734,-0.03888879
3.13,12.70713,0.08103344,0.1499861,0.9997867,-0.05145776
3.14,12.76162,0.08116677,0.1387372,0.9998,-0.06290984
3.14,12.81611,0.08130009,0.1274883,0.9998134,-0.07266469
3.14,12.87061,0.08143342,0.1162394,0.9998267,-0.08014186
3.14,12.95245,0.08157342,0.1068404,0.9998401,-0.08539703
3.14,13.06165,0.08172009,0.09929296,0.9998534,-0.08868436
3.14,13.17084,0.08186674,0.09174666,0.9998667,-0.09045599
3.15,13.28005,0.08201342,0.08419922,0.9998801,-0.09114301
3.15,13.38926,0.08216009,0.0766518,0.9998934,-0.09117646
3.15,13.49846,0.08230677,0.06910437,0.9999067,-0.09098729
3.15,13.61793,0.08250792,0.06251893,0.9999179,-0.09091023
3.15,13.76815,0.08287235,0.05881665,0.9999223,-0.09118515
3.15,13.91838,0.08323679,0.05511435,0.9999267,-0.09186362
3.16,14.0686,0.08360122,0.05141206,0.9999312,-0.09291884
3.16,14.21882,0.08396566,0.04770977,0.9999356,-0.09429793
3.16,14.36902,0.08433004,0.04400804,0.99994,-0.09594806
3.16,14.51924,0.08469447,0.04030575,0.9999444,-0.09771702
3.16,14.64895,0.08548558,0.03926128,0.99994,-0.09935365
3.16,14.77866,0.08627667,0.03821681,0.9999356,-0.100649
3.16,14.90837,0.08706778,0.03717234,0.9999312,-0.1014372
3.17,15.03808,0.08785888,0.03612787,0.9999267,-0.1015953
3.17,15.16779,0.08864997,0.0350834,0.9999223,-0.1010002
3.17,15.2975,0.08944108,0.03403893,0.9999179,-0.09956065
3.17,15.35674,0.09047216,0.03409776,0.9999067,-0.09727912
3.17,15.39248,0.0915831,0.03452436,0.9998934,-0.09431507
3.17,15.42822,0.09269419,0.03495101,0.99988,-0.09088503
3.18,15.46397,0.09380528,0.03537767,0.9998667,-0.0872204
3.18,15.49971,0.09491638,0.03580434,0.9998534,-0.08355252
3.18,15.53545,0.09602748,0.036231,0.99984,-0.08011278
3.18,15.54764,0.09741631,0.03676431,0.9998245,-0.07711148
3.18,15.53624,0.09908312,0.03740436,0.9998066,-0.07467275
3.18,15.52485,0.1007499,0.03804441,0.9997889,-0.07283492
3.19,15.51345,0.1024165,0.03868437,0.9997711,-0.07164169
3.19,15.50206,0.1040833,0.03932443,0.9997533,-0.07113667
3.19,15.49066,0.1057501,0.03996448,0.9997355,-0.07136358
3.19,15.46348,0.1075559,0.04065789,0.9997166,-0.07228761
3.19,15.389,0.1097781,0.04151122,0.9996944,-0.07383806
3.19,15.31451,0.1120003,0.04236454,0.9996722,-0.0759144
3.2,15.24002,0.1142225,0.04321786,0.99965,-0.07827625
3.2,15.16554,0.1164447,0.04407119,0.9996278,-0.08063663
3.2,15.09105,0.1186669,0.04492451,0.9996056,-0.08270862
3.2,15.01657,0.1208887,0.04577771,0.9995834,-0.0842484
3.2,14.88739,0.1236665,0.04684437,0.9995567,-0.08505496
3.2,14.7582,0.1264442,0.04791103,0.99953,-0.08491671
3.2,14.62901,0.129222,0.04897768,0.9995033,-0.08375715
3.21,14.49982,0.1319997,0.05004434,0.9994767,-0.08163443
3.21,14.37063,0.1347775,0.051111,0.99945,-0.07860672
3.21,14.24144,0.1375553,0.05217765,0.9994233,-0.07473714
3.21,14.09174,0.1404697,0.05329764,0.9994,-0.07010369
3.21,13.93521,0.1434296,0.05443541,0.9993778,-0.06506414
3.21,13.77869,0.1463892,0.05557301,0.9993556,-0.06005918
3.22,13.62215,0.1493491,0.05671077,0.9993333,-0.05549867
3.22,13.46561,0.1523091,0.05784854,0.9993111,-0.05179242
3.22,13.30907,0.1552691,0.05898631,0.9992889,-0.04935038
3.22,13.13171,0.1581381,0.06008859,0.9992689,-0.04858784
3.22,12.9335,0.1609161,0.06115535,0.9992511,-0.04964974
3.22,12.7353,0.1636941,0.0622221,0.9992334,-0.05241183
3.23,12.53709,0.1664722,0.06328887,0.9992156,-0.05652755
3.23,12.33888,0.1692502,0.06435563,0.9991978,-0.06165055
3.23,12.14071,0.1720278,0.06542222,0.9991801,-0.06743448
3.23,11.9543,0.1746667,0.06643558,0.9991634,-0.0733931
3.23,11.80324,0.176889,0.06728892,0.99915,-0.07901401
3.23,11.65219,0.1791112,0.06814225,0.9991367,-0.08384633
3.24,11.50114,0.1813334,0.06899558,0.9991233,-0.08744027
3.24,11.35008,0.1835556,0.06984891,0.99911,-0.0893461
3.24,11.19903,0.1857778,0.07070225,0.9990966,-0.08911423
3.24,11.048,0.1879997,0.07155545,0.9990833,-0.08643024
3.24,10.93101,0.1898578,0.07226667,0.9990744,-0.08111437
3.24,10.81406,0.1917153,0.07297767,0.9990655,-0.07343124
3.24,10.69709,0.1935731,0.07368878,0.9990566,-0.06384458
3.25,10.58012,0.1954308,0.07439989,0.9990478,-0.05301671
3.25,10.46315,0.1972886,0.075111,0.9990389,-0.04161005
3.25,10.34618,0.1991464,0.07582211,0.99903,-0.03027682
3.25,10.26076,0.2007308,0.07642656,0.9990245,-0.01963845
3.25,10.18585,0.2022242,0.07699545,0.99902,-0.01031433
3.25,10.11094,0.2037175,0.07756434,0.9990156,-0.00285701
3.26,10.03605,0.2052106,0.07813314,0.9990111,0.002379089
3.26,9.961141,0.2067039,0.07870203,0.9990067,0.005039604
3.26,9.886233,0.2081973,0.07927091,0.9990022,0.004770237
3.26,9.83131,0.2095085,0.07976874,0.999,0.001438782
3.26,9.796389,0.2106375,0.08019545,0.999,-0.004688288
3.26,9.761468,0.2117665,0.08062216,0.999,-0.0129474
3.27,9.726546,0.2128955,0.08104887,0.999,-0.0228613
3.27,9.691626,0.2140245,0.08147558,0.999,-0.03395266
3.27,9.656705,0.2151535,0.08190229,0.999,-0.04574419
3.27,9.628373,0.2162378,0.08231113,0.999,-0.05775966
3.27,9.619771,0.217189,0.08266669,0.999,-0.0696557
3.27,9.611169,0.2181401,0.08302224,0.999,-0.08148516
3.28,9.602567,0.2190912,0.0833778,0.999,-0.09315999
3.28,9.593966,0.2200423,0.08373336,0.999,-0.1045453
3.28,9.585363,0.2209934,0.08408891,0.999,-0.1155062
3.28,9.576762,0.2219444,0.08444442,0.999,-0.126107
3.28,9.623076,0.2229001,0.08480003,0.999,-0.1366109
3.28,9.669385,0.2238556,0.08515559,0.999,-0.1469079
3.28,9.715685,0.2248111,0.0855111,0.999,-0.1568895
3.29,9.761993,0.2257666,0.08586665,0.999,-0.1664485
3.29,9.808301,0.2267222,0.08622221,0.999,-0.175478
3.29,9.854609,0.2276777,0.08657777,0.999,-0.1838043
3.29,9.891206,0.2287766,0.08698665,0.999,-0.1910561
3.29,9.924566,0.2299233,0.08741332,0.999,-0.1971435
3.29,9.957926,0.2310699,0.08783998,0.999,-0.2020401
3.3,9.991286,0.2322166,0.08826664,0.999,-0.2056281
3.3,10.02465,0.2333633,0.0886933,0.999,-0.20779
3.3,10.058,0.2345098,0.0891199,0.999,-0.2084081
3.3,10.09794,0.235561,0.08951104,0.999,-0.2075512
3.3,10.14446,0.2365166,0.08986663,0.999,-0.2052854
3.3,10.19098,0.2374722,0.09022222,0.999,-0.2016744
3.31,10.2375,0.2384279,0.09057781,0.999,-0.1969083
3.31,10.28402,0.2393835,0.0909334,0.999,-0.1911778
3.31,10.33054,0.2403391,0.09128898,0.999,-0.1846731
3.31,10.38377,0.2412469,0.09162676,0.999,-0.1774439
3.31,10.45711,0.2420112,0.09191117,0.999,-0.1695536
3.31,10.53046,0.2427757,0.09219561,0.999,-0.1612483
3.32,10.6038,0.2435401,0.09248005,0.999,-0.1527143
3.32,10.67715,0.2443046,0.09276449,0.999,-0.1441182
3.32,10.7505,0.245069,0.09304893,0.999,-0.1356267
3.32,10.82383,0.2458333,0.09333333,0.999,-0.1274076
3.32,10.86507,0.2464067,0.0935467,0.999,-0.11963
3.32,10.9063,0.2469801,0.09376003,0.999,-0.1122094
3.32,10.94752,0.2475534,0.09397337,0.999,-0.1051425
3.33,10.98875,0.2481266,0.09418666,0.999,-0.09850744
3.33,11.02997,0.2487,0.0944,0.999,-0.09238216
3.33,11.0712,0.2492733,0.09461334,0.999,-0.08681419
3.33,11.11305,0.2497033,0.09477334,0.999,-0.08175991
3.33,11.1551,0.2500855,0.09491555,0.999,-0.07729478
3.33,11.19716,0.2504677,0.09505778,0.999,-0.07353187
3.34,11.23921,0.25085,0.09519999,0.999,-0.07057826
3.34,11.28126,0.2512322,0.09534222,0.999,-0.06854108
3.34,11.32332,0.2516144,0.09548444,0.999,-0.06752751
3.34,11.35863,0.2519011,0.0955911,0.999,-0.06777161
3.34,11.38722,0.2520922,0.09566222,0.999,-0.06934444
3.34,11.4158,0.2522833,0.09573334,0.999,-0.07215478
3.35,11.44439,0.2524745,0.09580445,0.999,-0.07629275
3.35,11.47297,0.2526656,0.09587557,0.999,-0.08184825
