Depth,Gamma,K,U,TH,MagSusc
2.53,11.87381,0.125,0.048,0.999,-0.1083798
2.53,11.87581,0.125,0.048,0.999,-0.1095494
2.53,11.88275,0.125,0.048,0.999,-0.1095111
2.53,11.8897,0.125,0.048,0.999,-0.1083468
2.54,11.89664,0.125,0.048,0.999,-0.1064043
2.54,11.90358,0.125,0.048,0.999,-0.1040314
2.54,11.91053,0.125,0.048,0.999,-0.1015757
2.54,11.93114,0.125,0.048,0.999,-0.09919606
2.54,11.96544,0.125,0.048,0.999,-0.09720705
2.54,11.99974,0.125,0.048,0.999,-0.09607947
2.55,12.03404,0.125,0.048,0.999,-0.09616639
2.55,12.06833,0.125,0.048,0.999,-0.09782092
2.55,12.10263,0.125,0.048,0.999,-0.101396
2.55,12.16565,0.125,0.048,0.999,-0.1072746
2.55,12.31463,0.125,0.048,0.999,-0.1156723
2.55,12.46359,0.125,0.048,0.999,-0.126273
2.56,12.61256,0.125,0.048,0.999,-0.1385971
2.56,12.76154,0.125,0.048,0.999,-0.1521104
2.56,12.91052,0.125,0.048,0.999,-0.1662787
2.56,13.05945,0.125,0.048,0.999,-0.1804898
2.56,13.3291,0.1248177,0.04792887,0.9990045,-0.1940533
2.56,13.59867,0.1246355,0.04785776,0.9990089,-0.2065144
2.56,13.86823,0.1244533,0.04778665,0.9990134,-0.2174974
2.57,14.1378,0.1242711,0.04771554,0.9990178,-0.2267063
2.57,14.40733,0.1240889,0.04764444,0.9990222,-0.2338448
2.57,14.6769,0.1239066,0.04757332,0.9990267,-0.2387052
2.57,14.92727,0.1234477,0.04739553,0.9990345,-0.2413457
2.57,15.17125,0.1228966,0.0471822,0.9990433,-0.2421518
2.57,15.41523,0.1223455,0.04696887,0.9990523,-0.2416114
2.58,15.65921,0.1217944,0.04675553,0.9990612,-0.2401927
2.58,15.90319,0.1212433,0.0465422,0.99907,-0.2383636
2.58,16.14717,0.1206922,0.04632887,0.9990789,-0.2365924
2.58,16.37833,0.1198634,0.0460089,0.9968681,-0.2352294
2.58,16.59674,0.1187566,0.04558221,0.9924369,-0.2344664
2.58,16.81515,0.1176499,0.0451555,0.9880058,-0.2343365
2.59,17.03356,0.1165431,0.0447288,0.9835746,-0.2348873
2.59,17.25196,0.1154364,0.04430211,0.9791434,-0.2361663
2.59,17.47038,0.1143296,0.0438754,0.9747122,-0.2382212
2.59,17.67993,0.1130837,0.04339528,0.969169,-0.240936
2.59,17.86299,0.1114215,0.04275529,0.9602982,-0.2441532
2.59,18.04605,0.1097593,0.0421153,0.9514275,-0.2477552
2.60,18.22908,0.1080974,0.0414754,0.942558,-0.2515837
2.60,18.41214,0.1064352,0.04083541,0.9336872,-0.2554667
2.60,18.5952,0.104773,0.04019542,0.9248164,-0.2592323
2.60,18.77821,0.1031113,0.03955562,0.9159483,-0.2627881
2.60,18.92599,0.1008929,0.03870204,0.9026337,-0.2661207
2.60,19.07372,0.09867512,0.03784872,0.889323,-0.2691878
2.60,19.22145,0.09645736,0.0369954,0.8760123,-0.2718559
2.61,19.36918,0.09423961,0.03614207,0.8627016,-0.2739003
2.61,19.51691,0.09202186,0.03528875,0.8493909,-0.275096
2.61,19.66462,0.08980443,0.03443555,0.8360822,-0.2752118
2.61,19.73177,0.08730998,0.03347555,0.8227748,-0.2739962
2.61,19.77207,0.08472334,0.03248,0.8094685,-0.2712796
2.61,19.81238,0.08213671,0.03148446,0.7961622,-0.2669802
2.62,19.85268,0.07955007,0.03048891,0.7828559,-0.2611998
2.62,19.89299,0.07696343,0.02949337,0.7695497,-0.2540401
2.62,19.93329,0.07437679,0.02849782,0.7562434,-0.2456031
2.62,19.91019,0.0718835,0.02753784,0.7429349,-0.2360051
2.62,19.82369,0.06948351,0.0266134,0.7296242,-0.225545
2.62,19.7372,0.06708388,0.0256891,0.7163154,-0.214704
2.63,19.65071,0.0646839,0.02476466,0.7030047,-0.2038023
2.63,19.56421,0.06228391,0.02384022,0.689694,-0.1931597
2.63,19.47771,0.05988393,0.02291578,0.6763833,-0.1830962
2.63,19.38233,0.05762383,0.02204463,0.6630712,-0.1738912
2.63,19.26028,0.05578367,0.02133346,0.6497547,-0.1656882
2.63,19.13824,0.0539435,0.02062229,0.6364383,-0.1582636
2.64,19.0162,0.05210334,0.01991111,0.6231219,-0.1513505
2.64,18.89415,0.05026317,0.01919994,0.6098055,-0.1446671
2.64,18.77212,0.04842328,0.01848887,0.596491,-0.1379318
2.64,18.65012,0.04658366,0.0177779,0.5831786,-0.1307717
2.64,18.54721,0.0456767,0.01742223,0.5787458,-0.1227226
2.64,18.44435,0.04477002,0.01706667,0.5743145,-0.1136431
2.64,18.34148,0.04386333,0.01671111,0.569883,-0.1035081
2.65,18.23861,0.04295664,0.01635554,0.5654516,-0.09240874
2.65,18.13574,0.04204995,0.01599998,0.5610203,-0.08043639
2.65,18.03287,0.04114326,0.01564442,0.5565888,-0.0677434
2.65,17.96249,0.04093681,0.01555561,0.5588224,-0.05466566
2.65,17.90292,0.04096345,0.0155556,0.5632754,-0.04162629
2.65,17.84336,0.04099009,0.01555559,0.5677284,-0.0291142
2.66,17.78379,0.04101673,0.01555558,0.5721813,-0.0177284
2.66,17.72422,0.04104337,0.01555557,0.5766343,-0.00806787
2.66,17.66465,0.04107001,0.01555556,0.5810874,-0.000731643
2.66,17.61244,0.04156338,0.01573335,0.5899832,0.003842576
2.66,17.56758,0.04252335,0.0160889,0.6033206,0.005449881
2.66,17.52273,0.04348331,0.01644444,0.616658,0.004118014
2.67,17.47788,0.04444314,0.01679993,0.6299933,0.000177548
2.67,17.43302,0.0454031,0.01715548,0.6433307,-0.006040944
2.67,17.38817,0.04636307,0.01751102,0.6566681,-0.01420686
2.67,17.35172,0.04746301,0.01791988,0.6700047,-0.02394598
2.67,17.34053,0.04898312,0.01848882,0.6833389,-0.0347962
2.67,17.32934,0.05050323,0.01905774,0.6966731,-0.04607519
2.68,17.31815,0.05202334,0.01962667,0.7100073,-0.05703218
2.68,17.30696,0.05354345,0.0201956,0.7233415,-0.06689362
2.68,17.29577,0.05506356,0.02076453,0.7366757,-0.074886
2.68,17.28458,0.05658299,0.0213332,0.750004,-0.08035214
2.68,17.34707,0.05809899,0.02190226,0.7633409,-0.08275118
2.68,17.40953,0.05961454,0.02247115,0.7766738,-0.08214784
2.68,17.472,0.06113008,0.02304003,0.7900068,-0.07875571
2.69,17.53446,0.06264563,0.02360892,0.8033397,-0.07293714
2.69,17.59693,0.06416117,0.0241778,0.8166726,-0.06505446
2.69,17.65939,0.06567673,0.02474669,0.8300055,-0.05550666
2.69,17.76803,0.06704888,0.02526222,0.8433385,-0.04480285
2.69,17.89203,0.06837332,0.02576,0.8566714,-0.03358901
2.69,18.01601,0.06969756,0.0262577,0.8700024,-0.02255805
2.70,18.14001,0.071022,0.02675547,0.8833353,-0.01240674
2.70,18.26402,0.07234643,0.02725325,0.8966683,-0.003831954
2.70,18.38802,0.07367087,0.02775102,0.9100012,0.00246943
2.70,18.49084,0.0748064,0.02817768,0.9211118,0.006103343
2.70,18.57247,0.07575308,0.02853324,0.9300006,0.006973304
2.70,18.65411,0.07669975,0.0288888,0.9388894,0.005280307
2.71,18.73574,0.07764643,0.02924436,0.9477782,0.001268994
2.71,18.81738,0.07859311,0.02959991,0.9566671,-0.004816001
2.71,18.899,0.07953963,0.02995542,0.9655546,-0.01273005
2.71,18.96635,0.08039192,0.03027544,0.9733329,-0.02216012
2.71,18.99081,0.08096088,0.0304888,0.9777778,-0.03276769
2.71,19.01526,0.08152983,0.03070216,0.9822226,-0.04420637
2.72,19.03972,0.08209878,0.03091552,0.9866675,-0.05626065
2.72,19.06418,0.08266773,0.03112888,0.9911123,-0.06875865
2.72,19.08864,0.08323669,0.03134223,0.9955571,-0.08152847
2.72,19.11308,0.08380538,0.0315555,1,-0.09454694
2.72,19.11837,0.08394766,0.03295588,0.9999955,-0.1079397
2.72,19.12366,0.0840899,0.03435584,0.9999911,-0.1219195
2.72,19.12894,0.08423214,0.03575581,0.9999866,-0.1364891
2.73,19.13423,0.08437437,0.03715577,0.9999822,-0.151441
2.73,19.13952,0.08451661,0.03855574,0.9999778,-0.1665673
2.73,19.14481,0.08465884,0.0399557,0.9999734,-0.1816618
2.73,19.13571,0.08458434,0.04329633,0.9999655,-0.1965222
2.73,19.12184,0.08443769,0.04728295,0.9999567,-0.2106843
2.73,19.10796,0.08429104,0.05126956,0.9999478,-0.2236224
2.74,19.09409,0.08414441,0.05525558,0.9999389,-0.2348884
2.74,19.08021,0.08399776,0.0592422,0.99993,-0.244034
2.74,19.06633,0.08385111,0.06322882,0.9999211,-0.2506109
2.74,19.0251,0.08365556,0.06854451,0.9999101,-0.2541273
2.74,18.95652,0.08341112,0.07518888,0.9998967,-0.2545118
2.74,18.88794,0.08316667,0.08183325,0.9998834,-0.2521136
2.75,18.81937,0.08292224,0.08847763,0.9998701,-0.2474826
2.75,18.75079,0.0826778,0.095122,0.9998567,-0.2411691
2.75,18.68221,0.08243335,0.1017664,0.9998434,-0.233723
2.75,18.59997,0.0821645,0.1090741,0.9998289,-0.2258254
2.75,18.47668,0.08182225,0.1183771,0.9998111,-0.2181494
2.75,18.35339,0.08148,0.1276802,0.9997934,-0.2112132
2.76,18.2301,0.08113775,0.1369832,0.9997755,-0.2053914
2.76,18.10681,0.0807955,0.1462862,0.9997578,-0.2010107
2.76,17.98352,0.08045325,0.1555892,0.9997399,-0.1983975
2.76,17.86028,0.08011115,0.1648881,0.9997222,-0.1976682
2.76,17.72596,0.07967095,0.1768533,0.9997,-0.198729
2.76,17.5917,0.07923096,0.1888132,0.9996778,-0.201084
2.76,17.45746,0.07879102,0.2007713,0.9996555,-0.2042499
2.77,17.3232,0.07835102,0.2127313,0.9996333,-0.207756
2.77,17.18893,0.07791103,0.2246912,0.9996111,-0.2111314
2.77,17.05467,0.07747103,0.236651,0.9995889,-0.2139313
2.77,16.93681,0.07678095,0.2515486,0.9995633,-0.215788
2.77,16.82441,0.07600762,0.267424,0.9995367,-0.2166215
2.77,16.712,0.07523429,0.2832995,0.99951,-0.2164568
2.78,16.5996,0.07446096,0.2991749,0.9994833,-0.2153454
2.78,16.48721,0.07368775,0.3150479,0.9994566,-0.2133388
2.78,16.37481,0.07291442,0.3309234,0.99943,-0.2104885
2.78,16.27821,0.07221442,0.3480568,0.9994056,-0.2070472
2.78,16.1974,0.07158773,0.3664477,0.9993833,-0.2032422
2.78,16.11659,0.07096104,0.3848386,0.9993611,-0.199276
2.79,16.03578,0.07033435,0.4032296,0.9993389,-0.1953388
2.79,15.95497,0.06970766,0.4216205,0.9993166,-0.1916212
2.79,15.87417,0.06908098,0.4400115,0.9992945,-0.1883135
2.79,15.80159,0.0685154,0.4583673,0.9992733,-0.1854623
2.79,15.75373,0.06813317,0.476615,0.9992555,-0.1830485
2.79,15.70586,0.06775089,0.4948655,0.9992378,-0.1809993
2.80,15.65799,0.0673686,0.5131159,0.99922,-0.1793997
2.80,15.61012,0.06698631,0.5313664,0.9992023,-0.178387
2.80,15.56225,0.06660403,0.5496169,0.9991845,-0.178099
2.80,15.5144,0.06622192,0.5678592,0.9991667,-0.1786857
2.80,15.52808,0.06608405,0.5859738,0.9991534,-0.1803098
2.80,15.54175,0.06594624,0.6040803,0.99914,-0.1831577
2.80,15.55542,0.06580844,0.6221868,0.9991267,-0.1871626
2.81,15.56909,0.06567065,0.6402906,0.9991133,-0.1920045
2.81,15.58276,0.06553285,0.6583971,0.9991,-0.1973634
2.81,15.59643,0.06539504,0.6765036,0.9990866,-0.2029282
2.81,15.67547,0.06545397,0.6945568,0.9990766,-0.2084146
2.81,15.77627,0.06557839,0.7125921,0.9990677,-0.2132232
2.81,15.87706,0.0657028,0.7306275,0.9990588,-0.216719
2.82,15.97786,0.06582721,0.7486629,0.99905,-0.2184777
2.82,16.07866,0.06595163,0.7666982,0.9990411,-0.2180748
2.82,16.17946,0.06607604,0.7847337,0.9990322,-0.2150857
2.82,16.32656,0.06619821,0.8027663,0.9990233,-0.2090741
2.82,16.51997,0.06631818,0.8208017,0.9990144,-0.2001101
2.82,16.71339,0.06643816,0.8388371,0.9990056,-0.1887703
2.83,16.9068,0.06655813,0.8568726,0.9989967,-0.1755955
2.83,17.10022,0.0666781,0.874908,0.9989878,-0.1611265
2.83,17.29363,0.06679807,0.8929433,0.9989789,-0.1459042
2.83,17.4891,0.06703474,0.9103501,0.99897,-0.130627
2.83,17.69072,0.06762142,0.9258715,0.9989612,-0.1159058
2.83,17.89234,0.06820811,0.9413928,0.9989523,-0.1019311
2.84,18.09392,0.06879472,0.9569118,0.9989434,-0.08909057
2.84,18.29554,0.06938141,0.9724331,0.9989345,-0.07783774
2.84,18.49716,0.0699681,0.9879545,0.9989256,-0.06862624
2.84,18.69869,0.07055452,1.003469,0.9989167,-0.06165639
2.84,18.88939,0.07106143,1.015221,0.9989078,-0.05687527
2.84,19.08001,0.07156811,1.026967,0.9988989,-0.05430144
2.84,19.27062,0.07207479,1.038714,0.99889,-0.05379993
2.85,19.46124,0.07258146,1.050461,0.9988811,-0.05508253
2.85,19.65183,0.07308806,1.062206,0.9988722,-0.05786094
2.85,19.84245,0.07359474,1.073952,0.9988633,-0.06191699
2.85,19.97625,0.07399139,1.083812,0.9988544,-0.06724273
2.85,20.09114,0.0743514,1.093043,0.9988455,-0.07343569
2.85,20.20603,0.07471141,1.102274,0.9988366,-0.07998411
2.86,20.32092,0.07507142,1.111505,0.9988278,-0.08644363
2.86,20.43581,0.07543144,1.120736,0.9988189,-0.09236991
2.86,20.5507,0.07579146,1.129968,0.99881,-0.09731866
2.86,20.62086,0.0760781,1.13794,0.9988011,-0.1008098
2.86,20.64635,0.07629142,1.144655,0.9987922,-0.1026703
2.86,20.67183,0.07650477,1.151371,0.9987833,-0.1030336
2.87,20.69732,0.07671811,1.158086,0.9987745,-0.102036
2.87,20.72281,0.07693146,1.164802,0.9987656,-0.09981358
2.87,20.7483,0.07714481,1.171518,0.9987567,-0.09650262
2.87,20.73863,0.0773126,1.177569,0.9987478,-0.09243656
2.87,20.62353,0.07734372,1.181627,0.9987389,-0.08796982
2.87,20.50843,0.07737485,1.185684,0.99873,-0.08332192
2.88,20.39334,0.07740597,1.189742,0.9987211,-0.07883725
2.88,20.27826,0.0774371,1.193799,0.9987122,-0.07490204
2.88,20.16316,0.07746822,1.197857,0.9987033,-0.07190236
2.88,20.04804,0.07749935,1.201916,0.9986944,-0.07007092
2.88,19.84758,0.07788157,1.203173,0.9986944,-0.06948707
2.88,19.64709,0.07826384,1.204431,0.9986945,-0.0702249
2.88,19.4466,0.07864611,1.205689,0.9986945,-0.07226916
2.89,19.24611,0.07902838,1.206947,0.9986945,-0.07551539
2.89,19.04563,0.07941065,1.208205,0.9986945,-0.07985914
2.89,18.84514,0.07979292,1.209463,0.9986945,-0.08521841
2.89,18.63342,0.0802618,1.209564,0.9987012,-0.09157865
2.89,18.41793,0.0807596,1.20928,0.9987101,-0.0986755
2.89,18.20244,0.08125739,1.208995,0.998719,-0.1061876
2.90,17.98695,0.08175518,1.208711,0.9987279,-0.113873
2.90,17.77146,0.08225296,1.208427,0.9987367,-0.1214896
2.90,17.55597,0.08275075,1.208142,0.9987456,-0.1287955
2.90,17.35349,0.08323076,1.207787,0.9987545,-0.1355512
2.90,17.16401,0.08369299,1.20736,0.9987634,-0.141696
2.90,16.97453,0.08415522,1.206933,0.9987723,-0.1473476
2.91,16.78508,0.08461738,1.206507,0.9987811,-0.1525034
2.91,16.5956,0.08507962,1.20608,0.99879,-0.1571606
2.91,16.40611,0.08554185,1.205653,0.9987989,-0.1613167
2.91,16.2545,0.08600409,1.205227,0.9988078,-0.165094
2.91,16.21648,0.08646632,1.2048,0.9988167,-0.1686034
2.91,16.17846,0.08692855,1.204373,0.9988256,-0.1717975
2.92,16.14043,0.08739078,1.203947,0.9988344,-0.1746553
2.92,16.10241,0.08785301,1.20352,0.9988433,-0.1771651
2.92,16.06439,0.08831517,1.203094,0.9988522,-0.1793149
2.92,16.02637,0.08877747,1.202667,0.9988611,-0.1810036
2.92,16.08396,0.08923967,1.20224,0.99887,-0.1820406
2.92,16.14157,0.08970195,1.201813,0.9988788,-0.1824764
2.92,16.19918,0.09016422,1.201387,0.9988877,-0.1823961
2.93,16.25678,0.0906265,1.20096,0.9988967,-0.1819201
2.93,16.31439,0.09108877,1.200533,0.9989055,-0.1811687
2.93,16.372,0.09155105,1.200107,0.9989144,-0.1802888
2.93,16.52056,0.09202664,1.199733,0.9989233,-0.1795063
2.93,16.69935,0.09250657,1.199378,0.9989322,-0.1789939
2.93,16.87816,0.09298658,1.199022,0.9989411,-0.1788604
2.94,17.05698,0.09346659,1.198667,0.99895,-0.1790766
2.94,17.23579,0.09394661,1.198311,0.9989589,-0.1796134
2.94,17.41461,0.09442662,1.197955,0.9989678,-0.1804419
2.94,17.59596,0.09478213,1.197671,0.9989744,-0.1814125
2.94,17.77986,0.09501325,1.197458,0.9989789,-0.1823057
2.94,17.96376,0.09524437,1.197244,0.9989833,-0.1828319
2.95,18.14766,0.09547549,1.197031,0.9989878,-0.1829357
2.95,18.33153,0.09570658,1.196818,0.9989923,-0.1825614
2.95,18.51543,0.09593771,1.196604,0.9989967,-0.1816534
2.95,18.69591,0.09610771,1.196095,0.999,-0.1801832
2.95,18.86614,0.09609438,1.194695,0.999,-0.1782227
2.95,19.03636,0.09608106,1.193295,0.999,-0.1761197
2.96,19.20658,0.09606774,1.191895,0.999,-0.1740515
2.96,19.37681,0.09605443,1.190495,0.999,-0.1721383
2.96,19.54704,0.09604111,1.189095,0.999,-0.1705004
2.96,19.71726,0.09602778,1.187695,0.999,-0.1692934
2.96,19.88498,0.09604111,1.183709,0.999,-0.1687074
2.96,20.05273,0.09605445,1.179722,0.999,-0.168465
2.96,20.22048,0.09606778,1.175735,0.999,-0.1682778
2.97,20.38822,0.09608111,1.171748,0.999,-0.167847
2.97,20.55597,0.09609444,1.167761,0.999,-0.1668737
2.97,20.72372,0.09610777,1.163774,0.999,-0.1650132
2.97,20.84302,0.09612778,1.157793,0.999,-0.1617828
2.97,20.94621,0.09615,1.151149,0.999,-0.1570408
2.97,21.04941,0.09617222,1.144505,0.999,-0.1507895
2.98,21.15258,0.09619444,1.137862,0.999,-0.14312
2.98,21.25578,0.09621666,1.131217,0.999,-0.1341236
2.98,21.35897,0.09623887,1.124573,0.999,-0.1238915
2.98,21.45277,0.09626555,1.116599,0.999,-0.112749
2.98,21.5372,0.09629665,1.107297,0.999,-0.1010425
2.98,21.62164,0.09632777,1.097995,0.999,-0.08913977
2.99,21.70607,0.09635888,1.088693,0.999,-0.07763705
2.99,21.7905,0.09638999,1.079391,0.999,-0.06713068
2.99,21.87491,0.09642109,1.070091,0.999,-0.05821706
2.99,21.95465,0.09645443,1.060124,0.999,-0.05132192
2.99,22.02033,0.09649443,1.048164,0.999,-0.04675468
2.99,22.08601,0.09653443,1.036205,0.999,-0.04464625
3.00,22.15168,0.09657443,1.024245,0.999,-0.04502143
3.00,22.21736,0.09661443,1.012285,0.999,-0.04786967
3.00,22.28303,0.09665442,1.000325,0.999,-0.05318037
3.00,22.34871,0.09669442,0.9883656,0.999,-0.06093237
3.00,22.4349,0.0966322,0.9725599,0.999,-0.07109394
3.00,22.52108,0.09656999,0.9567567,0.999,-0.08317583
3.00,22.60727,0.09650777,0.940951,0.999,-0.09659955
3.01,22.69346,0.09644554,0.9251454,0.999,-0.1106973
3.01,22.77966,0.09638332,0.9093398,0.999,-0.1248015
3.01,22.86585,0.09632109,0.8935341,0.999,-0.1382739
3.01,22.96743,0.09649233,0.8759485,0.999,-0.1505659
3.01,23.07412,0.09674121,0.8577709,0.999,-0.1613409
3.01,23.18082,0.09699009,0.8395933,0.999,-0.170283
3.02,23.28752,0.09723898,0.8214157,0.999,-0.176927
3.02,23.3942,0.09748783,0.8032408,0.999,-0.1808074
3.02,23.50089,0.09773671,0.7850631,0.999,-0.1814586
3.02,23.54509,0.09813677,0.7670277,0.999,-0.178644
3.02,23.52686,0.09868787,0.7491344,0.999,-0.1723054
3.02,23.50862,0.09923898,0.7312412,0.999,-0.1625632
3.03,23.49038,0.09979008,0.7133479,0.999,-0.1499702
3.03,23.47215,0.1003412,0.6954545,0.999,-0.1350789
3.03,23.45391,0.1008923,0.6775613,0.999,-0.1184422
3.03,23.40247,0.101519,0.6597391,0.999,-0.1005066
3.03,23.25154,0.1023722,0.6421329,0.999,-0.08178335
3.03,23.10059,0.1032255,0.6245241,0.999,-0.06308293
3.04,22.94964,0.1040789,0.6069152,0.999,-0.04501361
3.04,22.79869,0.1049322,0.5893064,0.999,-0.02811625
3.04,22.64774,0.1057855,0.5716975,0.999,-0.01293167
3.04,22.49679,0.1066388,0.5540887,0.999,0.0000886
3.04,22.28905,0.1076122,0.5366915,0.999,0.01058227
3.04,22.08131,0.1085857,0.5192943,0.999,0.01905176
3.04,21.87361,0.109559,0.5018997,0.999,0.02588791
3.05,21.66587,0.1105324,0.4845025,0.999,0.03136968
3.05,21.45813,0.1115058,0.4671053,0.999,0.03577606
3.05,21.2504,0.1124792,0.4497081,0.999,0.03943602
3.05,20.97512,0.1134026,0.4324189,0.9990034,0.04282816
3.05,20.67739,0.1143092,0.4151656,0.9990078,0.04602665
3.05,20.37965,0.1152159,0.3979123,0.9990122,0.04894218
3.06,20.08191,0.1161226,0.380659,0.9990167,0.05140022
3.06,19.78417,0.1170292,0.3634057,0.9990211,0.05322625
3.06,19.48648,0.1179358,0.346155,0.9990256,0.05424574
3.06,19.16822,0.1189203,0.33016,0.9990323,0.05385176
3.06,18.82945,0.1199825,0.3154221,0.9990411,0.05166072
3.06,18.49068,0.1210447,0.3006842,0.99905,0.04751262
3.07,18.15192,0.1221069,0.2859464,0.999059,0.04139825
3.07,17.81315,0.1231691,0.2712085,0.9990678,0.03330836
3.07,17.47438,0.1242313,0.2564706,0.9990767,0.02323369
3.07,17.14209,0.1251223,0.2426234,0.9990867,0.01136729
3.07,16.82922,0.1255001,0.2314456,0.9991001,-0.00197344
3.07,16.5164,0.1258778,0.2202694,0.9991134,-0.01630057
3.08,16.20353,0.1262556,0.2090915,0.9991267,-0.0309438
3.08,15.89066,0.1266334,0.1979137,0.9991401,-0.04517187
3.08,15.57779,0.1270112,0.1867358,0.9991534,-0.05825359
3.08,15.26493,0.127389,0.175558,0.9991667,-0.06956939
3.08,15.07117,0.1270868,0.1666104,0.9991845,-0.07861147
3.08,14.87742,0.1267845,0.1576629,0.9992023,-0.08517361
3.08,14.68366,0.1264823,0.1487153,0.9992201,-0.08915854
3.09,14.48991,0.1261801,0.1397678,0.9992378,-0.09057816
3.09,14.29618,0.1258779,0.1308216,0.9992556,-0.08944442
3.09,14.10242,0.1255757,0.121874,0.9992734,-0.08579767
3.09,13.98519,0.1247632,0.1146014,0.9992945,-0.07976355
3.09,13.8934,0.123781,0.1078858,0.9993167,-0.07183247
3.09,13.80161,0.1227988,0.1011702,0.9993389,-0.06262233
3.10,13.70982,0.1218166,0.09445458,0.9993612,-0.05276782
3.10,13.61802,0.1208344,0.08773898,0.9993833,-0.04290365
3.10,13.52624,0.1198522,0.08102339,0.9994056,-0.03366451
3.10,13.45249,0.1187121,0.07549533,0.99943,-0.02553438
3.10,13.39676,0.1174145,0.0711537,0.9994566,-0.01877913
3.10,13.34102,0.1161167,0.06681141,0.9994833,-0.01344637
3.11,13.28528,0.114819,0.06246913,0.99951,-0.009927488
3.11,13.22954,0.1135212,0.05812685,0.9995367,-0.008613889
3.11,13.17381,0.1122234,0.05378456,0.9995633,-0.00989697
3.11,13.16255,0.1108812,0.05038186,0.9995878,-0.01398569
3.11,13.28458,0.1094056,0.04979511,0.9996056,-0.02101691
3.11,13.40661,0.1079301,0.04920835,0.9996234,-0.03109371
3.12,13.52863,0.1064547,0.04862169,0.9996412,-0.04377886
3.12,13.65066,0.1049792,0.04803494,0.9996589,-0.05845486
3.12,13.7727,0.1035036,0.04744818,0.9996768,-0.07450419
3.12,13.89473,0.1020281,0.04686143,0.9996945,-0.09141838
3.12,14.16719,0.1005569,0.05007906,0.9997034,-0.1087981
3.12,14.43965,0.09908582,0.0532967,0.9997123,-0.1255564
3.12,14.71211,0.09761469,0.05651433,0.9997212,-0.1406553
3.13,14.98458,0.09614357,0.05973197,0.9997301,-0.1531056
3.13,15.25704,0.09467243,0.0629496,0.9997389,-0.1619182
3.13,15.52946,0.09320153,0.06616676,0.9997478,-0.1661098
3.13,15.77242,0.09205024,0.07134767,0.99975,-0.1647137
3.13,16.00554,0.09100567,0.07718365,0.99975,-0.1578441
3.13,16.23866,0.0899611,0.08301964,0.99975,-0.1460395
3.14,16.47178,0.08891653,0.08885562,0.99975,-0.1300298
3.14,16.7049,0.08787195,0.09469161,0.99975,-0.1105449
3.14,16.93802,0.08682738,0.1005276,0.99975,-0.08831471
3.14,17.15144,0.08599635,0.1076732,0.9997455,-0.06441301
3.14,17.34517,0.08537854,0.1161263,0.9997367,-0.03981567
3.14,17.53888,0.08476083,0.1245783,0.9997278,-0.01540077
3.15,17.73262,0.08414302,0.1330315,0.9997188,0.007728936
3.15,17.92635,0.08352521,0.1414846,0.99971,0.02847057
3.15,18.12009,0.0829074,0.1499378,0.9997011,0.04572137
3.15,18.31841,0.08239634,0.1590459,0.9996899,0.05891883
3.15,18.53048,0.0822052,0.1701169,0.9996722,0.06780846
3.15,18.74255,0.08201405,0.1811879,0.9996544,0.07251853
3.16,18.95462,0.08182291,0.1922588,0.9996367,0.07333895
3.16,19.16669,0.08163176,0.2033298,0.9996189,0.07061354
3.16,19.37873,0.08144065,0.2143991,0.9996011,0.06468607
3.16,19.5908,0.08124951,0.22547,0.9995834,0.05585145
3.16,19.77459,0.08130281,0.2390876,0.9995567,0.04435566
3.16,19.95838,0.08135612,0.2527052,0.99953,0.03089423
3.16,20.14217,0.08140943,0.2663228,0.9995033,0.01617128
3.17,20.32596,0.08146273,0.2799404,0.9994767,0.000899569
3.17,20.50974,0.08151604,0.293558,0.99945,-0.01420815
3.17,20.69353,0.08156935,0.3071756,0.9994233,-0.02850301
3.17,20.71836,0.08201935,0.3207909,0.9994,-0.04152746
3.17,20.69019,0.08260152,0.3344033,0.9993778,-0.05314729
3.17,20.66201,0.08318377,0.3480178,0.9993556,-0.06333673
3.18,20.63383,0.08376602,0.3616323,0.9993333,-0.07207195
3.18,20.60566,0.08434828,0.3752467,0.9993111,-0.07932919
3.18,20.57748,0.08493053,0.3888612,0.9992889,-0.08508462
3.18,20.45984,0.08548386,0.4012364,0.9992689,-0.08953922
3.18,20.25285,0.08600833,0.4123742,0.9992511,-0.09291118
3.18,20.04587,0.08653279,0.423512,0.9992334,-0.09543587
3.19,19.83892,0.08705717,0.4346481,0.9992156,-0.0974161
3.19,19.63194,0.08758163,0.4457859,0.9991978,-0.09915466
3.19,19.42496,0.0881061,0.4569237,0.9991801,-0.1009544
3.19,19.21798,0.0886161,0.4674421,0.9991634,-0.1029564
3.19,19.01099,0.08908279,0.4761044,0.99915,-0.1052466
3.19,18.804,0.08954947,0.4847667,0.9991367,-0.1079072
3.20,18.59701,0.09001616,0.4934289,0.9991233,-0.1109138
3.20,18.39003,0.09048285,0.5020912,0.99911,-0.114207
3.20,18.18304,0.09094954,0.5107535,0.9990966,-0.1177273
3.20,17.97608,0.09141615,0.5194144,0.9990833,-0.1214067
3.20,17.79064,0.09182505,0.5256011,0.9990744,-0.1251684
3.20,17.6052,0.09223396,0.5317879,0.9990655,-0.1288008
3.20,17.41976,0.09264287,0.5379746,0.9990566,-0.1321043
3.21,17.23432,0.09305178,0.5441613,0.9990478,-0.1348912
3.21,17.04887,0.09346068,0.550348,0.9990389,-0.1369735
