Depth,Gamma,K,U,TH,MagSusc
8.29,107.1687,0.9918531,1.668446,1.303692,-0.03802563
8.29,105.7623,0.9743808,1.675155,1.276828,-0.02764293
8.29,104.3227,0.9598631,1.672036,1.254222,-0.01914245
8.29,102.8724,0.9463353,1.665636,1.233043,-0.01255469
8.29,101.4221,0.9328075,1.659235,1.211864,-0.007821807
8.30,99.97262,0.9192877,1.652838,1.190698,-0.004863092
8.30,98.5223,0.9057599,1.646437,1.169519,-0.003597947
8.30,97.07198,0.8922321,1.640037,1.14834,-0.003945698
8.30,95.62466,0.8801044,1.627513,1.130295,-0.005788647
8.30,94.17859,0.8693605,1.608857,1.115359,-0.00893508
8.30,92.73252,0.8586167,1.590202,1.100423,-0.01311926
8.31,91.28645,0.8478727,1.571546,1.085486,-0.01808064
8.31,89.84125,0.8371353,1.552902,1.070559,-0.02355867
8.31,88.39519,0.8263914,1.534247,1.055623,-0.02929297
8.31,86.95016,0.8161705,1.513476,1.042452,-0.03514394
8.31,85.50909,0.8075209,1.486386,1.03457,-0.04102762
8.31,84.06718,0.7988662,1.45928,1.026684,-0.04690567
8.32,82.62525,0.7902114,1.432174,1.018798,-0.05280519
8.32,81.18333,0.7815567,1.405068,1.010911,-0.0587751
8.32,79.74227,0.7729071,1.377978,1.00303,-0.06486434
8.32,78.30035,0.7642524,1.350872,0.9951435,-0.0711588
8.32,76.84476,0.7571847,1.323913,0.9951161,-0.07778149
8.32,75.38917,0.750117,1.296953,0.9950887,-0.08484478
8.32,73.93444,0.7430535,1.270009,0.9950613,-0.0924307
8.33,72.47884,0.7359858,1.24305,0.9950339,-0.1005908
8.33,71.02325,0.728918,1.21609,0.9950065,-0.1093767
8.33,69.56853,0.7218545,1.189146,0.9949791,-0.1188324
8.33,68.16177,0.7156229,1.163578,0.9950156,-0.128979
8.33,66.77132,0.7096704,1.138474,0.9950734,-0.1397069
8.33,65.38086,0.7037179,1.11337,0.9951311,-0.1507917
8.34,63.99123,0.6977689,1.08828,0.9951889,-0.161797
8.34,62.60078,0.6918164,1.063176,0.9952467,-0.1722867
8.34,61.21033,0.6858639,1.038072,0.9953045,-0.1818245
8.34,59.92178,0.6800574,1.017058,0.9953556,-0.189979
8.34,58.73349,0.6743899,1.000104,0.9954,-0.1963802
8.34,57.5452,0.6687224,0.9831502,0.9954445,-0.2007186
8.35,56.35691,0.6630549,0.9661962,0.9954889,-0.20303
8.35,55.16933,0.6573908,0.9492524,0.9955333,-0.20335
8.35,53.98104,0.6517233,0.9322985,0.9955778,-0.2017142
8.35,52.82527,0.6461881,0.9170758,0.99562,-0.1982239
8.35,51.76692,0.6410495,0.9070383,0.9956555,-0.1931436
8.35,50.70919,0.635914,0.8970069,0.9956911,-0.1871623
8.36,49.65084,0.6307753,0.8869695,0.9957266,-0.1808438
8.36,48.59248,0.6256368,0.8769321,0.9957622,-0.1747105
8.36,47.53476,0.6205012,0.8669007,0.9957977,-0.1692847
8.36,46.4764,0.6153626,0.8568633,0.9958333,-0.1650582
8.36,45.67109,0.6110285,0.8511778,0.99586,-0.1624925
8.36,44.86578,0.6066944,0.8454924,0.9958866,-0.1613589
8.36,44.06095,0.6023629,0.8398103,0.9959133,-0.1614437
8.37,43.25564,0.5980288,0.8341249,0.99594,-0.1625486
8.37,42.45033,0.5936947,0.8284394,0.9959667,-0.1644755
8.37,41.6455,0.5893632,0.8227574,0.9959933,-0.1669549
8.37,41.0401,0.5854587,0.8172351,0.99602,-0.1695058
8.37,40.50145,0.5816977,0.8117673,0.9960467,-0.1718966
8.37,39.9628,0.5779367,0.8062996,0.9960733,-0.1739415
8.38,39.42447,0.5741779,0.8008351,0.9961,-0.1753417
8.38,38.88581,0.5704169,0.7953674,0.9961267,-0.1757985
8.38,38.34716,0.5666559,0.7898996,0.9961534,-0.1750128
8.38,37.9352,0.5627615,0.7830303,0.9961822,-0.1730311
8.38,37.6498,0.5587366,0.7747676,0.9962133,-0.1698693
8.38,37.36423,0.5547093,0.7664999,0.9962444,-0.1655128
8.39,37.07866,0.550682,0.7582324,0.9962755,-0.1600329
8.39,36.79326,0.5466571,0.7499697,0.9963066,-0.1535012
8.39,36.50769,0.5426297,0.741702,0.9963377,-0.1459889
8.39,36.23864,0.5383354,0.732995,0.9963699,-0.1374425
8.39,36.01908,0.5332413,0.7229715,0.9964055,-0.1278424
8.39,35.79966,0.5281503,0.712954,0.996441,-0.1173948
8.40,35.58011,0.5230561,0.7029306,0.9964766,-0.1063198
8.40,35.36055,0.517962,0.6929072,0.9965122,-0.09484223
8.40,35.14113,0.512871,0.6828897,0.9965477,-0.08318687
8.40,34.92158,0.5077769,0.6728663,0.9965833,-0.07159366
8.40,34.66836,0.5023005,0.6627005,0.9966277,-0.06031779
8.40,34.41513,0.4968241,0.6525348,0.9966722,-0.04944262
8.40,34.16206,0.4913511,0.6423751,0.9967166,-0.03914269
8.41,33.90884,0.4858747,0.6322094,0.996761,-0.02968369
8.41,33.65562,0.4803984,0.6220436,0.9968055,-0.02133143
8.41,33.4024,0.474922,0.6118779,0.99685,-0.014314
8.41,33.2284,0.4700018,0.6019274,0.996891,-0.00874637
8.41,33.08064,0.4652629,0.5920407,0.9969311,-0.004715855
8.41,32.93288,0.4605239,0.582154,0.9969711,-0.002328889
8.42,32.78521,0.4557878,0.5722732,0.9970111,-0.001777256
8.42,32.63745,0.4510489,0.5623865,0.9970511,-0.00325263
8.42,32.4897,0.44631,0.5524998,0.9970911,-0.006946794
8.42,32.32825,0.4420831,0.5441555,0.9971289,-0.0131375
8.42,32.15325,0.4383693,0.5373541,0.9971644,-0.02191985
8.42,31.97815,0.4346532,0.5305485,0.9972,-0.03320678
8.43,31.80305,0.4309371,0.523743,0.9972355,-0.04643752
8.43,31.62805,0.4272233,0.5169415,0.997271,-0.06105138
8.43,31.45295,0.4235072,0.5101359,0.9973066,-0.07648785
8.43,31.28059,0.4200692,0.5047845,0.9973377,-0.09220019
8.43,31.11647,0.4174645,0.5037884,0.9973555,-0.1075893
8.43,30.95245,0.4148612,0.5027929,0.9973733,-0.1218854
8.44,30.78833,0.4122564,0.5017968,0.997391,-0.1346247
8.44,30.6242,0.4096516,0.5008007,0.9974089,-0.1454448
8.44,30.46018,0.4070483,0.4998053,0.9974266,-0.1539831
8.44,30.29606,0.4044435,0.4988092,0.9974445,-0.1599687
8.44,30.14292,0.4036967,0.5039162,0.9974445,-0.1632217
8.44,29.98978,0.4029499,0.5090232,0.9974445,-0.1645091
8.44,29.83673,0.4022036,0.5141271,0.9974445,-0.1645014
8.45,29.68358,0.4014568,0.5192342,0.9974444,-0.1637723
8.45,29.53044,0.40071,0.5243412,0.9974444,-0.1628956
8.45,29.3773,0.3999632,0.5294482,0.9974444,-0.1624738
8.45,29.33222,0.4010732,0.5382918,0.9974311,-0.1631946
8.45,29.3231,0.4028024,0.5483871,0.9974133,-0.1651346
8.45,29.31397,0.4045317,0.5584823,0.9973956,-0.1681777
8.46,29.30485,0.4062599,0.5685714,0.9973778,-0.1722407
8.46,29.29573,0.4079892,0.5786667,0.9973601,-0.1772402
8.46,29.2866,0.4097185,0.5887619,0.9973423,-0.183093
8.46,29.34958,0.4124334,0.6005812,0.9973156,-0.1892423
8.46,29.4844,0.4161295,0.6141125,0.9972801,-0.1953245
8.46,29.6193,0.4198277,0.6276518,0.9972445,-0.201169
8.47,29.7542,0.423526,0.6411911,0.9972089,-0.2064136
8.47,29.88902,0.427222,0.6547223,0.9971733,-0.2106956
8.47,30.02392,0.4309203,0.6682616,0.9971377,-0.2136531
8.47,30.17937,0.4347232,0.6828513,0.9971011,-0.215229
8.47,30.39634,0.4388393,0.7005867,0.9970611,-0.2154465
8.47,30.61318,0.4429531,0.7183117,0.9970211,-0.2142634
8.48,30.83015,0.4470692,0.7360471,0.9969811,-0.2117057
8.48,31.04712,0.4511854,0.7537827,0.9969411,-0.2078224
8.48,31.26409,0.4553016,0.7715182,0.9969012,-0.2026623
8.48,31.48093,0.4594153,0.7892431,0.9968612,-0.1961779
8.48,31.75044,0.4636959,0.8032226,0.9983636,-0.1882251
8.48,32.01994,0.4679766,0.8172022,0.999866,-0.1790433
8.48,32.28929,0.4722547,0.8311733,1.001368,-0.1690226
8.49,32.5588,0.4765354,0.8451529,1.00287,-0.1587036
8.49,32.8283,0.480816,0.8591323,1.004372,-0.1486271
8.49,33.09781,0.4850966,0.8731119,1.005875,-0.139345
8.49,33.31831,0.489595,0.8855375,1.014508,-0.1314419
8.49,33.52266,0.4941694,0.8974555,1.025523,-0.1253651
8.49,33.72701,0.4987438,0.9093734,1.036538,-0.1214232
8.50,33.93124,0.5033154,0.9212843,1.047547,-0.1196439
8.50,34.13559,0.5078899,0.9332022,1.058562,-0.1200551
8.50,34.33994,0.5124643,0.9451202,1.069578,-0.1226845
8.50,34.53671,0.5171363,0.9558627,1.089395,-0.1273679
8.50,34.72579,0.521903,0.9654269,1.117976,-0.1336401
8.50,34.91499,0.5266726,0.9749967,1.146574,-0.1407343
8.51,35.10419,0.5314421,0.9845666,1.175172,-0.1478913
8.51,35.29339,0.5362116,0.9941365,1.20377,-0.1543522
8.51,35.48248,0.5409783,1.003701,1.232351,-0.1593578
8.51,35.66268,0.5459248,1.012317,1.267347,-0.1622178
8.51,35.81593,0.5514011,1.018078,1.321504,-0.1624513
8.51,35.96907,0.5568741,1.023835,1.375629,-0.160139
8.52,36.12232,0.5623504,1.029596,1.429787,-0.1553674
8.52,36.27556,0.5678267,1.035356,1.483944,-0.1482253
8.52,36.4288,0.573303,1.041117,1.538101,-0.1388012
8.52,36.58195,0.5787761,1.046874,1.592226,-0.1273346
8.52,36.80182,0.5850969,1.047523,1.671565,-0.1142153
8.52,37.02169,0.5914178,1.048172,1.750904,-0.09981764
8.52,37.24142,0.5977349,1.048821,1.830195,-0.08469775
8.53,37.46128,0.6040557,1.04947,1.909534,-0.06959329
8.53,37.68115,0.6103766,1.050119,1.988873,-0.05524205
8.53,37.90102,0.6166974,1.050768,2.068211,-0.04228855
8.53,38.16689,0.6242142,1.045834,2.166168,-0.03109645
8.53,38.4483,0.6321353,1.039038,2.270404,-0.02201731
8.53,38.72971,0.6400564,1.032241,2.374639,-0.01528237
8.54,39.01112,0.6479774,1.025445,2.478875,-0.01077255
8.54,39.29236,0.6558938,1.018652,2.583048,-0.008368945
8.54,39.57376,0.6638148,1.011856,2.687284,-0.007952416
8.54,39.88296,0.6721764,1.007746,2.802478,-0.009411861
8.54,40.21975,0.6809732,1.006324,2.928556,-0.01227247
8.54,40.55673,0.6897752,1.004902,3.054709,-0.01569626
8.55,40.89371,0.6985773,1.003479,3.180862,-0.01933012
8.55,41.2307,0.7073793,1.002056,3.307015,-0.02282094
8.55,41.56748,0.7161762,1.000635,3.433093,-0.02581547
8.55,41.9348,0.7249713,0.998991,3.560765,-0.02796689
8.55,42.39298,0.7337459,0.9966845,3.692989,-0.02916321
8.55,42.85089,0.7425153,0.9943794,3.825133,-0.02999297
8.56,43.30907,0.75129,0.9920729,3.957357,-0.03090351
8.56,43.76725,0.7600646,0.9897665,4.089581,-0.03229567
8.56,44.22543,0.7688392,0.9874601,4.221804,-0.03457022
8.56,44.68334,0.7776086,0.985155,4.353949,-0.03830976
8.56,45.17987,0.7851476,0.9821907,4.47603,-0.04427829
8.56,45.6764,0.7926865,0.9792264,4.598111,-0.05226949
8.56,46.17264,0.800221,0.9762638,4.720119,-0.06198977
8.57,46.66917,0.80776,0.9732995,4.8422,-0.07305861
8.57,47.1657,0.8152989,0.9703351,4.964282,-0.085095
8.57,47.66223,0.8228379,0.9673708,5.086363,-0.09760149
8.57,48.1841,0.8282163,0.9650247,5.188673,-0.1097303
8.57,48.71483,0.8328793,0.9628826,5.284479,-0.1209158
8.57,49.24556,0.8375423,0.9607404,5.380286,-0.130735
8.58,49.77629,0.8422053,0.9585983,5.476092,-0.1389129
8.58,50.3067,0.8468656,0.9564575,5.571841,-0.1451742
8.58,50.83743,0.8515286,0.9543154,5.667648,-0.1492442
8.58,51.28269,0.8545248,0.953229,5.750678,-0.1513331
8.58,51.64227,0.8558534,0.9531981,5.820889,-0.1518257
8.58,52.00207,0.8571827,0.9531673,5.891143,-0.1512812
8.59,52.36187,0.8585121,0.9531365,5.961397,-0.1499865
8.59,52.72167,0.8598415,0.9531057,6.031651,-0.1482286
8.59,53.08125,0.86117,0.9530749,6.101862,-0.1462945
8.59,53.40743,0.8615937,0.9538763,6.165847,-0.1443303
8.59,53.63291,0.8593046,0.9571704,6.211056,-0.1423367
8.59,53.85825,0.8570169,0.9604625,6.256237,-0.1400187
8.60,54.08373,0.8547279,0.9637566,6.301445,-0.1371669
8.60,54.30921,0.8524388,0.9670507,6.346653,-0.1336001
8.60,54.53469,0.8501498,0.9703448,6.391861,-0.1291371
8.60,54.76003,0.8478621,0.9736369,6.437042,-0.1235093
8.60,54.95182,0.8425592,0.9739261,6.458514,-0.1163613
8.60,55.14362,0.8372563,0.9742153,6.479985,-0.1078821
8.60,55.3354,0.8319534,0.9745046,6.501456,-0.09839045
8.61,55.52708,0.8266537,0.9747936,6.522914,-0.0883346
8.61,55.71887,0.8213508,0.9750828,6.544386,-0.07816271
8.61,55.91066,0.8160479,0.975372,6.565857,-0.06837232
8.61,56.15213,0.8092119,0.9757909,6.575168,-0.05960879
8.61,56.41032,0.8018598,0.9762532,6.580436,-0.05234663
8.61,56.66853,0.7945077,0.9767154,6.585704,-0.04692448
8.62,56.92672,0.7871556,0.9771777,6.590972,-0.04344285
8.62,57.18477,0.7798079,0.9776397,6.596238,-0.04200224
8.62,57.44297,0.7724558,0.978102,6.601506,-0.04270311
8.62,57.74221,0.7648766,0.9785977,6.602737,-0.04537351
8.62,58.0823,0.757075,0.9791264,6.599934,-0.0495823
8.62,58.42258,0.7492686,0.9796554,6.597129,-0.05463943
8.63,58.76287,0.7414623,0.9801844,6.594324,-0.06016675
8.63,59.10316,0.733656,0.9807134,6.591518,-0.06578604
8.63,59.44325,0.7258543,0.9812421,6.588715,-0.07111908
8.63,59.8383,0.7183942,0.9817555,6.585938,-0.0758731
8.63,60.39739,0.7119709,0.9822223,6.583244,-0.07994213
8.63,60.95647,0.7055477,0.982689,6.580551,-0.08369649
8.64,61.51522,0.6991284,0.9831555,6.577859,-0.08735272
8.64,62.07431,0.6927052,0.9836223,6.575165,-0.09107604
8.64,62.6334,0.6862819,0.984089,6.572472,-0.09503178
8.64,63.19215,0.6798626,0.9845555,6.569779,-0.09951492
8.64,64.07265,0.6755596,0.98496,6.566801,-0.1049497
8.64,64.95314,0.6712567,0.9853645,6.563823,-0.1111364
8.64,65.83364,0.6669537,0.985769,6.560845,-0.11797
8.65,66.71361,0.6626534,0.9861732,6.557868,-0.1254399
8.65,67.59411,0.6583505,0.9865777,6.55489,-0.1335354
8.65,68.4746,0.6540475,0.9869822,6.551912,-0.1421667
8.65,69.43872,0.65158,0.9873498,6.548469,-0.1510059
8.65,70.43145,0.6497219,0.9877054,6.544868,-0.1600325
8.65,71.42418,0.6478637,0.988061,6.541268,-0.1693145
8.66,72.41691,0.6460056,0.9884166,6.537668,-0.1788785
8.66,73.40905,0.6441486,0.988772,6.534069,-0.1887509
8.66,74.40178,0.6422904,0.9891276,6.530468,-0.1989582
8.66,75.41814,0.6418592,0.9894565,6.526532,-0.209839
8.66,76.45812,0.6428549,0.9897588,6.52226,-0.2215426
8.66,77.49749,0.64385,0.9900609,6.517991,-0.2340293
8.67,78.53748,0.6448457,0.9903632,6.513719,-0.2469594
8.67,79.57745,0.6458414,0.9906656,6.509447,-0.259993
8.67,80.61682,0.6468364,0.9909677,6.505177,-0.2727901
8.67,81.63708,0.648325,0.990253,6.500892,-0.2848575
8.67,82.59823,0.6512898,0.9864925,6.496566,-0.295678
8.67,83.55939,0.6542546,0.9827319,6.492241,-0.3048178
8.68,84.51997,0.6572177,0.9789737,6.487919,-0.3119165
8.68,85.48112,0.6601825,0.9752131,6.483593,-0.3166383
8.68,86.44228,0.6631473,0.9714526,6.479269,-0.3186474
8.68,87.40286,0.6661104,0.9676943,6.474946,-0.3177024
8.68,88.30247,0.6700042,0.9598132,6.470795,-0.3136566
8.68,89.20208,0.6738981,0.9519321,6.466643,-0.3069635
8.68,90.10168,0.677792,0.9440509,6.462492,-0.2980232
8.69,91.00076,0.6816835,0.9361745,6.458343,-0.2871823
8.69,91.90037,0.6855774,0.9282934,6.454191,-0.2747869
8.69,92.79998,0.6894712,0.9204122,6.450039,-0.2611698
8.69,93.52381,0.6927882,0.9094095,6.446188,-0.2466218
8.69,94.18874,0.6959112,0.8973749,6.442438,-0.2312872
8.69,94.85407,0.6990362,0.8853332,6.438686,-0.2153397
8.70,95.5194,0.7021611,0.8732915,6.434935,-0.1991892
8.70,96.18433,0.7052841,0.861257,6.431185,-0.1832457
8.70,96.84966,0.708409,0.8492152,6.427433,-0.1679191
8.70,97.39788,0.7107539,0.8350546,6.424008,-0.1533189
8.70,97.82898,0.7123188,0.8187752,6.420909,-0.1396622
8.70,98.25983,0.7138827,0.8025055,6.417812,-0.1272729
8.71,98.69093,0.7154476,0.786226,6.414714,-0.1160176
8.71,99.12202,0.7170125,0.7699466,6.411615,-0.1057625
8.71,99.55287,0.7185764,0.7536769,6.408519,-0.09637418
8.71,100.0025,0.7194993,0.7382132,6.403667,-0.08779234
8.71,100.5076,0.7184993,0.7251929,6.393564,-0.07982412
8.71,101.0127,0.7174993,0.7121726,6.383461,-0.07180427
8.72,101.5176,0.7164999,0.69916,6.373364,-0.06307945
8.72,102.0227,0.7154999,0.6861397,6.363261,-0.05300074
8.72,102.5278,0.7144998,0.6731194,6.353158,-0.04091877
8.72,103.0326,0.7135004,0.6601068,6.343061,-0.02613062
8.72,103.6272,0.7089755,0.6566701,6.318423,-0.007880025
8.72,104.2219,0.7044505,0.6532333,6.293785,0.01367455
8.72,104.8165,0.6999257,0.6497966,6.269146,0.03830557
8.73,105.4108,0.6954034,0.6463619,6.244522,0.06571672
8.73,106.0054,0.6908785,0.6429251,6.219884,0.09561186
8.73,106.6001,0.6863535,0.6394884,6.195245,0.1276161
8.73,107.2255,0.679574,0.654058,6.153388,0.1611184
8.73,107.8608,0.6720487,0.6746081,6.105828,0.1955315
8.73,108.4964,0.6645189,0.6951703,6.058239,0.2302777
8.74,109.1321,0.6569891,0.7157325,6.010651,0.2647834
8.74,109.7674,0.6494638,0.7362825,5.963091,0.2984743
8.74,110.403,0.641934,0.7568448,5.915503,0.3307768
8.74,111.1174,0.6329879,0.7939382,5.856185,0.3615744
8.74,111.9104,0.6226256,0.8475627,5.785138,0.3908882
8.74,112.7029,0.6122695,0.9011554,5.714133,0.4188771
8.75,113.4959,0.6019071,0.9547799,5.643085,0.4455053
8.75,114.2889,0.5915448,1.008404,5.572038,0.4707372
8.75,115.0815,0.5811887,1.061997,5.501033,0.4945371
8.75,115.8976,0.5703549,1.123893,5.424029,0.5168577
8.75,116.783,0.5581088,1.210561,5.329185,0.5376444
8.75,117.6684,0.5458627,1.29723,5.234342,0.5568351
8.76,118.5532,0.5336239,1.383847,5.139555,0.5743618
8.76,119.4386,0.5213779,1.470515,5.044711,0.5901543
8.76,120.324,0.5091318,1.557184,4.949867,0.6041427
8.76,121.2088,0.496893,1.643801,4.855079,0.6161879
8.76,122.1358,0.4839491,1.754958,4.73624,0.6260825
8.76,123.0627,0.4710051,1.866114,4.617402,0.6340074
8.76,123.9896,0.4580611,1.977271,4.498563,0.6403449
8.77,124.916,0.4451249,2.088361,4.379796,0.6456783
8.77,125.8429,0.4321809,2.199517,4.260957,0.6505902
8.77,126.7698,0.4192369,2.310674,4.142118,0.6556653
8.77,127.626,0.4082405,2.424443,4.022632,0.6614923
8.77,128.4581,0.3978985,2.539013,3.903001,0.6686714
8.77,129.2908,0.3875503,2.653652,3.783299,0.6777143
8.78,130.1234,0.3772021,2.76829,3.663597,0.6888548
8.78,130.9556,0.36686,2.88286,3.543966,0.7023273
8.78,131.7882,0.3565118,2.997499,3.424263,0.7183657
8.78,132.6897,0.3481483,3.108277,3.311798,0.7370097
8.78,133.66,0.3417695,3.215194,3.206569,0.7578971
8.78,134.6298,0.3353945,3.322047,3.101402,0.780263
8.79,135.6001,0.3290157,3.428965,2.996173,0.8033666
8.79,136.5704,0.3226369,3.535882,2.890944,0.8264655
8.79,137.5407,0.3162581,3.642799,2.785715,0.8488179
8.79,138.5634,0.3111529,3.743239,2.688165,0.8696759
8.79,139.7459,0.3098591,3.824471,2.613441,0.8884753
8.79,140.9283,0.3085653,3.905704,2.538715,0.9052063
8.80,142.11,0.3072722,3.986888,2.464035,0.9196895
8.80,143.2924,0.3059784,4.068121,2.38931,0.931688
8.80,144.4749,0.3046846,4.149354,2.314584,0.9409652
8.80,145.6566,0.3033915,4.230538,2.239904,0.9474854
8.80,146.825,0.3081564,4.268278,2.195999,0.951414
8.80,147.9933,0.3129213,4.306018,2.152094,0.9528708
8.80,149.1616,0.3176862,4.343759,2.10819,0.9521083
8.81,150.3293,0.3224483,4.381476,2.064311,0.9495099
8.81,151.4976,0.3272131,4.419217,2.020406,0.9454587
8.81,152.666,0.331978,4.456957,1.976502,0.9402459
8.81,153.8994,0.3414521,4.46336,1.955539,0.9338849
8.81,155.1539,0.3524869,4.459337,1.94222,0.9267298
8.81,156.409,0.3635282,4.455311,1.928893,0.9192045
8.82,157.6642,0.3745696,4.451285,1.915566,0.9116
8.82,158.9193,0.3856109,4.44726,1.902239,0.9042071
8.82,160.1738,0.3966457,4.443236,1.88892,0.8973169
8.82,161.5232,0.4102674,4.427749,1.890664,0.8912425
8.82,162.9669,0.4264695,4.4008,1.907479,0.8860341
8.82,164.4098,0.4426619,4.373867,1.924284,0.8814791
8.83,165.8536,0.458864,4.346917,1.941099,0.8772652
8.83,167.2973,0.4750661,4.319968,1.957914,0.8730806
8.83,168.7411,0.4912681,4.293019,1.974729,0.8686128
8.83,170.2465,0.5080271,4.265015,1.993239,0.8633794
8.83,171.9409,0.5264978,4.233777,2.016885,0.8569294
8.83,173.6352,0.5449687,4.202539,2.040531,0.8490778
8.84,175.3286,0.5634284,4.17132,2.064162,0.8396431
8.84,177.0229,0.5818992,4.140082,2.087808,0.8284457
8.84,178.7172,0.60037,4.108844,2.111454,0.8153057
8.84,180.4106,0.6188298,4.077625,2.135086,0.8001751
8.84,181.8449,0.6392592,4.044462,2.158027,0.7831367
8.84,183.2793,0.6596885,4.011298,2.180968,0.7644725
8.84,184.7137,0.6801179,3.978134,2.203909,0.7445065
8.85,186.1472,0.7005351,3.94499,2.226836,0.7236049
8.85,187.5816,0.7209645,3.911827,2.249778,0.702134
8.85,189.0159,0.7413939,3.878663,2.272719,0.6804158
8.85,190.5172,0.7624437,3.850699,2.289099,0.6586397
8.85,192.0397,0.7836873,3.82448,2.303289,0.6369865
8.85,193.5632,0.8049436,3.798246,2.317486,0.6155921
8.86,195.0867,0.8261998,3.772012,2.331684,0.5944628
8.86,196.6102,0.8474561,3.745778,2.345881,0.5736054
8.86,198.1327,0.8686997,3.719559,2.360071,0.5530265
8.86,199.7524,0.8898605,3.70183,2.369874,0.5326335
8.86,201.4682,0.9109256,3.692607,2.375284,0.5122494
8.86,203.1829,0.9319782,3.683388,2.38069,0.4916119
8.87,204.8987,0.9530435,3.674165,2.3861,0.470823
8.87,206.6145,0.9741086,3.664941,2.39151,0.4499845
8.87,208.3303,0.9951738,3.655718,2.396919,0.4291982
8.87,210.1443,1.015876,3.650938,2.400243,0.40857
8.87,212.2575,1.035539,3.659491,2.397309,0.3882926
8.87,214.3707,1.055201,3.668043,2.394375,0.3688172
8.88,216.4827,1.074852,3.676591,2.391443,0.3505777
8.88,218.5959,1.094514,3.685144,2.388509,0.3340025
8.88,220.7092,1.114177,3.693696,2.385575,0.31952
8.88,222.8212,1.133827,3.702244,2.382642,0.3076011
8.88,225.2806,1.151781,3.719535,2.371943,0.2987588
8.88,227.74,1.169735,3.736826,2.361244,0.2927791
8.88,230.1994,1.187689,3.754117,2.350544,0.2893968
8.89,232.6588,1.205642,3.771408,2.339845,0.2882958
8.89,235.1168,1.223585,3.788689,2.329152,0.2891599
8.89,237.5762,1.241539,3.80598,2.318453,0.2916305
8.89,240.3105,1.257615,3.827657,2.308117,0.2952194
8.89,243.1345,1.273057,3.850779,2.297908,0.2994724
8.89,245.9602,1.288509,3.873915,2.287694,0.3040061
8.90,248.7859,1.30396,3.897052,2.277479,0.3086155
8.90,251.6116,1.319412,3.920188,2.267264,0.3130957
8.90,254.4356,1.334854,3.94331,2.257055,0.3172416
8.90,257.5759,1.348674,3.971921,2.246949,0.3212121
8.90,261.0307,1.360862,4.006005,2.236952,0.3252674
8.90,264.4835,1.373044,4.040069,2.226961,0.32977
8.91,267.9383,1.385232,4.074152,2.216964,0.3349366
8.91,271.3931,1.397421,4.108237,2.206967,0.3409844
8.91,274.8479,1.409609,4.142321,2.19697,0.34813
8.91,278.2083,1.420979,4.179121,2.18703,0.3565735
8.91,281.2933,1.429919,4.224162,2.177237,0.3663903
8.91,284.3782,1.43886,4.269203,2.167443,0.3772987
8.92,287.4631,1.4478,4.314244,2.15765,0.3888405
8.92,290.5462,1.456734,4.359259,2.147862,0.4004985
8.92,293.6311,1.465674,4.4043,2.138069,0.4117561
8.92,296.7142,1.474609,4.449314,2.128282,0.4220451
8.92,299.4352,1.48093,4.504179,2.118538,0.4307464
8.92,302.1561,1.487251,4.559044,2.108794,0.4375325
8.92,304.8771,1.493572,4.61391,2.099051,0.4422228
8.93,307.598,1.499893,4.668775,2.089307,0.4447842
8.93,310.3174,1.50621,4.723608,2.079569,0.4451835
8.93,313.0383,1.512531,4.778472,2.069825,0.4434473
8.93,315.1788,1.518092,4.835103,2.060232,0.4397804
8.93,317.1251,1.523396,4.892286,2.050694,0.4347411
8.93,319.0725,1.528703,4.949503,2.04115,0.4289644
8.94,321.0199,1.534011,5.00672,2.031607,0.4229632
8.94,322.9673,1.539318,5.063938,2.022063,0.4172506
8.94,324.9135,1.544622,5.12112,2.012525,0.4123399
8.94,326.5667,1.549983,5.177011,2.003119,0.4085983
8.94,327.9257,1.555397,5.231575,1.993851,0.4060987
8.94,329.2846,1.560811,5.286138,1.984583,0.4046189
8.95,330.6427,1.566222,5.340669,1.975321,0.4042091
8.95,332.0017,1.571636,5.395233,1.966053,0.4049194
8.95,333.3606,1.57705,5.449796,1.956785,0.4068004
8.95,334.5156,1.582756,5.502753,1.947574,0.4097256
8.95,335.0608,1.589353,5.551014,1.938514,0.4135911
8.95,335.606,1.59595,5.599275,1.929454,0.4185372
8.96,336.1512,1.602548,5.647536,1.920395,0.4247208
8.96,336.696,1.609141,5.695768,1.91134,0.4323047
8.96,337.2412,1.615738,5.744029,1.90228,0.4414514
8.96,337.7861,1.622331,5.792261,1.893226,0.4524712
8.96,337.6421,1.630194,5.83153,1.884665,0.4658216
8.96,337.4981,1.638057,5.870798,1.876103,0.4814157
8.96,337.3541,1.64592,5.910066,1.867542,0.499021
8.97,337.2101,1.653784,5.949334,1.858981,0.5182608
8.97,337.0661,1.661642,5.988579,1.850424,0.5387581
8.97,336.9221,1.669505,6.027848,1.841863,0.5600957
8.97,336.9752,1.678563,6.057491,1.833915,0.5817338
8.97,337.0937,1.688012,6.083915,1.826177,0.6030993
8.97,337.2123,1.697467,6.110355,1.818433,0.6237103
8.98,337.3309,1.706921,6.136795,1.81069,0.643392
8.98,337.4495,1.716376,6.163235,1.802946,0.66197
8.98,337.5681,1.725825,6.18966,1.795208,0.6792697
8.98,337.636,1.735862,6.207614,1.788224,0.6953885
8.98,337.6533,1.746481,6.217083,1.782001,0.7107142
8.98,337.6705,1.757101,6.226551,1.775778,0.725924
8.99,337.6878,1.767714,6.236014,1.769558,0.7412465
