Depth,Gamma,K,U,TH,MagSusc
5.02,60.8700,0.9420,0.9599,7.2565,-0.2169
5.02,60.8700,0.9667,0.9586,7.2608,-0.2010
5.02,59.9125,0.9790,0.9580,7.2630,-0.1936
5.02,57.9952,0.9790,0.9580,7.2630,-0.1987
5.02,56.0784,0.9790,0.9580,7.2630,-0.2038
5.03,54.1611,0.9790,0.9580,7.2630,-0.2089
5.03,52.2443,0.9790,0.9580,7.2630,-0.2140
5.03,50.3270,0.9790,0.9580,7.2630,-0.2192
5.03,48.2383,0.9790,0.9580,7.2630,-0.2278
5.03,45.6330,0.9790,0.9580,7.2630,-0.2472
5.03,43.0285,0.9790,0.9580,7.2630,-0.2665
5.04,40.4240,0.9790,0.9580,7.2630,-0.2859
5.04,37.8188,0.9790,0.9580,7.2630,-0.3053
5.04,35.2143,0.9790,0.9580,7.2630,-0.3246
5.04,32.6090,0.9790,0.9580,7.2630,-0.3392
5.04,32.6090,0.9790,0.9580,7.2630,-0.3376
5.04,32.6090,0.9790,0.9580,7.2630,-0.3312
5.04,32.6090,0.9790,0.9580,7.2630,-0.3248
5.05,32.6090,0.9790,0.9580,7.2630,-0.3184
5.05,32.6090,0.9790,0.9580,7.2630,-0.3120
5.05,32.6090,0.9790,0.9580,7.2630,-0.3036
5.05,32.1627,0.9790,0.9580,7.2630,-0.2870
5.05,31.5676,0.9790,0.9580,7.2630,-0.2642
5.05,30.9723,0.9790,0.9580,7.2630,-0.2415
5.06,30.3772,0.9790,0.9580,7.2630,-0.2188
5.06,29.7819,0.9790,0.9580,7.2630,-0.1961
5.06,29.1868,0.9790,0.9580,7.2630,-0.1746
5.06,29.1865,0.9742,0.9579,7.2655,-0.1607
5.06,29.7816,0.9646,0.9578,7.2704,-0.1582
5.06,30.3768,0.9550,0.9576,7.2754,-0.1556
5.07,30.9721,0.9454,0.9574,7.2804,-0.1530
5.07,31.5672,0.9358,0.9573,7.2853,-0.1505
5.07,32.1625,0.9262,0.9571,7.2903,-0.1479
5.07,32.6088,0.9249,0.9562,7.3967,-0.1482
5.07,32.6089,0.9486,0.9530,7.8075,-0.1572
5.07,32.6089,0.9723,0.9498,8.2181,-0.1662
5.08,32.6089,0.9960,0.9466,8.6289,-0.1751
5.08,32.6089,1.0196,0.9434,9.0396,-0.1841
5.08,32.6090,1.0433,0.9402,9.4502,-0.1930
5.08,32.6090,1.0670,0.9370,9.8610,-0.1973
5.08,32.0139,1.1124,0.9332,10.2686,-0.1862
5.08,31.4186,1.1579,0.9293,10.6764,-0.1703
5.08,30.8235,1.2033,0.9255,11.0840,-0.1545
5.09,30.2282,1.2488,0.9216,11.4917,-0.1386
5.09,29.6331,1.2942,0.9178,11.8993,-0.1228
5.09,29.0378,1.3396,0.9140,12.3071,-0.1095
5.09,29.3353,1.3510,0.9130,12.4090,-0.1061
5.09,29.9304,1.3510,0.9130,12.4090,-0.1103
5.09,30.5257,1.3510,0.9130,12.4090,-0.1144
5.1,31.1208,1.3510,0.9130,12.4090,-0.1186
5.1,31.7161,1.3510,0.9130,12.4090,-0.1228
5.1,32.3112,1.3510,0.9130,12.4090,-0.1274
5.1,32.6090,1.3510,0.9130,12.4090,-0.1352
5.1,32.6090,1.3510,0.9130,12.4090,-0.1475
5.1,32.6090,1.3510,0.9130,12.4090,-0.1598
5.11,32.6090,1.3510,0.9130,12.4090,-0.1721
5.11,32.6090,1.3510,0.9130,12.4090,-0.1844
5.11,32.6090,1.3510,0.9130,12.4090,-0.1968
5.11,32.5491,1.3541,0.9128,12.4096,-0.2054
5.11,32.3094,1.3664,0.9122,12.4118,-0.2030
5.11,32.0697,1.3787,0.9116,12.4140,-0.2006
5.12,29.7431,1.3286,0.9186,11.2058,-0.0869
5.12,30.1990,1.3618,0.9154,11.6115,-0.1216
5.12,30.6551,1.3949,0.9122,12.0173,-0.1563
5.12,31.8300,1.3910,0.9109,12.4163,-0.1982
5.12,31.5904,1.4034,0.9103,12.4185,-0.1958
5.12,31.3506,1.4157,0.9096,12.4208,-0.1934
5.12,31.1110,1.4280,0.9090,12.4230,-0.1850
5.13,28.2610,1.0965,0.9396,8.7660,0.0238
5.13,28.2610,1.1418,0.9357,9.1736,0.0246
5.13,28.2610,1.1870,0.9319,9.5813,0.0254
5.13,28.3750,1.2293,0.9282,9.9885,0.0129
5.13,28.8311,1.2624,0.9250,10.3943,-0.0174
5.13,29.2870,1.2955,0.9218,10.8000,-0.0521
5.14,33.8451,0.9080,0.9546,7.3338,-0.0626
5.14,31.6110,0.9200,0.9540,7.3359,-0.0291
5.14,29.3774,0.9320,0.9533,7.3380,0.0043
5.14,28.2610,0.9607,0.9511,7.5430,0.0194
5.14,28.2610,1.0059,0.9472,7.9506,0.0222
5.14,28.2610,1.0512,0.9434,8.3583,0.0230
5.15,39.4289,0.8630,0.9570,7.3260,-0.1706
5.15,37.1956,0.8630,0.9570,7.3260,-0.1567
5.15,41.6628,0.8630,0.9570,7.3260,-0.1845
5.15,40.5464,0.8720,0.9565,7.3276,-0.1629
5.15,38.3128,0.8840,0.9559,7.3296,-0.1295
5.15,36.0787,0.8960,0.9552,7.3317,-0.0960
5.16,34.9616,0.8630,0.9570,7.3260,-0.1428
5.16,32.7283,0.8630,0.9570,7.3260,-0.1288
5.16,30.4943,0.8630,0.9570,7.3260,-0.1149
5.16,28.2610,0.8630,0.9570,7.3260,-0.1011
5.16,28.2610,0.8630,0.9570,7.3260,-0.0877
5.16,28.2610,0.8630,0.9570,7.3260,-0.0744
5.16,28.2610,0.8630,0.9570,7.3260,-0.0612
5.17,26.5816,0.7697,0.9662,6.1860,-0.0338
5.17,27.1923,0.8036,0.9629,6.6005,-0.0281
5.17,27.8031,0.8376,0.9595,7.0152,-0.0223
5.17,28.2610,0.8630,0.9570,7.3260,-0.0479
5.17,28.2610,0.8630,0.9570,7.3260,-0.0346
5.17,28.2610,0.8630,0.9570,7.3260,-0.0237
5.18,27.7098,0.5482,0.9792,4.7674,-0.0152
5.18,26.4032,0.5893,0.9787,4.7544,-0.0307
5.18,25.0969,0.6304,0.9782,4.7415,-0.0462
5.18,24.7496,0.6680,0.9763,4.9424,-0.0498
5.18,25.3602,0.7019,0.9730,5.3569,-0.0454
5.18,25.9710,0.7358,0.9696,5.7715,-0.0396
5.19,32.6088,0.3015,0.9824,4.8452,0.0621
5.19,32.6087,0.3426,0.9818,4.8322,0.0536
5.19,32.6086,0.3837,0.9812,4.8192,0.0451
5.19,31.6290,0.4248,0.9806,4.8063,0.0313
5.19,30.3228,0.4660,0.9802,4.7933,0.0158
5.19,29.0161,0.5071,0.9797,4.7804,0.0003
5.2,32.6090,0.1370,0.9850,4.8970,0.0892
5.2,32.6089,0.1781,0.9844,4.8840,0.0875
5.2,31.6582,0.1493,0.9842,4.8991,0.0683
5.2,32.6089,0.2192,0.9837,4.8711,0.0790
5.2,30.7076,0.1616,0.9834,4.9012,0.0406
5.2,32.6088,0.2604,0.9831,4.8581,0.0706
5.2,29.7570,0.1740,0.9826,4.9032,0.0130
5.21,28.8061,0.1863,0.9818,4.9053,-0.0147
5.21,27.8556,0.1986,0.9810,4.9074,-0.0424
5.21,26.9047,0.2109,0.9802,4.9095,-0.0668
5.21,25.2934,0.2068,0.9800,4.9137,-0.0778
5.21,23.4611,0.1972,0.9800,4.9187,-0.0790
5.21,21.6294,0.1876,0.9800,4.9236,-0.0801
5.22,19.7971,0.1780,0.9800,4.9286,-0.0812
5.22,17.9654,0.1684,0.9800,4.9336,-0.0823
5.22,16.1337,0.1588,0.9800,4.9385,-0.0826
5.22,15.2170,0.1492,0.9800,4.9436,-0.0778
5.22,15.2170,0.1396,0.9800,4.9487,-0.0653
5.22,15.2170,0.1300,0.9800,4.9538,-0.0528
5.23,15.2170,0.1204,0.9800,4.9589,-0.0403
5.23,15.2170,0.1108,0.9800,4.9640,-0.0278
5.23,15.2170,0.1012,0.9800,4.9692,-0.0154
5.23,15.9426,0.0996,0.9798,4.9722,-0.0066
5.23,18.8407,0.1218,0.9792,4.9692,-0.0088
5.23,21.7388,0.1440,0.9786,4.9662,-0.0110
5.24,24.6378,0.1663,0.9779,4.9631,-0.0133
5.24,27.5359,0.1885,0.9773,4.9601,-0.0155
5.24,30.4349,0.2108,0.9766,4.9570,-0.0178
5.24,33.3330,0.2330,0.9760,4.9540,-0.0171
5.24,35.6522,0.2330,0.9760,4.9540,-0.0066
5.24,37.9707,0.2330,0.9760,4.9540,0.0069
5.24,40.2899,0.2330,0.9760,4.9540,0.0203
5.25,42.6085,0.2330,0.9760,4.9540,0.0338
5.25,44.9270,0.2330,0.9760,4.9540,0.0472
5.25,47.2462,0.2330,0.9760,4.9540,0.0590
5.25,47.8260,0.2330,0.9760,4.9540,0.0642
5.25,47.8260,0.2330,0.9760,4.9540,0.0646
5.25,47.8260,0.2330,0.9760,4.9540,0.0649
5.26,47.8260,0.2330,0.9760,4.9540,0.0652
5.26,47.8260,0.2330,0.9760,4.9540,0.0655
5.26,47.8260,0.2330,0.9760,4.9540,0.0663
5.26,46.6671,0.2330,0.9760,4.9540,0.0702
5.26,44.3486,0.2330,0.9760,4.9540,0.0785
5.26,42.0294,0.2330,0.9760,4.9540,0.0868
5.27,39.7108,0.2330,0.9760,4.9540,0.0951
5.27,37.3916,0.2330,0.9760,4.9540,0.1034
5.27,35.0731,0.2330,0.9760,4.9540,0.1118
5.27,32.8697,0.2330,0.9760,4.9540,0.1150
5.27,31.0149,0.2330,0.9760,4.9540,0.1028
5.27,29.1595,0.2330,0.9760,4.9540,0.0906
5.28,27.3046,0.2330,0.9760,4.9540,0.0785
5.28,25.4498,0.2330,0.9760,4.9540,0.0663
5.28,23.5944,0.2330,0.9760,4.9540,0.0542
5.28,21.7396,0.2330,0.9760,4.9540,0.0416
5.28,21.7395,0.2330,0.9760,4.9540,0.0278
5.28,21.7394,0.2330,0.9760,4.9540,0.0135
5.28,21.7393,0.2330,0.9760,4.9540,-0.0007
5.29,21.7392,0.2330,0.9760,4.9540,-0.0149
5.29,21.7391,0.2330,0.9760,4.9540,-0.0292
5.29,21.7390,0.2330,0.9760,4.9540,-0.0410
5.29,22.5968,0.2330,0.9760,4.9540,-0.0428
5.29,23.7410,0.2330,0.9760,4.9540,-0.0372
5.29,24.8848,0.2330,0.9760,4.9540,-0.0316
5.3,28.8890,0.1498,0.9840,3.9401,-0.0212
5.3,28.8890,0.1831,0.9808,4.3458,-0.0175
5.3,28.8890,0.2164,0.9776,4.7513,-0.0138
5.3,26.0289,0.2330,0.9760,4.9540,-0.0260
5.3,27.1728,0.2330,0.9760,4.9540,-0.0204
5.3,28.3169,0.2330,0.9760,4.9540,-0.0154
5.31,29.6889,0.0455,1.2361,1.9078,-0.0883
5.31,29.3333,0.0364,1.1294,2.1351,-0.0646
5.31,28.9778,0.0273,1.0227,2.3623,-0.0409
5.31,28.8890,0.0500,0.9936,2.7234,-0.0322
5.31,28.8890,0.0832,0.9904,3.1289,-0.0286
5.31,28.8890,0.1165,0.9872,3.5346,-0.0249
5.32,26.6122,0.0820,1.6630,0.9990,-0.1835
5.32,28.1119,0.0820,1.6630,0.9990,-0.1833
5.32,29.6112,0.0820,1.6630,0.9991,-0.1832
5.32,31.1109,0.0820,1.6630,0.9991,-0.1786
5.32,30.7554,0.0729,1.5563,1.2262,-0.1593
5.32,30.3998,0.0638,1.4495,1.4535,-0.1356
5.32,30.0443,0.0546,1.3428,1.6807,-0.1119
5.33,21.7390,0.0820,1.6630,0.9990,-0.1731
5.33,21.7390,0.0820,1.6630,0.9990,-0.1585
5.33,21.7390,0.0820,1.6630,0.9990,-0.1440
5.33,22.1139,0.0820,1.6630,0.9990,-0.1821
5.33,23.6132,0.0820,1.6630,0.9990,-0.1838
5.33,25.1129,0.0820,1.6630,0.9990,-0.1836
5.34,21.7390,0.0820,1.6630,0.9990,-0.1294
5.34,21.7390,0.0820,1.6630,0.9990,-0.1148
5.34,21.7390,0.0820,1.6630,0.9990,-0.1004
5.34,23.0215,0.0820,1.6630,0.9990,-0.0869
5.34,25.5882,0.0820,1.6630,0.9990,-0.0748
5.34,28.1540,0.0820,1.6630,0.9990,-0.0626
5.35,30.4392,0.0842,1.6716,0.9990,0.0136
5.35,33.7018,0.0832,1.6678,0.9990,0.0000
5.35,36.9633,0.0822,1.6640,0.9990,-0.0136
5.35,30.7198,0.0820,1.6630,0.9990,-0.0505
5.35,33.2864,0.0820,1.6630,0.9990,-0.0383
5.35,35.8523,0.0820,1.6630,0.9990,-0.0261
5.36,17.3920,0.0880,1.6870,0.9990,0.0629
5.36,17.3918,0.0880,1.6870,0.9990,0.0544
5.36,17.3917,0.0880,1.6870,0.9990,0.0408
5.36,17.3915,0.0880,1.6870,0.9990,0.0272
5.36,20.6535,0.0870,1.6832,0.9990,0.0544
5.36,23.9151,0.0861,1.6793,0.9990,0.0408
5.36,27.1777,0.0851,1.6755,0.9990,0.0272
5.37,17.3914,0.0880,1.6870,0.9990,0.0136
5.37,17.3912,0.0880,1.6870,0.9990,0.0000
5.37,17.3910,0.0880,1.6870,0.9990,-0.0127
5.37,18.7710,0.0880,1.6870,0.9990,-0.0219
5.37,20.6104,0.0880,1.6870,0.9990,-0.0285
5.37,22.4498,0.0880,1.6870,0.9990,-0.0350
5.38,22.5512,0.0904,1.6962,0.9986,-0.0296
5.38,25.0862,0.0894,1.6925,0.9988,-0.0410
5.38,27.6219,0.0885,1.6888,0.9989,-0.0523
5.38,24.2897,0.0880,1.6870,0.9990,-0.0416
5.38,26.1291,0.0880,1.6870,0.9990,-0.0482
5.38,27.9690,0.0880,1.6870,0.9990,-0.0536
5.39,13.0430,0.0940,1.7100,0.9980,0.0073
5.39,13.0430,0.0940,1.7100,0.9980,-0.0156
5.39,13.0430,0.0940,1.7100,0.9980,-0.0385
5.39,14.9456,0.0933,1.7072,0.9981,0.0045
5.39,17.4805,0.0923,1.7036,0.9983,-0.0069
5.39,20.0155,0.0914,1.6999,0.9984,-0.0182
5.4,13.0430,0.0940,1.7100,0.9980,-0.0613
5.4,13.0430,0.0940,1.7100,0.9980,-0.0842
5.4,13.0430,0.0940,1.7100,0.9980,-0.1071
5.4,13.0430,0.0940,1.7100,0.9980,-0.1285
5.4,12.3783,0.0940,1.7100,0.9980,-0.1452
5.4,11.7137,0.0940,1.7100,0.9980,-0.1604
5.4,11.0490,0.0940,1.7100,0.9980,-0.1756
5.41,10.3845,0.0940,1.7100,0.9980,-0.1908
5.41,9.7197,0.0940,1.7100,0.9980,-0.2060
5.41,9.0552,0.0940,1.7100,0.9980,-0.2187
5.41,10.6921,0.0848,1.6609,0.9980,-0.2216
5.41,13.0956,0.0724,1.5955,0.9980,-0.2172
5.41,15.4998,0.0601,1.5300,0.9980,-0.2127
5.42,17.9033,0.0478,1.4646,0.9980,-0.2082
5.42,20.3067,0.0355,1.3992,0.9980,-0.2037
5.42,22.7109,0.0232,1.3337,0.9980,-0.1984
5.42,23.9130,0.0232,1.2684,0.9980,-0.1876
5.42,23.9130,0.0355,1.2031,0.9980,-0.1689
5.42,23.9130,0.0478,1.1378,0.9980,-0.1502
5.43,23.9130,0.0601,1.0725,0.9980,-0.1315
5.43,23.9130,0.0724,1.0073,0.9980,-0.1128
5.43,23.9130,0.0848,0.9420,0.9980,-0.0941
5.43,23.2239,0.0916,0.8920,0.9980,-0.0754
5.43,20.4648,0.0818,0.8882,0.9982,-0.0572
5.43,17.7049,0.0720,0.8844,0.9984,-0.0390
5.44,14.9458,0.0623,0.8805,0.9985,-0.0207
5.44,12.1860,0.0525,0.8767,0.9987,-0.0025
5.44,9.4269,0.0428,0.8728,0.9988,0.0157
5.44,6.6678,0.0330,0.8690,0.9990,0.0313
5.44,10.4711,0.0330,0.8690,0.9990,0.0377
5.44,14.2733,0.0330,0.8690,0.9990,0.0414
5.44,18.0766,0.0330,0.8690,0.9990,0.0450
5.45,30.4350,0.0594,0.8791,0.9986,0.0236
5.45,30.4350,0.0498,0.8754,0.9987,0.0357
5.45,30.4350,0.0402,0.8718,0.9989,0.0479
5.45,21.8787,0.0330,0.8690,0.9990,0.0487
5.45,25.6820,0.0330,0.8690,0.9990,0.0524
5.45,29.4842,0.0330,0.8690,0.9990,0.0541
5.46,30.1337,0.0929,0.8920,0.9980,-0.0098
5.46,29.5307,0.0928,0.8920,0.9980,0.0086
5.46,28.9279,0.0926,0.8920,0.9980,0.0270
5.46,30.4350,0.0882,0.8902,0.9981,-0.0110
5.46,30.4350,0.0786,0.8865,0.9982,-0.0008
5.46,30.4350,0.0690,0.8828,0.9984,0.0114
5.47,28.3250,0.0924,0.8920,0.9980,0.0454
5.47,27.7222,0.0923,0.8920,0.9980,0.0638
5.47,27.1192,0.0921,0.8920,0.9980,0.0822
5.47,26.7307,0.0920,0.8920,0.9980,0.0942
5.47,26.9857,0.0920,0.8920,0.9980,0.0870
5.47,27.2408,0.0920,0.8920,0.9980,0.0798
5.48,27.4958,0.0920,0.8920,0.9980,0.0726
5.48,27.7509,0.0920,0.8920,0.9980,0.0654
5.48,28.0059,0.0920,0.8920,0.9980,0.0582
5.48,28.2609,0.0920,0.8920,0.9980,0.0501
5.48,28.2609,0.0920,0.8920,0.9980,0.0390
5.48,28.2610,0.0920,0.8920,0.9980,0.0270
5.48,28.2610,0.0920,0.8920,0.9980,0.0150
5.49,28.2610,0.0920,0.8920,0.9980,0.0030
5.49,28.2610,0.0920,0.8920,0.9980,-0.0090
5.49,28.2610,0.0920,0.8920,0.9980,-0.0201
5.49,26.7362,0.0920,0.8920,0.9980,-0.0277
5.49,24.7037,0.0920,0.8920,0.9980,-0.0327
5.49,22.6706,0.0920,0.8920,0.9980,-0.0376
5.5,16.2899,0.1164,0.9012,0.9980,-0.0530
5.5,15.9964,0.1066,0.8975,0.9980,-0.0538
5.5,15.7027,0.0969,0.8938,0.9980,-0.0546
5.5,20.6381,0.0920,0.8920,0.9980,-0.0426
5.5,18.6050,0.0920,0.8920,0.9980,-0.0476
5.5,16.5726,0.0920,0.8920,0.9980,-0.0522
5.51,17.3910,0.1530,0.9150,0.9980,-0.0500
5.51,17.3910,0.1530,0.9150,0.9980,-0.0500
5.51,17.3910,0.1530,0.9150,0.9980,-0.0500
5.51,17.1708,0.1457,0.9122,0.9980,-0.0506
5.51,16.8771,0.1359,0.9086,0.9980,-0.0514
5.51,16.5836,0.1262,0.9049,0.9980,-0.0522
5.52,17.3910,0.1530,0.9150,0.9980,-0.0500
5.52,17.3910,0.1530,0.9150,0.9980,-0.0500
5.52,17.3910,0.1530,0.9150,0.9980,-0.0500
5.52,17.3910,0.1530,0.9150,0.9980,-0.0501
5.52,18.1637,0.1530,0.9150,0.9980,-0.0508
5.52,18.9368,0.1530,0.9150,0.9980,-0.0516
5.52,19.7096,0.1530,0.9150,0.9980,-0.0524
5.53,20.4827,0.1530,0.9150,0.9980,-0.0532
5.53,21.2556,0.1530,0.9150,0.9980,-0.0540
5.53,22.0285,0.1530,0.9150,0.9980,-0.0536
5.53,21.9029,0.1530,0.9150,0.9980,-0.0484
5.53,21.4779,0.1530,0.9150,0.9980,-0.0396
5.53,21.0528,0.1530,0.9150,0.9980,-0.0308
5.54,19.5650,0.0926,1.2346,0.9980,-0.0032
5.54,19.5650,0.1168,1.1067,0.9980,-0.0019
5.54,19.5650,0.1409,0.9789,0.9980,-0.0006
5.54,20.6277,0.1530,0.9150,0.9980,-0.0220
5.54,20.2026,0.1530,0.9150,0.9980,-0.0132
5.54,19.7776,0.1530,0.9150,0.9980,-0.0050
5.55,22.9212,0.0319,2.0020,0.9980,-0.0102
5.55,21.4296,0.0186,1.8740,0.9980,-0.0092
5.55,19.9376,0.0053,1.7460,0.9980,-0.0082
5.55,19.5650,0.0201,1.6181,0.9980,-0.0070
5.55,19.5650,0.0443,1.4902,0.9980,-0.0058
5.55,19.5650,0.0684,1.3624,0.9980,-0.0045
5.56,28.8890,0.0850,2.5140,0.9980,-0.0111
5.56,27.7455,0.0850,2.5140,0.9980,0.0005
5.56,26.6013,0.0850,2.5140,0.9980,0.0151
5.56,25.4574,0.0850,2.5140,0.9980,0.0297
5.56,27.3965,0.0717,2.3859,0.9980,-0.0130
5.56,25.9049,0.0584,2.2580,0.9980,-0.0121
5.56,24.4128,0.0452,2.1299,0.9980,-0.0111
5.57,24.3132,0.0850,2.5140,0.9980,0.0442
5.57,23.1693,0.0850,2.5140,0.9980,0.0588
5.57,22.0254,0.0850,2.5140,0.9980,0.0697
5.57,21.7393,0.0850,2.5140,0.9980,0.0660
5.57,21.7393,0.0850,2.5140,0.9980,0.0513
5.57,21.7392,0.0850,2.5140,0.9980,0.0365
5.58,21.7391,0.0850,2.5140,0.9980,0.0218
5.58,21.7391,0.0850,2.5140,0.9980,0.0071
5.58,21.7390,0.0850,2.5140,0.9980,-0.0065
5.58,21.4221,0.0850,2.5140,0.9980,-0.0132
5.58,20.7884,0.0850,2.5140,0.9980,-0.0097
5.58,20.1548,0.0850,2.5140,0.9980,-0.0062
5.59,19.5209,0.0850,2.5140,0.9980,-0.0027
5.59,18.8872,0.0850,2.5140,0.9980,0.0008
5.59,18.2534,0.0850,2.5140,0.9980,0.0044
5.59,18.2838,0.0853,2.4980,0.9980,0.0056
5.59,20.3092,0.0866,2.4340,0.9980,0.0002
5.59,22.3340,0.0879,2.3700,0.9980,-0.0052
5.6,24.3594,0.0892,2.3060,0.9980,-0.0107
5.6,26.3842,0.0904,2.2420,0.9980,-0.0161
5.6,28.4090,0.0917,2.1780,0.9980,-0.0216
5.6,30.4350,0.0930,2.1140,0.9980,-0.0294
5.6,30.4350,0.0784,2.0500,0.9980,-0.0451
5.6,30.4350,0.0639,1.9860,0.9980,-0.0631
5.6,30.4350,0.0493,1.9220,0.9980,-0.0812
5.61,30.4350,0.0348,1.8580,0.9980,-0.0993
5.61,30.4350,0.0202,1.7940,0.9980,-0.1174
5.61,30.4350,0.0056,1.7300,0.9980,-0.1321
5.61,30.2495,0.0130,1.7113,0.9980,-0.1333
5.61,30.0021,0.0278,1.7076,0.9980,-0.1243
5.61,29.7547,0.0425,1.7039,0.9980,-0.1154
5.62,29.5074,0.0572,1.7002,0.9980,-0.1064
5.62,29.2600,0.0719,1.6965,0.9980,-0.0974
5.62,29.0127,0.0866,1.6928,0.9980,-0.0888
5.62,28.6648,0.0940,1.6910,0.9980,-0.0822
5.62,28.2166,0.0940,1.6910,0.9980,-0.0785
5.62,27.7682,0.0940,1.6910,0.9980,-0.0748
5.63,27.3199,0.0940,1.6910,0.9980,-0.0711
5.63,26.8717,0.0940,1.6910,0.9980,-0.0674
5.63,26.4233,0.0940,1.6910,0.9980,-0.0638
5.63,26.0870,0.0940,1.6910,0.9980,-0.0637
5.63,26.0870,0.0940,1.6910,0.9980,-0.0744
5.63,26.0870,0.0940,1.6910,0.9980,-0.0851
5.64,29.5647,0.0494,1.7020,0.9980,-0.1021
5.64,28.4055,0.0642,1.6984,0.9980,-0.1107
5.64,27.2459,0.0791,1.6947,0.9980,-0.1194
5.64,26.0870,0.0940,1.6910,0.9980,-0.0958
5.64,26.0870,0.0940,1.6910,0.9980,-0.1066
5.64,26.0870,0.0940,1.6910,0.9980,-0.1173
5.64,26.0870,0.0940,1.6910,0.9980,-0.1244
5.65,32.9849,0.0010,1.7140,0.9980,-0.0621
5.65,32.5212,0.0010,1.7140,0.9980,-0.0463
5.65,32.0576,0.0010,1.7140,0.9980,-0.0305
5.65,33.0431,0.0047,1.7131,0.9980,-0.0753
5.65,31.8835,0.0196,1.7094,0.9980,-0.0848
5.65,30.7243,0.0345,1.7057,0.9980,-0.0934
5.66,31.5941,0.0010,1.7140,0.9980,-0.0146
5.66,31.1304,0.0010,1.7140,0.9980,0.0012
5.66,30.6669,0.0010,1.7140,0.9980,0.0168
5.66,30.4350,0.0010,1.7140,0.9980,0.0307
5.66,30.4350,0.0010,1.7140,0.9980,0.0420
5.66,30.4350,0.0010,1.7140,0.9980,0.0534
5.67,30.4350,0.0010,1.7140,0.9980,0.0648
5.67,30.4350,0.0010,1.7140,0.9980,0.0761
5.67,30.4350,0.0010,1.7140,0.9980,0.0875
5.67,30.7284,0.0010,1.7140,0.9980,0.0877
5.67,31.9035,0.0010,1.7140,0.9980,0.0546
5.67,33.0782,0.0010,1.7140,0.9980,0.0215
5.68,34.2532,0.0010,1.7140,0.9980,-0.0116
5.68,35.4279,0.0010,1.7140,0.9980,-0.0447
5.68,36.6030,0.0010,1.7140,0.9980,-0.0779
5.68,37.7780,0.0010,1.7140,0.9980,-0.1086
5.68,37.7780,0.0159,1.7103,0.9980,-0.1316
5.68,37.7780,0.0308,1.7066,0.9980,-0.1523
5.68,37.7780,0.0456,1.7030,0.9980,-0.1729
5.69,37.7780,0.0605,1.6993,0.9980,-0.1935
5.69,37.7780,0.0754,1.6956,0.9980,-0.2142
5.69,37.7780,0.0903,1.6919,0.9980,-0.2290
5.69,37.2445,0.0933,1.6882,0.9981,-0.2203
5.69,36.5332,0.0923,1.6846,0.9983,-0.1941
5.69,35.8221,0.0914,1.6809,0.9984,-0.1679
5.7,35.1110,0.0904,1.6772,0.9986,-0.1416
5.7,34.3997,0.0894,1.6735,0.9988,-0.1154
5.7,33.6887,0.0885,1.6698,0.9989,-0.0913
5.7,32.4054,0.0880,1.6680,0.9990,-0.0805
5.7,30.5506,0.0880,1.6680,0.9990,-0.0894
5.7,28.6953,0.0880,1.6680,0.9990,-0.0984
5.71,26.8405,0.0880,1.6680,0.9990,-0.1074
5.71,24.9852,0.0880,1.6680,0.9990,-0.1163
5.71,23.1305,0.0880,1.6680,0.9990,-0.1253
5.71,21.7390,0.0880,1.6680,0.9990,-0.1292
5.71,21.7390,0.0880,1.6680,0.9990,-0.1182
5.71,21.7390,0.0880,1.6680,0.9990,-0.1072
5.72,21.7390,0.0880,1.6680,0.9990,-0.0961
5.72,21.7390,0.0880,1.6680,0.9990,-0.0851
5.72,21.7390,0.0880,1.6680,0.9990,-0.0740
5.72,21.7390,0.0880,1.6680,0.9990,-0.0646
5.72,21.8163,0.0880,1.6680,0.9990,-0.0604
5.72,21.8935,0.0880,1.6680,0.9990,-0.0579
5.72,21.9708,0.0880,1.6680,0.9990,-0.0553
5.73,22.0481,0.0880,1.6680,0.9990,-0.0528
5.73,22.1254,0.0880,1.6680,0.9990,-0.0502
5.73,22.2027,0.0880,1.6680,0.9990,-0.0454
5.73,22.6859,0.0813,1.5873,1.1763,-0.0318
5.73,23.3043,0.0723,1.4798,1.4126,-0.0115
5.73,23.9227,0.0634,1.3723,1.6489,0.0089
5.74,24.5411,0.0544,1.2648,1.8853,0.0292
5.74,25.1595,0.0454,1.1573,2.1215,0.0495
5.74,25.7778,0.0365,1.0498,2.3578,0.0689
5.74,26.0870,0.0490,0.9943,2.6834,0.0825
5.74,26.0870,0.0829,0.9910,3.0980,0.0874
5.74,26.0870,0.1168,0.9876,3.5128,0.0924
5.75,26.0870,0.1507,0.9842,3.9275,0.0974
5.75,26.0870,0.1846,0.9809,4.3423,0.1023
5.75,26.0870,0.2186,0.9775,4.7569,0.1073
5.75,25.8261,0.2440,0.9750,5.0680,0.1085
5.75,24.7827,0.2440,0.9750,5.0680,0.0984
5.75,23.7394,0.2440,0.9750,5.0680,0.0883
5.76,22.6957,0.2440,0.9750,5.0680,0.0782
5.76,21.6523,0.2440,0.9750,5.0680,0.0682
5.76,20.6087,0.2440,0.9750,5.0680,0.0581
5.76,19.5650,0.2440,0.9750,5.0680,0.0441
5.76,18.5680,0.2440,0.9750,5.0680,0.0173
5.76,17.5711,0.2440,0.9750,5.0680,-0.0134
5.76,16.5738,0.2440,0.9750,5.0680,-0.0441
5.77,15.5768,0.2440,0.9750,5.0680,-0.0749
5.77,14.5799,0.2440,0.9750,5.0680,-0.1056
