Depth,PenRate,PercPress,FeedPress,FlushAirPress,RotPress,DampPress
3.172,2.177,190.068,88.883,7.344,49.095,70.169
3.192,2.223,189.688,88.941,7.359,49.042,69.422
3.216,2.217,189.746,89.079,7.344,48.901,69.027
3.239,2.474,189.818,88.832,7.313,49.145,69.261
3.264,2.332,189.648,89.064,7.329,48.483,68.515
3.285,2.26,189.267,89.08,7.329,47.981,67.286
3.313,3.56,137.126,25.554,6.151,34.298,39.608
3.347,5.087,140.962,33.18,6.304,36.812,40.878
3.369,2.296,143.223,52.59,6.518,45.62,51.89
3.393,1.369,141.161,55.992,6.839,48.798,52.398
3.415,1.382,141.608,53.89,7.069,46.834,50.05
3.442,1.566,142.313,56.148,7.252,46.737,52.01
3.468,1.946,158.98,74.976,7.329,49.572,63.894
3.489,2.286,171.487,88.008,7.405,50.425,73.826
3.512,2.149,187.688,92.436,7.466,51.024,76.793
3.534,2.447,192.027,91.939,7.512,51.299,75.754
3.557,2.205,192.644,91.203,7.558,50.974,74.787
3.58,2.15,192.484,90.69,7.604,51.321,74.102
3.602,2.346,193.492,90.237,7.65,50.683,72.305
3.627,2.305,193.75,90.062,7.696,51.243,72.88
3.647,2.228,192.952,90.585,7.711,50.603,72.81
3.671,2.221,191.193,90.107,7.742,50.419,72.32
3.693,2.31,190.809,89.457,7.772,50.61,73.696
3.716,2.181,190.707,89.168,7.803,50.141,71.961
3.744,2.15,190.79,89.144,7.803,50.218,71.461
3.765,2.196,190.898,89.668,7.818,49.741,73.028
3.789,2.265,190.912,89.331,7.849,49.744,72.499
3.81,2.289,190.25,89.183,7.864,50.35,73.503
3.838,2.649,191.072,88.469,7.849,51.501,71.984
3.862,2.533,188.3,85.676,7.864,51.266,68.452
3.889,4.226,184.771,85.476,7.879,52.917,71.108
3.92,2.921,181.704,82.374,7.895,54.96,69.001
3.947,2.862,175.969,81.188,7.895,55.703,69.509
3.973,2.397,178.512,81.794,7.91,57.414,69.905
3.997,2.593,177.061,82.542,7.91,59.676,73.507
4.024,2.58,183.282,85.375,7.925,60.221,71.731
4.046,2.351,179.503,81.835,7.925,62.626,69.072
4.073,2.512,184.935,80.556,7.925,62.654,67.995
4.103,2.259,189.586,85.604,7.941,55.41,67.611
4.124,2.237,190.72,88.351,7.941,52.427,70.796
4.148,2.215,191.032,89.155,7.925,51.767,71.791
4.17,2.406,190.983,89.17,7.925,50.847,70.9
4.193,2.136,190.943,88.815,7.925,50.32,71.259
4.213,2.173,191.184,89.239,7.956,49.732,69.748
4.236,2.245,191.017,89.298,7.941,49.846,69.78
4.256,2.181,190.525,89.26,7.941,49.477,70.889
4.279,2.113,190.612,89.44,7.941,48.04,69.81
4.299,2.155,189.954,89.512,7.956,48.318,68.838
4.322,2.173,190.402,89.082,7.956,48.459,68.041
4.344,2.301,190.614,89.18,7.956,48.431,67.432
4.368,2.229,190.637,89.458,7.956,49.117,69.814
4.388,2.209,191.286,88.853,7.971,49.633,71.3
4.411,2.101,191.053,88.955,7.971,48.835,68.223
4.431,2.2,191.273,88.82,7.956,49.094,67.511
4.456,2.304,190.828,88.922,7.971,50.199,68.887
4.476,2.21,190.474,88.878,7.971,50.07,65.37
4.499,2.144,190.706,88.909,7.971,50.429,64.467
4.524,2.37,190.912,89.249,7.987,49.839,66.585
4.545,2.302,190.569,88.697,7.971,49.697,65.792
4.569,2.253,191.134,88.748,7.956,51.577,69.115
4.598,2.227,190.458,89.048,7.956,50.912,66.881
4.62,2.337,190.676,89.222,7.971,51.012,68.712
4.644,2.269,191.327,89.07,8.002,50.063,69.367
4.665,2.196,191.165,89.048,8.002,50.47,69.207
4.691,2.4,191.235,88.956,8.002,50.574,69.485
4.713,2.41,191.444,88.857,7.987,50.598,70.876
4.739,2.392,191.279,88.664,7.987,50.274,70.64
4.767,2.125,190.734,89.076,8.017,50.101,71.085
4.796,2.156,190.382,88.85,8.017,50.503,71.54
4.824,2.171,190.7,88.691,8.033,51.25,70.707
4.846,2.066,190.73,89.143,8.017,50.337,69.618
4.868,2.363,190.925,89.203,8.017,50.53,70.672
4.89,2.12,191.075,89.077,8.033,50.897,71.169
4.911,2.269,191.368,88.807,8.033,51.004,69.556
4.936,2.317,191.197,88.807,8.033,50.064,69.965
4.957,2.273,191.046,89.114,8.033,50.002,71.306
4.98,2.081,190.933,88.781,8.002,50.416,68.759
5,2.191,190.648,89.047,8.048,49.791,68.155
5.026,2.397,190.886,88.94,8.063,50.834,71.209
5.054,2.144,190.793,88.593,8.033,49.24,69.386
5.075,2.2,190.593,89.514,8.002,49.297,69.482
5.098,2.185,190.855,89.266,8.002,48.655,70.714
5.118,2.206,190.846,89.117,8.017,47.742,70.573
5.143,2.305,190.961,88.325,8.017,47.623,69.773
5.165,2.404,190.776,88.438,8.017,48.308,68.902
5.185,2.61,190.704,88.367,8.033,48.584,69.027
5.207,2.322,190.978,88.301,7.987,49.623,69.165
5.233,2.481,190.939,88.406,7.987,48.997,68.036
5.256,2.47,191.146,88.523,7.987,49.326,67.648
5.283,2.456,190.991,88.499,8.017,50.537,70.361
5.305,2.428,191.083,88.844,8.017,50.244,70.196
5.331,2.413,191.283,88.921,8.017,52.503,71.924
5.353,2.351,190.619,88.983,8.002,53.467,71.973
5.379,2.44,190.426,89.028,7.987,53.477,71.806
5.403,2.583,190.779,88.671,8.002,54.309,72.666
5.427,2.241,190.88,88.802,7.987,54.312,71.177
5.447,2.187,191.21,89.147,7.987,52.222,71.951
5.47,2.16,191.042,89.266,8.002,51.53,73.859
5.497,2.068,190.742,88.925,8.017,49.217,71.763
5.525,2.132,190.933,88.735,8.017,49.445,71.536
5.553,2.117,190.537,89.001,8.002,48.906,71.461
5.574,2.228,191.312,88.935,8.002,48.488,71.461
5.599,2.281,190.847,89.227,8.002,50.437,74.355
5.626,2.045,190.692,89.02,8.002,49.159,71.38
5.652,1.956,190.495,88.987,8.002,48.622,71.376
5.679,2,190.514,89.235,7.987,48.682,72.041
5.706,2.026,190.518,89.249,7.987,49.112,71.339
5.726,2.178,191.246,88.821,8.002,49.984,73.305
5.749,2.212,190.524,88.34,7.987,51.692,72.229
5.773,2.225,190.553,89.014,7.987,51.411,71.747
5.795,2.381,190.784,88.812,7.987,52.035,73.224
5.819,2.261,191.257,88.871,8.002,50.772,73.088
5.847,2.108,191.2,88.945,8.002,51.134,74.953
5.874,2.061,190.951,89.19,7.987,52.752,73.193
5.899,1.882,190.385,88.866,7.971,52.427,73.303
5.925,1.908,190.417,89.185,7.987,53.396,73.033
5.95,1.908,190.873,89.617,7.987,51.386,73.901
5.974,1.818,191.153,89.34,7.971,50.317,75.842
5.998,1.77,191.05,89.456,7.987,50.082,71.292
6.023,1.927,190.625,89.276,7.987,51.728,71.753
6.05,1.978,190.985,89.236,7.987,50.991,72.473
6.071,2.32,190.486,88.447,7.971,52.844,71.457
6.095,2.277,190.834,88.61,7.956,52.452,73.441
6.116,2.003,190.6,89.298,7.987,50.19,74.112
6.14,1.764,191.234,89.462,7.956,48.548,73.51
6.164,1.802,190.551,89.11,7.971,48.998,74.968
6.186,1.664,190.487,88.73,7.987,48.607,73.38
6.21,1.819,191.248,88.929,7.941,49.292,71.555
6.231,2.251,191.021,88.404,7.941,49.111,74.224
6.251,1.877,190.897,88.914,7.925,49.318,72.409
6.279,2.096,190.89,89.151,7.941,50.356,72.902
6.306,2.026,191.013,89.161,7.941,49.495,73.15
6.333,2.053,190.762,88.947,7.895,50.474,71.079
6.362,2.158,190.641,88.588,7.925,49.439,73.09
6.382,2.173,190.874,88.713,7.941,49.709,71.177
6.405,2.23,190.347,88.54,7.941,50.191,70.626
6.429,2.195,190.816,88.896,7.91,50.422,73.689
6.456,2.084,190.93,89.116,7.925,51.164,73.421
6.483,2.007,191.17,88.896,7.925,50.604,73.711
6.511,2.073,191.161,88.817,7.925,51.491,71.391
6.539,2.113,190.495,88.981,7.925,51.615,72.014
6.567,2.067,190.716,89.115,7.925,50.801,70.788
6.592,1.926,190.648,89.378,7.925,49.965,72.22
6.617,1.868,191.053,89.325,7.925,52.732,73.298
6.645,2.103,190.631,89.285,7.895,54.386,72.883
6.672,2.074,190.538,88.991,7.895,52.803,73.913
6.7,2.109,190.574,89.099,7.895,53.984,72.961
6.726,1.939,188.612,89.268,7.91,50.803,73.988
6.751,1.866,189.599,89.364,7.91,50.37,72.546
6.778,2.048,191.197,88.884,7.91,51.734,72.307
6.803,1.911,191.327,89.065,7.91,53.327,73.697
6.828,1.844,190.424,88.679,7.925,51.132,72.114
6.854,1.949,190.331,89.034,7.925,51.395,71.893
6.88,1.952,191.152,88.968,7.91,50.215,70.262
6.907,2.028,191.431,89.099,7.925,50.13,69.383
6.928,2.035,191.221,88.982,7.941,49.776,70.957
6.98,3.014,135.628,26.207,9.578,42.454,39.892
7.009,4.403,142.714,39.231,9.471,42.988,42.017
7.03,1.582,143.206,56.279,9.318,47.834,54.392
7.053,1.146,141.904,54.927,9.165,49.159,50.67
7.076,1.14,141.159,53.424,9.012,47.89,48.524
7.1,1.822,152.39,66.628,8.935,51.52,59.131
7.125,1.843,170.175,85.881,8.843,53.007,72.166
7.15,1.929,189.462,91.973,8.797,53.31,72.785
7.173,2.165,192.971,91.329,8.752,54.366,72.859
7.195,2.301,193.926,91.38,8.736,52.87,73.273
7.218,2.217,192.211,90.47,8.706,53.724,72.045
7.239,2.255,193.028,90.456,8.69,54.607,71.71
7.264,2.293,194.873,90.749,8.675,53.852,70.727
7.284,2.168,194.614,89.812,8.675,52.247,70.851
7.308,2.217,193.617,89.583,8.66,50.976,70.113
7.329,2.296,191.594,89.166,8.644,51.895,68.882
7.355,2.447,190.905,89.063,8.644,55.287,70.465
7.376,2.298,191.037,88.686,8.629,54.529,68.304
7.4,2.233,190.829,89.107,8.644,53.473,68.359
7.423,2.204,191.112,89.038,8.644,54.429,69.942
7.45,2.073,190.614,89.505,8.644,52.634,69.787
7.477,1.975,191.323,89.505,8.629,53.437,71.433
7.504,2.042,191.141,89.216,8.614,56.602,69.963
7.53,1.903,190.976,89.376,8.614,54.18,68.179
7.556,2.036,191.278,89.078,8.599,52.44,69.706
7.577,2.214,190.667,88.759,8.614,52.154,70.991
7.602,2.301,190.517,88.868,8.599,55.05,71.988
7.622,2.15,190.87,88.886,8.599,56.77,70.287
7.645,2.201,191.137,89.323,8.599,57.279,71.556
7.674,2.161,189.356,89.536,8.614,57.229,72.576
7.702,2.175,190.917,88.935,8.583,57.478,71.744
7.73,2.072,192.029,89.249,8.568,56.792,73.747
7.756,1.97,191.171,88.755,8.568,53.116,67.745
7.783,2.032,190.563,89.191,8.583,53.487,69.489
7.81,2,190.833,88.812,8.553,53.43,68.563
7.831,2.296,190.947,89.024,8.537,52.749,67.894
7.853,2.041,190.794,88.998,8.553,51.312,68.745
7.88,2.032,191.341,88.738,8.553,51.724,66.63
7.907,2.074,190.311,89.315,8.537,52.021,66.93
7.929,1.985,191.355,89.057,8.522,51.523,67.532
7.955,1.995,190.567,88.961,8.553,51.157,65.772
7.982,2.048,191.29,88.984,8.568,50.862,64.966
8.009,2.052,191.727,88.955,8.568,50.669,64.523
8.036,2.046,191.14,88.954,8.553,53.773,65.033
8.062,1.943,190.607,89.033,8.537,58.468,65.7
8.084,2.296,191.294,86.081,8.537,60.661,63.074
8.108,2.309,190.374,85.413,8.553,60.428,63.255
8.136,2.09,190.885,82.208,8.583,63.885,58.145
8.163,2.061,190.596,76.691,8.568,66.049,54.607
8.19,1.991,190.054,74.239,8.553,63.365,52.458
8.213,2.438,191.278,79.156,8.537,58.762,56.686
8.238,2.348,190.69,86.13,8.553,56.677,66.713
8.266,2.114,190.279,88.53,8.553,54.2,67.03
8.287,2.051,190.425,88.674,8.568,52.683,67.701
8.308,2.261,190.491,88.895,8.568,52.644,69.499
8.331,2.121,190.778,88.747,8.553,53.65,68.67
8.352,2.264,190.714,88.713,8.537,53.058,68.46
8.374,2.097,190.983,89.122,8.553,53.569,69.94
8.396,2.374,191.131,88.711,8.553,53.486,69.408
8.419,2.109,191.281,88.984,8.568,53.956,69.395
8.439,2.173,190.665,89.204,8.553,54.73,70.486
8.462,2.113,190.742,88.882,8.568,54.544,70.771
8.489,2.035,190.575,89.221,8.568,53.336,71.192
8.516,2.077,190.881,89.131,8.568,52.17,68.389
8.545,2.097,190.546,88.946,8.568,53.626,68.583
8.572,2.108,191.076,88.955,8.553,53.458,68.143
8.592,2.177,191.102,88.995,8.522,53.887,69.411
8.615,2.168,190.693,88.997,8.537,53.256,70.248
8.636,1.993,191.081,89.014,8.553,53.969,68.322
8.661,1.888,190.264,89.024,8.568,54.511,67.961
8.682,2.223,190.879,88.578,8.553,55.16,69.375
8.704,2.105,191.177,88.824,8.522,54.283,68.227
8.725,2.173,190.935,88.946,8.522,54.639,67.57
8.746,1.965,190.683,89.055,8.568,55.326,69.394
8.769,1.783,190.878,89.013,8.568,54.418,68.454
8.795,1.888,190.467,89.093,8.553,53.589,68.546
8.821,1.994,190.765,89.057,8.553,52.782,68.875
8.848,2.035,189.965,89.293,8.568,53.922,69.107
8.871,1.763,191.195,88.95,8.537,57.214,70.712
8.896,1.54,190.59,89.51,8.537,57.739,69.505
8.919,1.367,190.836,87.803,8.537,58.72,67.264
8.941,1.382,191.026,89.061,8.553,56.837,71.182
8.965,1.473,190.922,89.096,8.553,56.812,69.986
8.989,1.505,190.571,88.935,8.537,54.681,70.087
9.01,1.431,190.619,89.381,8.522,53.955,71.197
9.033,1.918,190.183,88.209,8.537,57.481,69.392
9.056,2.129,190.338,88.373,8.537,55.935,68.528
9.077,2.064,190.388,88.482,8.553,52.893,68.496
9.105,2.106,190.271,88.59,8.553,52.863,67.567
9.133,2.116,190.718,88.386,8.553,54.463,69.644
9.16,2.041,190.557,88.676,8.568,55.014,68.845
9.187,2.029,191.001,88.707,8.537,55.35,68.854
9.215,2.058,189.42,88.962,8.491,51.524,69.158
9.243,2.103,190.887,89.074,8.384,52.526,69.918
9.27,2.042,189.717,89.12,8.308,52.479,68.694
9.29,2.155,191.455,89.191,8.216,52.797,68.452
9.312,2.033,191.374,88.877,8.124,55.302,69.757
9.338,1.952,190.609,88.768,8.033,53.693,69.396
9.365,2.078,190.571,88.848,7.987,50.997,68.5
9.387,2.099,190.972,89.358,7.941,50.207,71.384
9.415,2.066,191.075,89.036,7.91,49.918,71.151
9.443,2.154,190.768,88.839,7.834,50.576,71.038
9.471,2.098,190.798,88.751,7.818,51.683,69.534
9.491,2.187,190.448,89.184,7.803,52.312,70.071
9.514,2.081,190.983,89.188,7.772,53.055,72.523
9.542,2.141,191.097,88.851,7.757,50.791,71.574
9.57,2.055,190.665,88.562,7.742,51.614,71.076
9.59,2.159,191.014,89.054,7.727,51.023,70.702
9.612,2.125,190.955,89.17,7.742,51.834,71.578
9.632,2.155,190.464,88.801,7.742,52.714,72.594
9.654,1.98,190.192,89.034,7.757,52.028,69.716
9.674,2.186,191.216,89.124,7.727,52.531,70.991
9.695,2.063,191.431,89.345,7.727,52.495,72.951
9.716,1.946,191.353,89.05,7.711,52.428,70.363
9.743,2.048,190.85,89.053,7.727,51.348,70.909
9.763,2.182,190.823,88.981,7.711,53.73,73.327
9.785,2.057,190.642,88.487,7.696,53.141,71.532
9.812,2.007,190.534,89.035,7.711,52.99,71.164
9.84,2.061,191.344,89.413,7.711,50.914,72.914
9.865,1.933,191.282,89.071,7.711,53.092,70.731
9.894,2.115,190.807,89.143,7.681,53.228,73.544
9.921,2.045,191.083,88.764,7.681,51.184,72.128
9.941,2.15,190.793,89.083,7.681,52.648,72.941
9.963,2.054,190.748,89.073,7.696,51.36,73.001
9.989,2.04,191.014,89.029,7.696,52,71.124
10.018,2.171,191.035,88.93,7.696,52.035,73.074
10.046,2.08,190.823,88.962,7.711,53.295,71.575
10.067,2.255,191.224,88.596,7.711,52.744,70.863
10.09,2.173,191.519,89.252,7.681,53.631,73.284
10.111,2.255,190.911,88.538,7.681,53.056,72.25
10.139,2.624,190.804,87.911,7.681,58.169,70.397
10.159,3.042,185.831,83.191,7.696,61.466,65.401
10.181,2.31,176.008,78.682,7.711,60.265,64.991
10.201,1.941,184.577,85.269,7.727,58.719,71.247
10.222,1.585,190.355,89.135,7.711,56.886,71.676
10.244,1.607,191.053,89.571,7.681,56.376,74.75
10.268,1.397,190.718,89.686,7.696,53.503,76.286
10.29,1.383,191.763,89.461,7.711,53.557,71.294
10.314,1.393,191.262,89.034,7.696,53.131,70.656
10.336,1.398,191.527,89.13,7.681,53.518,75.444
10.358,1.256,191.687,89.028,7.65,53.309,71.464
10.383,1.246,188.654,89.14,7.65,53.673,71.551
10.403,1.262,190.293,89.176,7.635,53.819,72.16
10.425,1.249,191.739,89.121,7.665,55.965,70.336
10.448,1.155,191.109,89.311,7.681,55.874,70.319
10.468,1.187,190.631,89.402,7.65,58.204,72.369
10.491,1.432,191.038,88.337,7.65,58.938,68.754
10.512,1.606,191.188,86.699,7.681,59.973,66.242
10.532,1.508,190.822,88.192,7.681,55.569,70.116
10.556,1.408,190.252,88.91,7.681,53.099,69.514
10.577,1.277,190.627,89.427,7.681,51.238,66.991
10.6,1.349,190.496,89.012,7.681,52.675,65.503
10.63,2.508,133.125,26.848,10.129,60.797,39.985
10.663,4.068,142.373,44.536,8.813,45.355,45.782
10.686,0.871,140.476,56.082,8.66,53.842,53.434
10.707,1.014,140.969,53.273,8.553,52.603,50.227
10.728,1.029,137.863,52.585,8.476,51.372,49.579
10.749,1.037,141.7,58.602,8.415,52.949,54.049
10.771,1.422,163.026,81.356,8.369,57.892,71.436
10.793,1.263,187.033,91.964,8.308,56.02,75.886
10.814,1.265,190.161,91.302,8.308,56.351,75.308
10.835,1.273,190.201,89.655,8.277,57.059,72.438
10.859,1.507,190.365,86.437,8.277,62.046,69.776
10.885,1.922,188.796,79.636,8.262,64.868,64.046
10.913,2.645,189.86,68.518,8.262,70.122,52.624
10.934,3.24,181.804,66.056,8.277,66.137,50.427
10.955,3.074,176.329,69.696,8.293,63.537,56.336
10.983,2.118,173.695,78.363,8.277,64.608,66.133
11.01,1.991,187.533,78.014,8.247,63.408,62.531
11.037,2.048,189.966,81.256,8.231,59.667,63.051
11.065,2.087,189.931,85.604,8.231,58.585,67.386
11.086,2.013,190.355,87.526,8.216,58.76,68.916
11.107,2.223,190.439,88.023,8.231,56.235,69.844
11.133,1.976,190.202,88.935,8.231,54.673,72.48
11.154,1.995,190.047,89.229,8.216,53.32,71.551
11.179,1.896,190.392,88.865,8.216,52.332,69.131
11.206,2.048,190.378,88.964,8.231,53.044,71.601
11.233,2.025,190.771,88.973,8.247,53.457,72.905
11.259,1.943,190.662,88.983,8.231,54.103,72.785
11.284,1.895,190.183,88.708,8.216,54.407,71.802
11.31,1.94,190.517,88.789,8.201,56.963,72.104
11.336,1.975,190.689,89.304,8.201,57.033,73.076
11.364,2.07,190.269,89.077,8.216,55.918,72.969
11.39,1.937,190.14,89.236,8.216,53.96,74.905
11.413,1.766,190.361,88.966,8.231,51.318,69.094
11.438,1.857,189.969,88.732,8.216,50.489,69.147
11.458,1.954,189.942,89.132,8.216,52.719,72.589
11.483,1.842,189.724,88.704,8.201,53.271,69.071
11.512,2.195,190.043,88.69,8.216,53.737,70.06
11.532,2.191,189.842,88.858,8.216,54.775,68.638
11.555,2.133,190.284,89.027,8.216,55.669,68.936
11.581,1.959,190.656,89.114,8.201,53.534,69.713
11.607,1.943,190.468,89.118,8.231,52.111,67.587
11.635,2.096,190.431,88.959,8.231,52.288,66.065
11.662,2.054,190.041,89.048,8.247,52.043,66.014
11.682,2.146,190.014,89.119,8.247,53.73,66.43
11.705,2.114,190.789,88.842,8.231,54.768,67.089
11.732,2.026,190.495,89.034,8.247,55.029,65.994
11.754,2.123,191.223,89.043,8.247,55.141,66.142
11.78,2.003,190.876,89.432,8.247,56.689,67.398
11.801,2.214,190.594,88.57,8.262,55.887,65.528
11.824,2.157,190.626,88.814,8.277,57.457,66.286
11.844,2.177,190.791,89.451,8.262,58.567,67.514
11.866,2.053,190.189,89.002,8.262,58.866,67.965
11.889,1.433,190.373,82.542,8.277,64.781,64.991
11.913,1.347,190.43,82.274,8.277,60.435,61.795
11.936,1.732,190.97,84.186,8.262,62.601,65.856
11.961,1.93,190.323,77.087,8.262,66.531,59.845
11.984,1.7,191.448,80.765,8.262,60.504,64.749
12.005,1.32,190.327,86.501,8.262,59.54,70.095
12.029,1.432,190.507,85.978,8.277,63.828,71.734
