Depth,PenRate,PercPress,FeedPress,FlushAirPress,RotPress,DampPress
12.053,1.751,190.519,78.696,8.247,63.241,60.63
12.074,1.358,190.783,86.528,8.262,54.64,69.197
12.095,1.01,190.017,88.971,8.277,52.871,73.094
12.122,1.568,190.582,87.397,8.293,61.925,68.998
12.144,1.633,190.827,81.484,8.293,61.47,62.662
12.169,1.898,191.082,85.274,8.262,55.965,64.923
12.189,1.935,190.52,88.171,8.247,55.806,69.538
12.215,1.951,191.195,88.634,8.247,55.802,71.967
12.239,1.844,190.964,88.602,8.293,54.415,69.727
12.266,1.995,190.015,89.111,8.277,57.366,70.058
12.291,1.927,190.479,88.958,8.277,56.468,70.445
12.318,2.026,191.342,89.104,8.262,56.301,68.955
12.346,2.096,190.106,88.879,8.247,57.697,71.68
12.375,2.115,190.135,87.445,8.277,58.53,67.9
12.403,2.163,190.774,87.895,8.277,56.823,69.158
12.431,2.093,190.098,88.687,8.277,56.364,69.794
12.458,2.019,190.986,88.803,8.277,56.3,69.967
12.484,1.978,190.75,89.111,8.262,56.614,69.875
12.506,2.083,190.134,88.828,8.277,56.769,70.045
12.532,1.9,190.106,88.568,8.277,55.293,70.293
12.558,2.035,190.337,88.651,8.277,53.412,68.601
12.586,2.092,190.126,88.819,8.262,52.458,69.295
12.613,2.048,190.449,88.883,8.262,52.258,69.603
12.641,2.083,190.775,89.261,8.262,53.708,69.311
12.661,2.155,190.58,89.034,8.293,54.419,71.517
12.683,2.069,190.653,88.848,8.277,54.115,69.183
12.711,2.042,190.933,89.001,8.277,54.147,69.152
12.738,2.045,190.67,88.961,8.262,54.496,69.857
12.764,1.995,191.457,89.1,8.247,54.085,69.822
12.791,2.045,190.052,89.038,8.277,55.485,72.514
12.818,2.022,190.241,88.525,8.277,56.071,69.838
12.84,2.064,190.456,88.873,8.277,55.93,69.325
12.868,2.134,190.603,88.822,8.277,56.874,70.145
12.889,2.25,190.935,88.931,8.262,55.418,70.473
12.914,2.357,190.705,88.82,8.247,53.985,73.015
12.934,2.164,190.272,89.013,8.247,52.606,69.406
12.96,2.401,190.425,89.09,8.231,52.901,69.152
12.982,2.31,190.683,88.886,8.231,52.118,71.704
13.005,2.197,190.341,89.222,8.247,51.233,70.588
13.034,2.157,190.206,89.276,8.231,51.083,71.855
13.061,2.048,190.547,89.124,8.216,50.928,71.61
13.09,2.165,190.494,88.789,8.247,51.86,70.255
13.11,2.265,190.753,88.925,8.247,54.489,72.623
13.133,2.152,190.843,88.847,8.262,54.245,70.503
13.162,2.154,190.418,88.899,8.247,55.297,73.127
13.189,2.035,190.689,89.043,8.216,57.492,70.996
13.209,2.155,191.438,89.064,8.231,57.604,71.297
13.233,2.297,190.719,88.941,8.247,55.775,72.914
13.262,2.182,190.22,88.96,8.262,59.665,72.882
13.29,2.029,190.439,84.975,8.247,59.352,69.605
13.31,1.949,190.425,85.939,8.262,59.444,67.777
13.333,1.931,190.689,84.996,8.247,60.689,67.888
13.354,1.925,190.97,85.209,8.247,60.362,70.142
13.375,2.012,190.276,87.338,8.247,56.083,69.686
13.4,1.883,190.495,88.924,8.231,52.926,72.041
13.425,1.864,190.954,89.024,8.247,53.764,75.654
13.446,1.642,191.149,88.794,8.231,54.261,72.52
13.469,1.668,190.806,89.357,8.247,51.818,72.712
13.491,1.703,190.669,88.964,8.247,52.816,74.914
13.513,1.588,190.76,89.048,8.247,52.369,73.919
13.533,1.553,190.997,88.763,8.231,50.382,70.52
13.557,1.751,191.061,89.097,8.247,50.662,74.664
13.581,1.815,190.46,88.943,8.216,51.593,73.921
13.606,1.908,190.49,88.905,8.247,53.441,74.042
13.632,1.945,190.669,88.627,8.247,53.739,72.212
13.653,2.002,190.258,88.95,8.231,52.872,71.63
13.679,1.945,190.844,88.828,8.216,51.621,73.891
13.703,1.825,190.484,89.188,8.247,50.644,72.079
13.727,1.847,190.506,89.206,8.247,51.575,72.472
13.752,1.828,190.5,89.182,8.231,52.474,73.771
13.777,1.857,190.27,89.255,8.231,53.974,74.1
13.801,1.837,190.715,89.129,8.231,53.829,74.936
13.825,1.828,190.055,88.955,8.231,52.618,71.131
13.851,1.908,190.004,88.802,8.247,53.728,71.445
13.876,1.873,190.552,89.197,8.231,51.426,73.082
13.901,1.907,190.408,88.8,8.231,51.957,73.596
13.926,1.877,190.567,88.721,8.231,52.07,73.557
13.951,1.893,190.697,88.868,8.247,52.251,71.36
13.972,1.945,190.471,88.899,8.247,51.425,70.796
13.998,1.981,190.744,88.672,8.216,51.73,73.147
14.023,1.923,190.508,88.63,8.231,51.162,71.865
14.05,1.978,187.08,88.957,8.231,53.584,72.994
14.077,2.026,190.584,88.453,8.216,52.419,70.353
14.104,2.064,190.033,88.749,8.216,50.609,69.858
14.132,2.052,190.664,88.409,8.201,50.239,70.279
14.152,2.228,190.516,88.645,8.186,51.649,70.58
14.175,2.146,191.223,88.295,8.201,53.37,68.532
14.195,2.177,191.382,89.094,8.201,54.2,69.516
14.219,2.237,190.849,89.438,8.201,53.622,69.285
14.246,2.042,190.901,89.025,8.186,53.013,68.961
14.289,2.68,134.667,25.575,10.037,41.794,39.565
14.309,5.134,135.663,27.537,9.96,41.466,40.045
14.333,3.598,143.314,43.728,9.868,47.199,44.039
14.354,1.534,143.691,56.107,9.715,51.958,56.434
14.376,1.409,141.463,54.914,9.532,51.583,53.236
14.401,1.464,140.598,52.986,9.364,51.883,50.715
14.426,1.884,149.17,63.256,9.257,54.324,58.749
14.455,2.153,166.651,82.536,9.18,54.699,71.925
14.475,2.223,179.645,90.628,9.088,57.273,78.451
14.498,2.141,191.723,91.966,9.012,57.19,76.157
14.52,2.301,193.767,92.07,8.981,55.946,75.648
14.545,2.425,191.076,90.703,8.966,56.795,76.082
14.567,2.26,193.199,90.535,8.92,57.503,74.157
14.591,2.285,196.083,90.509,8.889,55.27,72.412
14.614,2.47,194.476,89.949,8.889,54.942,74.266
14.64,2.4,193.846,89.422,8.874,54.053,73
14.661,2.363,193.536,89.698,8.843,54.979,72.45
14.687,2.443,194.679,89.416,8.828,56.267,71.331
14.712,2.362,191.986,89.521,8.813,57.127,71.885
14.735,2.469,191.036,89.73,8.813,55.047,74.299
14.758,2.195,190.561,89.537,8.797,52.655,71.468
14.779,2.223,190.689,89.191,8.782,54.814,71.368
14.807,2.624,191.761,88.804,8.767,58.139,72.53
14.831,2.575,189.536,88.381,8.767,55.55,73.347
14.853,2.101,190.261,88.838,8.752,54.594,72.756
14.88,2.036,191.24,89.29,8.752,53.649,74.517
14.906,1.936,190.997,89.556,8.736,56.369,76.036
14.933,1.981,190.799,89.915,8.752,56.666,77.331
14.959,1.991,190.697,89.439,8.736,56.035,76.944
14.984,1.843,189.823,89.172,8.721,57.408,76.443
15.009,1.912,190.106,88.322,8.69,61.265,74.34
15.03,2.038,191.177,83.365,8.706,62.413,69.395
15.051,2.221,191.511,80.97,8.706,60.474,68.383
15.073,2.089,190.611,85.395,8.721,55.891,67.647
15.094,2.219,191.004,88.244,8.721,56.711,70.996
15.119,2.369,190.824,88.572,8.706,57.857,73.21
15.14,2.228,191.382,87.211,8.69,58.953,69.848
15.166,2.488,191.288,87.196,8.69,59.492,69.351
15.191,2.625,191.105,86.808,8.721,59.222,67.902
15.217,2.444,190.145,86.353,8.706,58.444,67.71
15.238,2.246,190.209,88.111,8.721,57.475,70.288
15.26,2.117,190.821,88.916,8.706,55.91,70.222
15.281,2.177,191.305,89.013,8.706,55.114,69.746
15.304,2.229,191.106,88.76,8.721,55.089,70.637
15.332,2.119,191.53,89.304,8.721,54.329,69.669
15.359,2.052,190.59,89.509,8.721,51.396,69.806
15.381,2.083,191.215,89.489,8.721,52.657,69.381
15.409,2.099,190.29,89.312,8.706,55.853,68.727
15.43,2.173,190.694,89.067,8.706,55.69,69.498
15.453,2.153,190.718,88.83,8.706,54.75,67.34
15.474,2.26,191.732,89.213,8.706,55.172,68.643
15.499,2.361,191.043,89.056,8.706,56.711,69.876
15.519,2.173,190.874,88.854,8.69,54.471,68.207
15.545,2.424,190.939,88.819,8.69,55.243,69.882
15.568,2.438,190.839,89.121,8.675,55.824,70.043
15.594,2.484,190.495,88.21,8.706,55.853,69.611
15.617,2.446,190.562,88.637,8.675,55.583,72.021
15.641,2.31,191.313,88.819,8.69,54.247,71.822
15.663,2.362,190.906,88.76,8.69,53.435,72.784
15.689,2.471,190.906,88.88,8.69,55.82,75.434
15.709,2.186,190.983,89.188,8.69,55.933,73.136
15.733,2.268,191.023,89.526,8.675,56.042,72.795
15.754,2.223,190.399,89.124,8.675,55.681,74.444
15.778,2.201,190.343,88.926,8.675,54.94,73.137
15.798,2.155,190.922,88.953,8.675,53.591,71.267
15.821,2.221,190.972,89.171,8.675,54.203,72.558
15.842,2.219,190.503,88.709,8.675,53.502,71.002
15.866,2.245,190.984,88.892,8.675,54.072,71.307
15.886,2.178,191.751,89.351,8.675,55.081,71.5
15.91,2.249,190.78,89.537,8.675,53.438,71.936
15.939,2.141,190.724,88.842,8.675,53.569,72.901
15.961,2.067,190.897,89.061,8.675,52.647,70.354
15.989,2.155,190.962,88.592,8.69,54.34,69.599
16.01,2.284,190.596,89.059,8.675,54.463,72.509
16.034,2.173,190.845,88.935,8.69,54.853,71.04
16.054,2.252,190.618,89.292,8.675,57.364,70.533
16.077,2.121,191.188,89.2,8.675,57.612,72.272
16.097,2.191,190.729,89.274,8.675,57.199,72.409
16.119,2.049,190.712,88.92,8.675,56.285,71.683
16.139,2.169,190.57,88.984,8.675,57.411,72.448
16.162,2.113,190.85,89.077,8.675,55.82,70.938
16.189,2.013,190.953,88.788,8.675,53.675,72.254
16.216,2.029,190.389,89.073,8.675,52.29,71.152
16.244,2.137,190.836,88.934,8.69,51.149,71.02
16.266,2.111,191.673,88.944,8.675,53.714,72.13
16.288,2.335,191.392,88.568,8.675,53.957,71.016
16.313,2.379,191.037,88.579,8.675,55.428,73.062
16.335,2.341,190.972,89.012,8.675,56.122,72.332
16.361,2.452,191.048,89.073,8.69,55.941,72.055
16.384,2.543,191.204,88.942,8.69,55.764,72.662
16.41,2.357,190.993,88.953,8.69,55.587,71.394
16.433,2.479,191.372,88.631,8.675,55.988,70.982
16.458,2.412,191.171,89.119,8.69,58.184,72.26
16.482,2.561,191.347,88.244,8.69,58.053,70.869
16.509,2.504,190.527,87.217,8.69,57.527,70.156
16.531,2.319,191.232,88.292,8.69,56.581,70.704
16.556,2.412,190.904,88.892,8.69,53.632,71.502
16.578,2.31,191.187,89.335,8.69,51.048,74.777
16.601,2.196,191.083,88.892,8.69,51.134,71.03
16.622,2.247,191.448,89.413,8.69,52.547,71.364
16.646,2.354,191.286,89.45,8.69,54.223,72.986
16.671,2.332,190.983,89.096,8.69,53.142,71.775
16.693,2.374,191.605,88.849,8.69,53.888,73.094
16.719,2.416,191.407,88.814,8.69,54.26,73.139
16.742,2.397,191.677,89.274,8.69,54.543,73.687
16.768,2.472,191.272,88.772,8.69,54.493,73.794
16.789,2.287,190.814,88.933,8.69,54.618,71.869
16.816,2.556,190.66,88.908,8.69,55.733,72.003
16.839,2.41,190.483,88.232,8.69,55.544,71.478
16.865,2.416,190.816,89.195,8.69,53.8,73.481
16.886,2.228,190.811,89.132,8.706,53.297,73.253
16.91,2.355,190.655,88.847,8.706,52.562,72.382
16.931,2.2,191.381,89.34,8.69,51.316,74.092
16.955,2.228,191.075,88.932,8.675,53.578,74.955
16.984,2.263,190.631,88.908,8.69,54.176,71.985
17.005,2.286,190.59,88.915,8.675,54.229,72.548
17.031,2.392,190.455,89.122,8.675,54.996,73.097
17.054,2.484,190.806,88.737,8.675,53.3,72.441
17.08,2.452,190.711,88.916,8.675,54.075,74.577
17.101,2.228,191.303,89.146,8.66,53.867,73.972
17.126,2.317,191.454,89.19,8.69,53.544,73.461
17.146,2.196,191.305,89.051,8.66,51.714,74.552
17.168,2.081,191.103,88.825,8.675,51.076,73.107
17.189,2.196,191.247,89.254,8.66,52.325,72.954
17.212,2.109,190.995,88.736,8.66,51.152,74.491
17.241,2.256,191.762,88.793,8.675,52.932,73.536
17.264,2.18,191.075,89.02,8.66,53.787,75.339
17.292,2.126,190.808,89.011,8.66,53.638,73.779
17.312,2.165,191.25,89.113,8.675,54.474,73.504
17.335,2.176,191.136,88.719,8.66,54.212,74.57
17.365,2.195,191.482,89.249,8.66,54.157,72.777
17.385,2.232,190.954,89.191,8.675,52.997,71.758
17.409,2.245,191.171,89.203,8.66,52.885,74.329
17.431,2.319,191.38,88.778,8.66,51.589,74.467
17.452,2.005,191.045,88.695,8.66,52.063,73.078
17.472,2.15,191.638,88.963,8.66,52.016,74.139
17.496,2.169,191.69,88.903,8.675,51.547,72.386
17.516,2.146,191.457,88.671,8.66,52.092,71.341
17.541,2.352,191.408,88.879,8.675,53.616,71.422
17.564,2.487,191.451,88.754,8.69,54.305,72.285
17.589,2.388,191.577,89.23,8.675,55.266,75.056
17.612,2.18,191.6,89.068,8.69,53.189,71.71
17.64,2.139,190.737,89.316,8.69,50.854,72.21
17.668,2.074,191.077,89.027,8.675,51.629,72.649
