Depth,PenRate,PercPress,FeedPress,FlushAirPress,RotPress,DampPress
11.884,2.283,191.004,88.839,9.012,56.131,64.878
11.908,2.278,191.422,88.97,8.996,56.167,68.022
11.932,2.233,191.565,88.957,8.996,58.205,67.811
11.954,2.45,191.937,88.708,9.027,57.322,67.448
11.979,2.278,191.313,89.365,9.042,57.35,69.771
11.999,2.196,191.264,89.036,9.027,57.797,68.788
12.024,2.361,191.416,89.053,9.042,56.99,69.274
12.046,2.346,191.625,88.795,9.042,56.541,70.681
12.07,2.281,191.084,89.211,9.042,57.103,69.275
12.092,2.292,191.529,88.957,9.058,56.696,68.869
12.117,2.408,191.4,89.066,9.058,54.669,71.363
12.138,2.177,191.893,89.08,9.073,55.005,71.629
12.161,2.197,191.977,88.669,9.073,56.172,69.773
12.183,2.351,191.582,89.248,9.073,57.093,71.526
12.209,2.408,191.647,88.721,9.088,57.095,69.445
12.231,2.386,192.298,89.139,9.073,57.386,70.188
12.256,2.338,191.606,89.119,9.104,56.768,69.259
12.28,2.354,191.823,89.204,9.104,56.255,69.294
12.302,2.348,191.878,88.782,9.119,56.564,70.948
12.326,2.259,191.451,89.212,9.073,56.18,68.684
12.347,2.251,192.298,89.166,9.058,55.396,67.887
12.373,2.396,192.015,89.052,9.073,55.477,70.025
12.394,2.273,191.821,88.932,9.088,55.405,68.156
12.418,2.301,191.839,89.008,9.088,55.627,67.532
12.44,2.314,192.132,88.399,9.073,61.88,67.94
12.465,2.337,191.549,84.353,9.073,60.803,63.718
12.486,2.296,191.474,84.143,9.073,60.53,63.49
12.511,2.365,191.37,84.241,9.073,59.597,61.998
12.536,2.671,191.475,85.815,9.073,59.145,63.53
12.563,2.552,186.539,84.606,9.088,60.185,64.286
12.588,2.667,188.964,85.395,9.104,58.338,64.246
12.613,2.35,191.298,87.508,9.104,56.202,67.091
12.636,2.152,191.684,88.89,9.073,56.735,68.262
12.657,2.317,191.817,89.007,9.073,56.38,68.321
12.682,2.368,192.21,88.816,9.088,56.416,70.025
12.704,2.296,191.573,88.867,9.073,56.25,67.839
12.729,2.421,191.609,88.873,9.088,56.808,68.045
12.753,2.497,192.156,89.264,9.073,57.159,70.819
12.778,2.337,191.918,88.849,9.042,56.256,68.553
12.799,2.296,191.862,88.89,9.073,55.654,69.6
12.823,2.257,192.022,89.193,9.073,56.478,70.287
12.846,2.46,191.663,88.956,9.073,57.15,69.354
12.873,2.472,191.733,88.708,9.073,58.882,69.876
12.894,2.337,191.749,88.156,9.042,58.063,68.535
12.921,2.495,191.511,88.311,9.042,57.949,69.32
12.942,2.318,191.257,89.191,9.012,58.128,71.494
12.968,2.436,191.014,88.613,9.042,57.901,68.639
12.988,2.224,191.199,88.533,9.042,58.498,68.329
13.012,2.232,191.619,89.007,9.042,57.772,69.671
13.036,2.293,191.968,89.099,9.012,57.636,69.046
13.058,2.287,192.228,88.934,9.012,57.919,70.582
13.078,2.214,191.575,88.323,9.042,57.651,68.66
13.102,2.241,191.677,88.119,9.027,59.214,69.685
13.124,2.36,191.415,88.038,9.012,57.822,70.024
13.147,2.117,191.785,89.042,9.012,57.54,69.788
13.169,2.328,191.608,89.047,9.012,57.989,70.017
13.193,2.257,191.637,88.798,9.027,58.504,72.194
13.214,2.278,191.62,88.636,9.027,56.688,69.276
13.238,2.262,191.295,88.76,8.996,56.277,69.314
13.263,2.394,191.586,89,9.012,57.176,71.332
13.285,2.39,191.332,88.92,9.042,57.027,71.332
13.308,2.225,191.92,88.835,9.027,57.346,71.409
13.33,2.3,191.636,88.99,9.027,56.882,70.022
13.356,2.46,191.682,89.058,9.027,56.21,70.516
13.379,2.419,191.37,89.205,9.012,55.668,72.24
13.403,2.297,191.527,88.986,9.027,55.473,70.411
13.426,2.397,191.63,88.985,9.012,56.867,70.429
13.452,2.456,191.794,89.228,9.027,57.268,72.879
13.474,2.36,191.544,88.696,9.027,56.713,70.749
13.498,2.259,191.363,88.96,8.996,56.719,70.711
13.521,2.453,191.413,88.835,8.996,57.084,71.771
13.546,2.413,191.987,89.189,8.996,56.019,72.219
13.567,2.211,191.769,89.009,9.012,56.81,71.836
13.591,2.326,191.932,88.774,8.996,56.586,70.883
13.616,2.293,191.808,88.723,8.996,56.3,71.842
13.638,2.473,191.568,89.102,9.012,57.512,74.67
13.662,2.255,191.826,88.993,9.012,56.502,71.437
13.684,2.291,191.515,88.751,9.012,57.876,69.712
13.709,2.341,191.44,88.607,8.996,58.334,71.266
13.731,2.433,191.501,88.112,8.996,58.803,70.019
13.756,2.317,191.922,88.416,9.027,58.241,71.058
13.777,2.251,191.249,88.048,9.042,58.168,71.098
13.802,2.36,191.318,88.271,9.027,58.593,70.685
13.825,2.433,191.604,86.968,9.027,60.009,70.061
13.851,2.46,191.278,85.497,9.042,59.911,65.116
13.874,2.47,191.99,85.937,9.042,59.074,66.039
13.898,2.279,192.086,86.471,9.042,61.093,68.649
13.926,2.982,191.093,80.425,9.012,73.035,60.684
13.955,4.407,174.861,65.955,9.104,70.687,52.883
13.977,2.051,145.126,44.649,9.149,61.715,46.191
14.006,2.758,148.37,50.989,9.088,63.08,47.363
14.026,2.223,160.007,62.64,9.073,64.994,54.425
14.051,2.289,176.762,74.312,9.058,64.665,60.987
14.074,2.497,185.591,77.221,9.042,62.954,61.503
14.106,2.972,185.089,78.27,9.027,62.349,59.553
14.127,3.176,174.221,73.364,9.027,68.447,56.682
14.149,3.246,167.369,69.005,9.042,67.874,54.705
14.172,3.464,159.537,64.545,9.073,66.108,51.04
14.194,3.285,151.495,60.564,9.088,63.979,49.372
14.215,3.183,149.637,59.335,9.073,64.301,48.258
14.238,2.47,154.103,65.175,9.073,62.895,54.91
14.267,2.756,166.064,75.776,9.073,64.214,60.81
14.29,2.442,175.587,78.841,9.058,62.056,58.695
14.318,4.14,137.41,25.161,10.71,47.953,39.354
14.351,5.057,143.307,33.749,10.618,48.78,40.614
14.372,2.242,143.662,54.194,10.496,54.227,55.302
14.395,1.332,141.534,56.826,10.297,54.771,54.526
14.418,1.395,141.532,54.885,10.159,57.118,52.18
14.439,1.591,141.854,53.876,10.052,56.737,51.195
14.46,1.974,151.527,68.486,9.96,57.837,60.411
14.485,1.948,170.321,87.149,9.868,56.621,72.751
14.511,1.974,189.95,92.802,9.792,56.603,78.452
14.532,2.215,193.391,92.41,9.746,55.878,75.949
14.554,2.045,194.28,91.65,9.715,55.715,72.882
14.574,2.12,193.953,90.808,9.67,56.012,75.73
14.597,2.189,194.014,90.273,9.654,54.889,74.653
14.624,2.013,192.28,90.47,9.608,54.7,75.269
14.65,1.984,190.196,89.561,9.593,54.711,74.332
14.679,2.179,190.54,89.169,9.563,54.578,72.532
14.703,2.538,191.854,88.7,9.563,57.162,72.087
14.727,2.309,191.374,89.118,9.563,56.634,72.494
14.756,2.172,191.807,88.949,9.532,57.043,74.55
14.779,2.107,191.209,89.17,9.532,59.205,71.844
14.799,2.187,191.467,88.522,9.532,58.772,72.321
14.822,2.184,191.745,88.785,9.517,57.567,75.974
14.85,2.164,191.342,89.274,9.517,55.542,75.958
14.878,2.096,191.396,89.063,9.486,55.797,74.4
14.907,2.147,191.425,88.828,9.486,55.595,74.112
14.928,2.214,192.173,89.024,9.486,56.914,74.954
14.952,2.257,192.014,89.135,9.486,57.835,77.262
14.981,2.17,191.659,88.2,9.501,59.202,75.648
15.001,2.182,191.983,87.193,9.501,59.936,73.04
15.024,2.157,191.506,86.515,9.486,59.265,71.88
15.045,2.26,191.512,87.197,9.486,59.487,72.677
15.069,2.276,192.567,86.713,9.455,59.041,72.816
15.098,2.165,191.918,88.101,9.471,55.911,70.399
15.121,2.16,191.706,88.877,9.471,56.17,70.792
15.142,2.334,191.74,88.916,9.486,56.948,74.188
15.166,2.276,191.559,88.481,9.455,58.315,71.002
15.189,2.387,191.38,88.001,9.455,59.018,70.533
15.214,2.421,191.468,88.027,9.486,56.395,68.343
15.238,2.483,191.782,88.448,9.471,57.389,68.31
15.264,2.504,191.675,87.424,9.471,60.725,67.969
15.287,2.474,191.917,86.497,9.44,58.921,64.519
15.315,2.592,191.002,86.988,9.44,58.742,62.636
15.337,2.374,189.273,86.388,9.425,59.87,65.076
15.362,2.369,191.605,88.05,9.425,57.932,66.828
15.391,2.173,191.621,88.189,9.425,58.452,68.139
15.412,2.207,191.514,88.899,9.41,57.081,66.697
15.435,2.241,191.67,88.865,9.41,57.09,67.089
15.457,2.321,192.042,88.864,9.41,58.335,68.602
15.479,2.131,191.925,88.755,9.41,56.072,65.548
15.503,2.231,191.545,88.689,9.425,54.722,66.498
15.524,2.218,191.561,89.397,9.425,54.687,68.777
15.547,2.242,191.723,88.852,9.41,53.576,67.793
15.569,2.264,192.007,88.949,9.41,53.823,70.928
15.591,2.101,191.925,89.013,9.425,55.327,70.66
15.613,2.346,191.91,89.026,9.41,55.251,71.288
15.636,2.173,191.497,88.8,9.379,55.432,71.587
15.656,2.187,191.775,88.951,9.394,55.492,71.976
15.68,2.177,191.141,89.118,9.379,53.743,72.32
15.707,2.058,191.875,88.961,9.379,54.862,72.711
15.734,2.027,191.468,88.863,9.379,54.324,70.76
15.761,2.068,192.224,89.106,9.364,55.953,70.549
15.782,2.261,192.392,88.866,9.364,57.447,72.546
15.806,2.246,192.211,88.6,9.379,56.535,72.859
15.826,2.19,191.864,88.926,9.379,56.582,72.588
15.849,2.189,192.237,88.619,9.379,55.741,70.902
15.872,2.401,191.932,88.964,9.394,55.669,71.351
15.896,2.304,192.014,89.088,9.379,57.383,72.5
15.918,2.264,191.958,89.281,9.394,56.924,70.981
15.942,2.265,192.147,89.179,9.394,58.125,71.777
15.964,2.428,191.825,89.14,9.394,57.582,72.188
15.988,2.241,191.594,89.168,9.394,57.502,69.638
16.011,2.401,191.344,89.183,9.394,55.962,69.213
16.036,2.368,191.779,88.871,9.41,56.627,70.416
16.063,2.552,191.863,88.642,9.41,57.363,69.705
16.085,2.418,191.397,88.625,9.41,57.571,69.298
16.11,2.35,191.115,89.129,9.394,56.745,69.694
16.132,2.354,191.61,88.848,9.394,57.203,70.109
16.159,2.564,192.115,88.737,9.41,58.739,71.345
16.181,2.397,191.634,88.503,9.425,56.838,68.784
16.208,2.52,191.562,88.816,9.425,56.251,70.184
16.231,2.47,191.102,88.821,9.394,55.382,68.772
16.257,2.389,192.226,89.2,9.41,53.368,69.815
16.278,2.324,191.799,89.108,9.425,53.44,72.011
16.302,2.189,192.184,88.843,9.425,54.18,70.102
16.324,2.379,191.601,89.115,9.425,55.145,70.788
16.348,2.3,191.128,89.119,9.425,56.051,72.798
16.369,2.191,191.68,88.967,9.41,54.937,70.885
16.392,2.189,191.489,89.177,9.425,53.947,71.101
16.413,2.288,191.804,89.108,9.425,53.768,72.799
16.436,2.148,191.461,89.133,9.41,51.886,71.096
16.458,2.103,192.125,88.986,9.425,52.247,71.852
16.485,2.041,191.195,89.442,9.44,51.632,72.219
16.512,2.007,191.529,89.001,9.44,51.9,70.9
16.54,2.122,192.1,88.915,9.425,52.452,73.662
16.568,2.102,191.681,89.226,9.44,52.437,73.5
16.597,2.154,191.522,88.82,9.425,54.467,74.055
16.625,2.119,192.45,88.699,9.44,54.66,70.356
16.653,2.077,191.752,88.819,9.425,54.216,71.577
16.681,2.117,191.754,88.869,9.44,55.488,71.564
16.701,2.182,191.802,89.132,9.425,54.681,71.472
16.724,2.196,191.705,88.772,9.455,55.921,73.729
16.752,2.136,192.186,88.462,9.455,55.73,72.047
16.776,2.194,191.702,89.182,9.44,55.9,72.219
16.797,2.266,191.557,89.06,9.455,55.613,73.639
16.821,2.245,191.119,88.997,9.425,56.686,72.566
16.841,2.209,191.522,89.081,9.41,55.706,73.068
16.864,2.113,191.874,89.028,9.425,55.753,72.32
16.886,2.337,191.697,89.088,9.41,55.669,73.398
16.91,2.257,191.457,89.06,9.425,56.285,73.35
16.931,2.323,191.185,88.607,9.425,56.707,72.355
16.958,2.48,191.898,88.918,9.425,56.585,73.023
16.98,2.374,191.491,89.269,9.425,57.601,76.26
17.002,2.027,192.121,89.19,9.44,56.498,72.626
17.029,2.058,191.845,89.014,9.44,56.586,74.239
17.055,2,191.49,88.87,9.425,57.749,73.076
17.076,2.233,191.568,88.91,9.44,57.332,73.996
17.097,2.049,191.744,89.246,9.41,57.895,75.238
17.124,2.013,192.015,88.485,9.44,58.526,73.365
17.152,2.106,192.133,86.88,9.455,60.098,70.659
17.173,2.191,191.666,86.289,9.44,59.019,72.331
17.194,2.001,191.302,87.059,9.44,59.464,71.495
17.222,2.122,191.978,87.19,9.44,57.55,71.623
17.249,2.026,191.811,88.307,9.44,56.883,72.76
17.276,2.016,191.135,88.602,9.455,56.086,73.384
17.303,2,191.855,89.152,9.44,55.991,75.075
17.324,1.99,191.869,88.89,9.455,56.214,73.823
17.35,1.961,191.882,88.866,9.471,56.615,73.06
17.375,1.941,192.189,89.094,9.471,56.247,72.98
17.402,1.984,191.968,89.417,9.455,56.845,72.946
17.422,2.146,191.735,88.438,9.455,57.591,73.938
17.444,2.097,192.289,88.594,9.455,56.926,73.207
17.464,2.182,192.256,88.785,9.44,57.507,72.919
17.488,2.225,191.901,88.955,9.425,57.654,74.547
17.516,2.106,191.354,88.852,9.455,56.513,71.77
17.544,2.102,192.351,89.108,9.44,56.304,72.909
17.573,2.159,191.814,88.955,9.44,56.016,70.803
17.601,2.107,191.432,88.903,9.44,56.489,73.26
17.629,2.145,192.101,89.009,9.44,56.524,72.874
17.653,2.225,191.939,88.798,9.44,57.494,73.276
17.674,2.265,191.893,88.726,9.44,57.591,74.882
