Depth,PenRate,PercPress,FeedPress,FlushAirPress,RotPress,DampPress
11.872,1.744,188.593,89.101,7.39,52.264,65.218
11.895,1.77,191.474,88.818,7.405,51.274,64.623
11.92,1.834,192.002,88.967,7.405,51.166,62.6
11.946,1.915,190.489,89.05,7.405,53.955,63.125
11.973,2.081,188.952,89.214,7.421,53.93,65.166
11.999,1.943,187.765,88.929,7.39,54.384,65.452
12.022,1.779,188.267,89.405,7.405,55.835,68.147
12.044,1.67,191.756,89.607,7.39,54.041,65.528
12.067,1.718,191.342,89.586,7.39,51.836,66.38
12.09,1.741,189.543,89.549,7.39,51.993,67.077
12.114,1.78,188.475,89.496,7.39,52.395,66.263
12.137,1.757,188.937,89.345,7.39,52.504,66.054
12.162,1.834,188.449,89.098,7.405,51.634,68.371
12.185,1.722,191.758,88.578,7.39,51.261,65.074
12.208,1.767,192.44,89.057,7.39,50.97,64.966
12.232,1.967,189.341,89.109,7.405,51.142,67.678
12.256,1.786,189.608,88.721,7.421,53.044,67.955
12.279,1.735,188.755,89.152,7.405,54.277,68.679
12.303,1.686,188.716,88.968,7.405,53.328,66.39
12.326,1.712,192.207,89.183,7.375,52.28,66.283
12.349,1.796,191.696,89.265,7.39,51.782,68.661
12.371,1.588,188.945,89.109,7.375,51.969,66.716
12.394,1.722,188.585,89.193,7.375,52.078,66.088
12.417,1.748,189.339,89.162,7.39,54.543,68.778
12.44,1.706,189.487,89.191,7.405,52.944,66.058
12.462,1.649,188.765,89.246,7.405,51.242,66.854
12.484,1.655,191.298,89.153,7.39,51.055,67.863
12.507,1.741,191.905,88.952,7.405,52.212,66.293
12.528,1.624,190.083,89.519,7.405,50.584,66.623
12.551,1.699,188.94,89.165,7.405,52.774,66.886
12.572,1.655,188.677,89.069,7.405,51.742,67.552
12.593,1.559,189.584,88.958,7.421,51.289,66.845
12.613,1.511,189.916,89.363,7.405,50.648,66.378
12.637,1.745,189.18,88.771,7.405,51.619,65.915
12.659,1.642,192.115,88.867,7.405,51.728,65.422
12.682,1.729,189.151,88.879,7.405,50.313,63.88
12.706,1.812,188.954,88.769,7.405,52.306,64.573
12.73,1.802,189.073,88.532,7.375,51.767,66.195
12.753,1.742,189.256,88.899,7.39,50.981,65.499
12.776,1.725,189.041,88.965,7.405,49.333,65.068
12.799,1.78,190.093,89.062,7.405,50.675,67.343
12.823,1.793,192.828,88.797,7.39,50.455,65.579
12.843,1.889,191.163,88.65,7.375,51.011,65.617
12.868,1.869,190.193,88.764,7.39,50.783,65.893
12.894,1.984,189.194,89.098,7.39,50.961,65.952
12.92,1.92,188.894,88.812,7.405,53.954,69.386
12.944,1.78,188.994,89.091,7.405,50.916,66.34
12.969,1.927,189.013,88.692,7.39,52.162,65.708
12.996,1.984,188.827,88.914,7.405,52.48,68.07
13.022,1.944,191.061,89.479,7.405,53.038,67.521
13.044,2.083,191.968,88.561,7.39,52.589,68.906
13.068,1.864,189.773,88.991,7.39,52.472,65.754
13.094,1.93,190.367,89.001,7.405,53.406,66.201
13.119,1.927,188.677,88.836,7.39,51.118,67.82
13.146,1.997,189.446,88.594,7.405,52.728,66.964
13.171,1.924,188.901,88.572,7.405,51.947,69.294
13.196,1.844,189.337,88.977,7.405,51.047,68.266
13.221,1.837,191.469,88.917,7.405,51.144,67.083
13.245,1.857,192.513,88.78,7.405,50.943,68.632
13.27,1.837,189.736,88.961,7.375,51.312,68.302
13.294,1.847,188.711,88.848,7.375,51.041,69.691
13.318,1.789,189.107,88.953,7.405,51.975,67.865
13.341,1.76,189.143,89.152,7.405,51.634,69.018
13.365,1.816,189.048,89.049,7.39,51.649,70.806
13.389,1.767,191.931,88.83,7.405,52.303,69.267
13.412,1.77,191.9,88.751,7.39,51.455,69.931
13.435,1.709,189.96,89.284,7.39,51.782,70.547
13.455,1.913,189.811,88.983,7.405,51.661,68.938
13.48,1.863,188.749,88.599,7.39,51.997,69.104
13.506,1.946,189.582,88.834,7.39,52.013,69.164
13.534,2.061,188.986,88.714,7.39,53.489,68.925
13.554,2.236,189.048,88.803,7.375,55.755,71.778
13.576,2.066,189.011,88.9,7.39,53.823,70.469
13.602,1.984,189.17,89.185,7.39,52.606,69.357
13.623,1.99,189.262,89.024,7.39,53.249,73.904
13.651,2.085,189.65,87.992,7.375,57.18,70.987
13.677,2.776,192.05,85.875,7.39,61.992,66.884
13.705,2.616,184.991,79.246,7.39,64.131,61.815
13.73,2.721,185.64,77.37,7.421,62.591,60.405
13.751,3.048,180.568,76.873,7.405,64.65,61.39
13.781,2.836,173.301,73.903,7.436,59.278,58.256
13.809,2.976,172.409,73.068,7.436,55.869,58.152
13.838,2.74,171.049,73.209,7.451,57.687,57.571
13.862,2.625,174.958,77.675,7.421,60.449,61.734
13.889,2.496,180.842,80.927,7.405,62.67,65.273
13.912,2.524,187.916,79.964,7.39,62.595,62.43
13.937,2.31,188.929,79.822,7.39,62.911,63.368
13.965,2.191,189.569,83.892,7.375,60.014,65.493
13.986,2.187,189.359,84.494,7.39,62.681,66.46
14.007,1.985,188.996,82.536,7.405,63.073,66.422
14.033,1.978,189.494,84.725,7.39,60,68.594
14.057,1.815,188.855,88.058,7.39,55.539,73.001
14.082,1.892,189.165,89.104,7.375,54.039,70.698
14.104,2.351,189.387,88.317,7.39,57.33,69.623
14.13,2.432,188.87,88.877,7.375,57.393,73.066
14.158,2.106,189.049,88.932,7.375,56.283,72.962
