Depth,PenRate,PercPress,FeedPress,FlushAirPress,RotPress,DampPress
1.487,1.837,185.784,91.774,5.814,55.224,76.014
1.512,1.86,190.553,92.402,5.799,55.449,73.885
1.537,1.872,190.962,91.067,5.829,54.477,71.931
1.562,1.895,190.602,90.852,5.845,57.324,73.49
1.586,1.767,190.64,89.735,5.86,55.477,71.136
1.608,1.701,190.86,90.092,5.845,53.734,71.004
1.63,1.674,191.496,90.192,5.86,51.7,72.064
1.653,1.725,191.481,89.256,5.875,51.701,69.383
1.676,1.74,191.501,89.373,5.86,54.116,69.19
1.698,1.652,190.785,89.097,5.875,55.028,67.716
1.719,1.921,190.976,88.751,5.875,56.069,68.585
1.741,1.678,191.625,88.744,5.891,58.016,68.525
1.764,1.725,191.107,89.042,5.875,55.175,69.225
1.787,1.735,190.702,88.959,5.891,53.057,69.128
1.812,1.821,191.241,88.95,5.891,54.405,71.262
1.836,1.822,190.851,88.965,5.875,56.543,69.436
1.86,1.835,190.941,89.086,5.875,58.202,69.374
1.88,1.933,191.061,88.596,5.875,58.786,71.456
1.907,2.05,190.701,87.905,5.891,55.434,67.804
1.928,2.205,190.285,88.239,5.906,58.369,67.983
1.956,2.617,191.044,85.867,5.891,58.826,65.199
1.982,1.94,191.223,88.901,5.891,56.934,68.932
2.002,1.521,190.431,89.668,5.891,54.016,72.95
2.024,1.406,191.314,89.754,5.891,49.491,70.938
2.046,1.595,191.357,89.419,5.891,49.655,70.133
2.069,1.764,190.773,89.321,5.891,50.81,74.73
2.095,1.483,191.086,89.296,5.891,49.218,69.638
2.117,1.663,190.727,89.379,5.906,50.484,69.669
2.14,1.741,190.964,89.018,5.906,51.978,71.46
2.164,1.816,190.842,88.61,5.906,49.745,70.142
2.188,1.799,191.195,88.954,5.906,49.204,72.122
2.212,1.857,191.113,88.587,5.906,50.056,70.021
2.233,1.905,189.63,88.685,5.906,50.142,71.61
2.257,1.805,187.858,88.479,5.921,51.133,72.256
2.279,1.693,188.435,88.669,5.906,51.715,69.774
2.304,1.841,190.878,88.969,5.906,50.618,70.537
2.328,1.841,192.285,88.786,5.891,51.243,71.293
2.354,1.949,190.277,88.404,5.906,51.732,71.087
2.379,1.864,191.16,88.731,5.906,51.798,72.329
2.404,1.906,188.004,88.8,5.906,50.76,72.577
2.428,1.846,187.755,88.946,5.891,49.129,72.113
2.455,1.991,190.299,89.037,5.875,49.638,72.324
2.48,1.904,190.425,89.137,5.891,50.114,72.257
2.505,1.831,190.955,89.151,5.875,50.225,75.416
2.527,1.703,191.383,88.887,5.906,50.342,73.215
2.552,1.882,190.764,88.92,5.891,52.698,73.039
2.578,1.911,188.832,89.153,5.891,53.861,77.407
2.603,1.888,187.665,88.59,5.891,54.215,74.996
2.627,1.85,190.625,88.969,5.891,54.503,73.309
2.651,1.815,190.814,89.427,5.906,52.305,73.859
2.675,1.773,191.233,89.057,5.906,50.385,72.56
2.695,1.891,191.007,88.765,5.906,52.409,73.118
2.72,1.869,191.14,89.001,5.906,50.97,72.14
2.745,1.869,188.316,89.24,5.906,49.201,74.137
2.77,1.898,188.327,89.149,5.906,50.911,75.433
2.795,1.847,190.189,88.966,5.906,56.039,73.183
2.82,1.872,190.819,88.854,5.906,57.279,71.741
2.848,2.109,191.384,88.612,5.921,58.811,69.556
2.87,2.355,191.394,87.407,5.921,59.294,68.32
2.895,2.428,189.441,86.748,5.936,58.963,70.216
2.917,2.325,188.193,86.921,5.921,59.214,69.903
2.942,2.415,188.184,86.622,5.936,60.189,69.187
2.968,2.419,188.716,84.557,5.936,60.068,66.525
2.993,2.703,189.505,83.956,5.936,60.922,64.901
3.023,2.832,184.929,80.843,5.952,61.653,63.604
3.044,3.131,177.681,76.098,5.936,61.383,60.081
3.064,3.061,165.515,70.534,5.952,60.217,57.891
3.09,2.707,163.107,70.919,5.967,57.364,60.389
3.117,2.604,175.194,78.474,5.967,54.35,64.591
3.14,2.401,181.63,85.275,5.952,56.628,70.411
3.168,2.664,186.888,87.475,5.967,60.845,70.434
3.193,2.684,180.869,81.914,5.952,61.53,65.342
3.217,2.162,182.629,86.655,5.936,58.331,71.414
3.243,1.974,186.755,78.356,5.921,71.305,63.128
3.263,2.252,186.77,71.163,5.936,69.152,54.341
3.284,1.941,187.594,72.965,5.967,65.107,55.827
3.308,1.861,190.601,75.512,5.967,67.215,58.729
3.333,1.903,191.628,71.171,5.967,68.653,56.127
3.358,2.313,190.923,74.382,5.967,59.411,54.231
3.378,2.115,190.633,84.086,5.952,59.182,64.588
3.402,1.806,191.26,86.859,5.967,60.284,69.873
3.452,1.018,84.703,20.431,5.049,154.588,40.017
3.479,1.822,139.623,38.978,4.315,60.627,42.116
3.506,0.941,135.077,29.062,5.126,55.346,42.519
3.529,2.097,136.351,45.289,5.324,54.944,45.981
3.551,1.381,136.758,49.153,5.569,57.909,48.142
3.576,1.47,136.846,50.202,5.768,53.328,48.931
3.599,1.401,138.29,51.116,5.936,50.161,47.321
3.621,2.117,151.358,64.18,6.013,54.227,54.499
3.642,2.219,166.02,78.99,6.074,58.737,67.055
3.665,2.153,180.647,86.33,6.12,60.713,71.984
3.686,1.998,183.671,87.14,6.166,59.533,71.502
3.71,1.824,186.972,85.343,6.227,61.306,68.571
3.735,1.891,192.242,85.117,6.273,60.288,66.315
3.76,1.919,193.733,84.73,6.319,57.7,66.434
3.786,1.93,189.279,89.613,6.38,52.838,71.95
3.808,1.639,190.55,89.363,6.38,51.481,69.939
3.83,1.617,190.516,90.388,6.411,53.666,74.794
3.854,1.229,191.228,90.413,6.441,52.679,73.637
3.877,1.163,190.138,89.683,6.472,51.581,73.404
3.898,1.289,190.773,89.503,6.472,53.823,72.102
3.923,1.439,190.655,89.596,6.441,56.674,73.816
3.947,1.401,190.79,87.806,6.411,59.319,72.587
3.97,1.761,190.084,85.733,6.426,58.298,67.029
3.996,1.952,190.394,87.93,6.426,56.041,67.444
4.02,1.764,190.781,89.223,6.457,55.029,72.014
4.041,1.63,190.477,89.164,6.441,54.989,71.879
4.064,1.398,191.103,89.248,6.426,55.244,72.488
4.086,1.293,189.992,90.049,6.441,53.209,73.709
4.107,1.337,191.229,89.325,6.441,52.401,73.937
4.13,1.325,190.989,88.912,6.426,53.122,73.168
4.153,1.702,190.479,88.594,6.426,55.607,74.346
4.174,1.602,189.619,88.871,6.411,53.453,73.813
4.198,1.422,190.675,88.964,6.426,52.952,75.758
4.22,1.591,190.789,88.717,6.411,53.928,70.198
4.242,1.703,191.077,88.06,6.441,51.631,70.688
4.264,1.636,190.57,88.521,6.441,51.119,74.47
4.285,1.553,190.633,88.915,6.426,51.208,72.395
4.308,1.465,191.536,89.688,6.441,49.461,72.212
4.333,1.408,190.716,89.113,6.457,50.912,75.105
4.356,1.471,190.556,88.767,6.457,51.825,70.828
4.381,1.478,191.234,88.942,6.457,50.114,69.351
4.404,1.736,190.936,88.548,6.457,52.019,68.741
4.43,1.917,190.072,88.341,6.472,53.237,67.63
4.456,1.997,191.938,88.398,6.457,54.174,68.197
4.482,1.914,191.471,89.02,6.441,51.502,67.571
4.508,1.943,191.001,89.137,6.441,52.821,67.977
4.533,1.927,190.892,88.968,6.426,54.951,67.794
4.559,1.933,191.263,88.876,6.441,56.019,67.351
4.583,1.764,190.969,89.045,6.426,54.134,68.505
4.608,1.928,191.034,88.576,6.441,55.661,65.257
4.633,1.89,190.815,88.762,6.441,56.418,64.913
4.653,1.925,191.146,89.019,6.426,56.774,66.634
4.678,1.851,190.842,88.682,6.457,57.107,65.532
4.704,1.94,190.912,88.176,6.457,59.163,67.124
4.733,2.17,190.509,85.43,6.457,57.2,61.978
4.753,2.146,190.852,87.798,6.457,57.613,64.835
4.778,2.349,191.306,86.602,6.457,59.813,65.078
4.8,2.397,190.716,85.76,6.457,57.95,63.489
4.826,2.42,190.746,87.365,6.457,57.193,64.979
4.849,2.424,190.844,87.518,6.457,59.364,66.392
4.879,2.856,188.002,81.881,6.457,61.854,60.727
4.905,2.839,178.296,77.131,6.472,59.94,59.435
4.935,2.843,175.86,76.148,6.457,62.112,58.426
4.958,3.436,172.268,71.894,6.457,65.171,55.382
4.985,2.512,164.932,71.576,6.472,60.85,56.621
5.006,2.344,174.755,80.325,6.457,60.462,63.985
5.028,2.014,184.541,86.548,6.441,56.132,70.114
5.052,1.825,187.164,90.198,6.457,52.795,70.055
5.076,1.837,190.382,90.15,6.457,49.608,69.284
5.1,1.793,190.225,89.969,6.472,48.513,70.383
5.125,1.825,190.497,89.488,6.472,48.563,68.778
5.149,1.85,190.879,89.486,6.472,49.898,70.015
5.174,1.866,190.746,89.615,6.472,50.675,68.856
5.198,1.815,190.195,89.554,6.487,50.388,69.132
5.224,1.908,190.156,89.202,6.441,50.632,70.387
5.247,1.76,190.683,88.93,6.441,50.213,68.902
5.271,1.828,191.054,88.811,6.441,49.706,68.644
5.295,1.843,187.437,89.17,6.457,50.649,68.858
5.32,1.844,189.948,89.177,6.457,50.314,69.38
5.343,1.77,190.463,88.793,6.441,49.37,69.37
5.368,1.812,191.021,89.14,6.457,47.368,68.119
5.391,1.783,190.774,88.84,6.487,47.639,67.634
5.413,2.053,190.693,88.782,6.487,49.961,69.776
5.44,1.994,190.852,88.707,6.487,50.853,69.3
5.467,2.019,190.786,88.983,6.472,50.37,70.477
5.492,1.871,189.855,88.819,6.487,49.652,69.078
5.518,2.013,187.803,89.013,6.472,50.654,70.082
5.543,1.925,189.275,89.201,6.472,51.87,71.981
5.571,2.085,190.748,88.694,6.487,52.214,69.893
5.596,1.905,190.982,88.986,6.487,49.81,71.679
5.62,1.735,190.833,89.068,6.472,48.285,69.53
5.646,1.968,191.172,88.812,6.487,49.595,69.129
5.671,1.914,191.932,89.361,6.472,50.402,71.798
5.696,1.844,187.559,88.691,6.487,50.942,70.539
5.721,1.85,187.96,88.904,6.503,51.079,73.004
5.745,1.84,190.907,89.022,6.472,50.346,68.796
5.766,1.955,191.184,89.326,6.487,51.015,69.345
5.791,1.922,191.058,88.854,6.487,51.748,70.966
5.815,1.864,190.854,88.947,6.487,51.62,69.887
5.841,1.947,191.252,88.554,6.487,50.658,69.711
5.867,1.936,188.976,89.001,6.487,50.448,71.703
5.892,1.863,188.468,89.564,6.472,51.065,73.208
5.917,1.869,190.014,88.685,6.503,51.521,71.2
5.942,1.863,190.803,88.916,6.487,50.584,69.723
5.966,1.783,190.827,89.129,6.503,49.543,70.628
5.989,1.741,190.797,89.207,6.503,51.542,71.718
6.014,1.875,190.823,88.951,6.503,52.566,72.573
6.037,1.783,190.871,88.943,6.487,56.545,72.072
6.057,1.929,191.284,88.6,6.503,58.488,71.523
6.083,1.929,188.168,88.718,6.518,58.482,72.586
6.103,2.181,187.34,87.904,6.503,56.035,72.219
6.126,2.122,190.362,88.374,6.503,54.424,69.425
6.152,1.994,190.914,89.357,6.503,54.942,71.972
6.176,1.776,191.007,89.972,6.487,53.98,75.113
6.197,1.599,190.564,89.067,6.518,51.871,71.917
6.219,1.594,190.88,89.254,6.503,53.411,72.404
6.24,1.572,190.92,89.246,6.487,52.679,75.873
6.26,1.505,188.248,89.273,6.487,50.228,73.707
6.28,1.522,187.839,89.317,6.503,51.208,73.208
6.302,1.702,190.232,88.819,6.472,51.871,75.297
6.326,1.819,191.35,88.293,6.503,53.651,72.943
6.348,1.677,190.917,88.974,6.472,52.856,72.748
6.37,1.598,191.415,89.27,6.503,51.154,74.893
6.392,1.69,191.522,88.82,6.487,51.519,72.3
6.416,1.777,188.863,88.686,6.503,50.677,73.451
6.441,1.863,187.619,88.788,6.503,49.999,72.266
6.466,1.866,190.52,88.648,6.503,48.604,70.773
6.489,1.777,191.111,89.07,6.518,48.58,72.296
6.513,1.78,191.568,89.011,6.487,48.86,69.171
6.536,1.729,190.979,89.083,6.503,46.877,70.44
6.558,1.702,188.356,89.131,6.487,45.969,74.706
6.581,1.886,187.57,88.958,6.503,47.946,72.828
6.604,1.775,190.78,88.925,6.503,49.573,71.375
6.629,1.884,191.021,88.835,6.533,49.977,70.061
6.65,1.953,191.294,88.545,6.518,49.599,70.395
6.676,1.943,190.242,88.864,6.533,50.629,71.719
6.701,1.847,187.789,89.21,6.548,50.527,70.671
6.726,1.86,187.899,88.927,6.548,50.935,71.483
6.751,1.873,190.537,89.289,6.533,51.451,71.616
6.777,1.955,191.222,88.365,6.518,52.716,71.614
6.8,2.257,190.78,87.831,6.533,52.822,70.667
6.822,2.33,191.514,88.349,6.533,53.019,71.126
6.845,2.187,188.72,88.54,6.533,52.387,72.301
6.872,2.074,188.788,88.799,6.533,52.286,73.441
6.9,2.064,190.98,88.281,6.533,51.65,70.756
6.927,2.035,191.522,88.51,6.564,51.816,71.575
6.953,1.968,190.695,89.036,6.564,54.255,69.944
6.973,2.146,189.933,88.53,6.564,54.658,69.903
6.995,2.053,187.816,88.694,6.548,54.395,71.542
7.019,1.777,188.151,89.742,6.579,53.057,70.409
7.039,1.518,190.739,90.516,6.564,50.48,71.611
7.062,1.448,190.962,89.673,6.564,49.378,73.975
7.093,1.574,137.816,23.885,5.676,34.558,39.382
7.123,4.448,135.098,26.677,5.783,39.85,39.998
7.145,3.272,141.058,41.658,5.906,45.49,43.177
7.167,1.271,138.45,56.549,6.151,55.686,54.124
7.189,1.117,138.395,54.328,6.38,53.17,50.194
7.212,1.349,143.377,60.6,6.533,52.662,52.43
7.237,1.876,161.464,80.464,6.61,58.235,69.724
7.26,1.751,180.398,93.06,6.701,57.816,73.736
7.283,1.725,189.743,93.062,6.763,56.372,69.655
7.307,1.777,190.577,92.375,6.839,56.029,69.996
7.331,1.821,191.184,91.49,6.885,56.52,69.55
7.354,1.703,189.639,91.324,6.946,55.905,72.818
7.374,1.537,190.787,90.927,6.946,54.813,69.144
7.4,1.907,192.083,89.664,6.977,55.092,67.01
7.424,1.842,190.565,89.607,7.023,55.125,70.986
7.444,1.55,190.568,89.513,7.023,53.029,68.165
7.47,1.517,192.155,89.894,7.053,52.67,67.557
7.491,1.55,191.793,89.943,7.069,54.542,70.255
7.514,1.729,192.079,89.367,7.084,53.412,67.194
7.538,1.77,191.768,88.659,7.099,54.028,67.649
7.56,1.639,191.854,89.677,7.115,53.712,68.45
7.581,1.335,192.009,89.495,7.115,52.034,71.122
7.604,1.156,191.613,89.299,7.115,52.668,72.593
7.628,1.421,192.617,88.861,7.084,53.325,69.454
7.649,1.275,191.867,89.113,7.084,50.964,68.942
7.67,1.583,191.118,88.188,7.115,53.185,69.16
7.691,1.973,191.795,88.279,7.084,55.556,67.887
7.711,2.159,191.968,87.856,7.084,56.995,68.982
7.733,2.073,191.735,88.042,7.069,58.831,70.301
7.76,2.055,189.355,87.814,7.038,58.369,68.114
7.788,2.077,188.172,87.997,7.053,57.872,69.078
7.809,2.264,187.38,87.294,7.038,61.005,70.985
7.834,2.329,190.439,85.115,7.038,59.524,66.542
7.862,2.115,192.515,86.825,7.023,58.37,69.247
7.887,1.91,189.342,88.195,7.038,56.781,65.119
7.91,2.124,187.897,88.911,7.023,57.174,66.55
7.937,2.029,188.553,89.123,7.023,55.428,68.553
7.96,1.802,190.984,89.369,7.007,53.007,68.516
7.984,1.465,191.762,89.671,7.007,52.331,68.592
8.006,1.31,189.255,89.721,7.007,52.164,68.203
8.029,1.658,188.999,88.858,7.007,55.154,67.943
8.056,2.051,188.139,88.167,7.007,56.871,67.693
8.083,2.023,188.346,88.39,7.023,56.181,65.714
8.103,2.177,191.332,88.751,7.023,55.876,64.147
8.126,2.109,192.17,89.09,7.023,57.34,66.197
8.146,2.162,190.842,88.424,7.023,58.322,65.027
8.167,2.034,188.662,87.671,7.038,59.14,65.081
8.19,2.119,188.222,87.777,7.023,58.788,66.734
8.216,2,188.233,85.465,7.038,61.107,63.556
8.244,2.098,191.132,85.644,7.007,59.167,63.576
8.27,2.002,192.18,88.407,6.992,55.987,64.857
8.293,1.425,188.992,89.549,7.007,53.579,67.258
8.317,1.372,188.313,89.854,7.023,56.386,68.707
8.338,1.299,188.628,89.76,7.023,53.401,69.695
8.359,1.046,191.602,89.839,7.023,50.923,69.752
8.382,1.162,189.656,89.067,7.023,51.959,67.474
8.403,1.592,188.154,88.263,7.007,54.131,67.274
8.424,2.047,188.153,87.758,7.023,60.448,66.403
8.446,2.063,191.478,84.121,7.023,61.122,63.285
8.467,2.178,192.228,83.539,7.023,59.787,62.394
8.489,2.061,191.899,86.687,7.023,56.291,65.846
8.514,1.93,188.808,88.337,7.023,54.795,67.215
8.541,1.994,188.79,88.622,7.023,55.642,66.189
8.568,2.004,188.734,88.999,7.023,56.79,69.323
8.59,1.694,190.839,89.177,7.038,55.356,67.865
8.614,1.828,191.362,88.686,6.992,54.966,66.362
8.636,1.63,192.364,89.41,7.007,53.558,67.042
8.658,1.673,189.422,88.861,7.023,53.928,67.462
8.681,1.757,189.152,88.752,7.023,55.049,68.519
8.704,1.724,188.29,89.209,6.992,53.388,67.682
8.726,1.617,189.72,89.188,7.007,53.025,68.028
8.746,1.529,192.261,88.919,7.023,52.289,69.117
8.768,1.387,189.757,89.442,7.038,51.123,66.207
8.793,1.416,188.287,89.343,7.007,50.115,66.617
8.817,1.531,188.91,88.974,6.992,50.895,69.344
8.842,1.406,189.552,89.059,6.992,49.418,66.249
8.864,1.685,191.79,89.024,6.992,50.475,65.758
8.887,1.78,192.215,88.807,6.977,51.181,67.628
8.91,1.699,188.492,88.678,6.992,51.138,66.909
8.932,1.698,188.695,88.611,6.992,51.542,66.542
8.955,1.681,188.764,89.089,6.992,51.494,66.527
8.979,1.828,192.132,88.888,6.977,53.952,65.962
8.999,1.885,192.55,88.546,7.007,57.427,66.307
9.026,2.026,189.237,88.411,6.992,56.304,64.677
9.047,2.205,188.27,88.76,6.992,55.889,65.647
9.071,2.237,188.217,88.14,6.992,54.806,66.543
9.1,2.154,190.758,87.996,6.977,55.406,65.656
9.124,2.64,191.562,87.809,6.977,58.255,65.187
9.151,2.54,187.557,86.668,6.992,56.674,65.115
9.177,2.496,191.133,88.14,6.977,55.861,67.073
9.2,2.528,190.834,88.619,6.977,56.789,70.237
9.223,2.172,189.198,89.137,6.977,56.734,68.861
9.25,2.003,188.757,87.021,6.977,60.906,68.107
9.275,1.876,188.939,81.449,6.962,62.863,62.256
9.301,2.007,188.514,81.614,6.992,61.891,61.203
9.327,1.946,191.357,81.809,6.992,62.156,62.315
9.354,1.981,192.112,84.492,6.962,58.143,63.197
9.379,1.866,189.148,88.284,6.992,55.534,68.605
9.404,1.885,188.656,88.973,6.992,53.517,66.442
9.43,1.94,188.743,89.055,6.977,52.292,66.671
9.456,2.03,188.762,89.323,6.992,53.099,68.791
9.482,1.945,191.375,88.656,6.977,52.936,66.156
9.506,1.856,192.312,88.813,6.977,53.387,67.187
9.526,1.85,189.86,89.062,6.977,52.992,67.198
9.551,1.907,188.851,89.111,6.977,55.899,68.711
9.575,1.783,189.026,89.276,6.977,56.229,68.805
9.597,1.626,189.485,89.476,6.962,53.502,66.09
9.619,1.677,191.885,89.704,6.977,51.397,67.037
9.642,1.657,192.202,89.311,6.977,52.661,69.285
9.663,1.633,189.716,89.268,6.977,53.106,66.756
9.685,1.606,189.228,89.057,6.992,54.313,66.468
9.708,1.76,189.793,89.072,6.992,53.689,69.513
9.729,1.586,189.373,89.17,7.007,51.822,67.857
9.75,1.656,189.037,88.854,6.992,51.418,68.065
9.772,1.652,189.248,89.229,6.992,53.257,69.796
9.794,1.607,189.874,89.161,7.007,52.668,67.27
9.815,1.601,191.672,89.098,6.992,53.055,67.211
9.838,1.722,192.374,89.312,7.007,52.62,68.632
9.861,1.703,189.588,88.553,6.977,52.791,67.743
9.884,1.738,188.547,88.892,6.977,52.175,68.097
9.907,1.713,189.536,88.738,6.992,52.895,69.577
9.93,1.74,189.429,88.905,6.977,55.014,69.462
9.953,1.76,189.209,88.76,6.992,54.848,69.358
9.975,1.686,191.899,89.191,6.992,54.057,68.993
9.998,1.733,192.617,89.206,6.992,53.051,68.435
10.023,1.882,190.085,88.749,7.007,55.162,71.658
10.046,1.689,189.735,88.801,6.992,54.407,69.364
10.069,1.729,189.487,89.154,7.007,54.327,69.93
10.091,1.674,188.953,89.042,6.992,54.299,71.304
10.114,1.71,189.232,88.619,6.992,57.744,69.669
10.136,1.617,188.935,83.966,6.977,62.537,64.871
10.158,1.703,189.565,80.496,6.992,62.187,62.763
10.183,1.834,190.905,82.243,6.992,60.587,62.66
10.208,1.759,192.545,86.377,6.977,57.504,67.869
10.231,1.77,189.44,88.031,6.977,58.926,70.087
10.256,1.878,189.345,87.863,6.962,58.605,69.162
10.282,1.949,189.581,88.583,6.992,57.879,71.372
10.305,1.697,189.371,88.644,6.977,56.405,68.808
10.327,1.649,189.291,88.74,6.962,56.661,68.997
10.35,1.732,189.151,89.433,6.992,56.548,70.292
10.374,1.789,192.004,89.008,7.007,54.768,70.517
10.395,1.572,191.712,88.983,6.977,52.562,70.433
10.416,1.567,189.389,89.145,6.992,52.103,69.021
10.437,1.649,189.483,89.105,7.007,53.83,69.942
10.46,1.707,189.125,88.459,7.007,53.965,68.712
10.484,1.822,189.349,88.996,7.007,53.757,68.935
10.508,1.817,188.819,88.858,7.007,53.142,69.494
10.532,1.821,191.009,88.822,6.992,53.407,69.573
10.557,1.821,193.768,88.643,6.977,53.263,67.211
10.577,1.881,189.836,88.953,6.992,53.926,67.154
10.602,1.904,189.307,88.913,7.007,54.305,68.526
10.627,1.869,189.381,88.969,6.992,53.263,66.946
10.65,1.754,188.657,88.826,6.992,52.523,67.251
10.672,1.657,189.685,89.097,6.992,52.288,65.219
10.696,1.822,192.211,89.437,7.007,51.282,66.089
10.72,1.812,190.858,88.665,7.007,52.123,66.667
10.742,1.619,189.233,89.18,6.977,50.435,63.262
10.764,5.754,131.798,25.568,5.768,45.448,39.061
10.789,3.639,141.787,36.178,5.891,43.732,40.604
10.813,1.409,140.81,56.32,6.227,51.197,53.515
10.834,1.062,138.385,54.837,6.503,52.683,51.542
10.861,1.323,142.745,59.752,6.732,51.383,53.067
10.884,1.745,160.311,79.185,6.854,53.315,67.098
10.907,1.717,180.862,92.547,6.946,54.522,74.288
10.932,1.874,190.325,92.777,7.038,54.336,70.07
10.959,2.068,191.588,92.025,7.115,56.067,72.835
10.985,1.92,191.757,91.194,7.222,55.535,71.351
11.012,2.03,189.16,89.97,7.267,54.217,70.81
11.034,2.071,191.372,89.632,7.298,54.429,69.238
11.061,2.048,193.198,90.135,7.344,55.205,68.581
11.087,2.013,190.325,90.185,7.39,54.534,71.499
11.112,1.888,192.358,89.577,7.39,52.874,70.054
11.135,1.722,193.239,89.133,7.421,52.106,68.396
11.161,1.924,192.503,89.383,7.436,52.757,68.001
11.185,1.809,192.004,89.444,7.482,52.429,67.906
11.209,1.801,192.513,89.278,7.497,51.53,71.651
11.232,1.703,191.799,89.338,7.497,50.452,68.244
11.255,1.726,191.524,89.779,7.512,50.704,69.34
11.278,1.763,192.48,89.763,7.512,51.726,70.91
11.301,1.718,192.096,88.968,7.528,50.895,71.503
11.321,1.524,192.514,88.804,7.543,49.204,68.169
11.343,1.654,192.039,88.996,7.528,49.991,69.536
11.365,1.658,191.715,89.091,7.528,51.719,70.136
11.386,1.585,191.961,88.901,7.543,53.279,69.614
11.406,1.511,192.405,89.125,7.558,52.246,69.441
11.428,1.665,191.946,88.518,7.558,52.397,69.511
11.449,1.575,188.971,89.001,7.543,53.493,69.691
11.47,1.575,188.558,89.433,7.543,53.786,70.793
11.491,1.579,191.006,89.186,7.528,52.17,71.274
11.514,1.701,191.863,88.636,7.528,53.301,70.375
11.535,1.65,189.541,89.293,7.543,52.568,69.448
11.559,1.641,188.578,88.7,7.543,52.68,66.833
11.581,1.647,188.543,88.998,7.543,54.204,70.431
11.602,1.582,191.21,89.348,7.528,53.115,69.813
11.625,1.694,192.176,89.189,7.512,52.34,67.843
11.649,1.815,188.694,88.695,7.497,54.298,68.685
11.674,1.904,189.1,88.418,7.482,54.109,65.886
11.699,1.821,189.152,88.959,7.482,51.958,67.067
11.723,1.802,189.311,89.129,7.451,51.403,67.423
11.747,1.84,191.322,88.927,7.451,51.425,65.107
11.773,1.942,192.536,88.962,7.451,51.904,66.759
11.798,1.935,189.719,88.975,7.451,52.162,65.308
11.823,1.916,189.167,88.986,7.466,52.372,65.438
11.848,1.872,188.524,89.42,7.421,52.642,66.532
